Date,Campaign,Channel,Stage,Conversion_Flag,Revenue,Impressions,Clicks,Leads,CTR,CPC,CPA,Country,Device,AgeGroup,Gender,Avg_Time_on_Page_sec,Bounce_Rate,Engagement_Score,Referral_Source,Video_50%,Video_75%,Video_100%,ThruPlay_Rate
2025-05-01,Summer Promo,Paid Ads,Visited Website,0,0.0,3784,491,54,0.1298,1.05,44.33,USA,Tablet,25-34,Male,211.47,0.27,83.21,Organic,0.08,0.79,0.81,0.0002
2025-08-03,Black Friday,Paid Ads,Added to Cart,0,0.0,2540,376,46,0.148,4.5,34.35,Australia,Mobile,55+,Male,36.48,0.14,48.05,Social,0.29,0.75,0.76,0.0003
2025-08-26,Spring Sale,Email,Visited Website,0,0.0,3786,403,129,0.1064,1.64,12.94,USA,Mobile,25-34,Other,255.21,0.16,17.14,Social,0.13,0.23,0.59,0.0002
2025-02-17,Black Friday,Email,Purchase Completed,1,485.42,1807,311,101,0.1721,3.87,20.08,Germany,Mobile,55+,Female,192.68,0.48,86.67,Social,0.55,0.65,0.95,0.0005
2025-10-27,Black Friday,Paid Ads,Signed Up,0,0.0,1008,27,2,0.0268,0.73,18.76,Germany,Mobile,35-44,Female,135.82,0.54,62.72,Paid,0.66,0.77,0.96,0.001
2024-11-21,Winter Campaign,Paid Ads,Visited Website,0,0.0,290,35,16,0.1207,3.58,20.23,Germany,Mobile,18-24,Female,99.21,0.38,49.15,Direct,0.44,0.88,0.93,0.0032
2025-02-25,Winter Campaign,Social Media,Added to Cart,0,0.0,3042,133,22,0.0437,4.07,34.56,Germany,Mobile,25-34,Male,194.33,0.45,51.23,Direct,0.6,0.62,0.97,0.0003
2025-09-27,Spring Sale,Paid Ads,Added to Cart,0,0.0,4289,185,30,0.0431,2.33,20.75,UK,Tablet,18-24,Other,119.89,0.2,37.35,Organic,0.22,0.88,0.96,0.0002
2025-04-20,Winter Campaign,Paid Ads,Visited Website,0,0.0,3869,367,75,0.0949,3.89,23.66,Australia,Tablet,18-24,Other,94.31,0.57,27.84,Organic,0.92,0.95,0.98,0.0003
2025-04-06,Spring Sale,Social Media,Added to Cart,0,0.0,3401,552,204,0.1623,2.0,11.06,USA,Desktop,35-44,Female,295.53,0.68,91.33,Social,0.65,0.89,0.96,0.0003
2025-11-11,Black Friday,Referral,Purchase Completed,1,52.41,3297,96,33,0.0291,3.1,49.9,Australia,Mobile,18-24,Male,186.46,0.41,0.13,Organic,0.14,0.77,0.89,0.0003
2025-06-13,Black Friday,Social Media,Signed Up,0,0.0,3071,454,138,0.1478,0.69,45.3,India,Mobile,45-54,Female,205.82,0.6,62.69,Organic,0.83,0.87,0.88,0.0003
2025-04-26,Winter Campaign,Social Media,Visited Website,0,0.0,2101,310,67,0.1475,0.67,40.41,India,Mobile,18-24,Male,98.1,0.57,99.46,Organic,0.17,0.47,0.67,0.0003
2024-11-18,Spring Sale,Referral,Visited Website,0,0.0,3377,394,135,0.1167,1.74,33.16,USA,Mobile,45-54,Female,242.04,0.5,65.62,Social,0.94,0.97,1.0,0.0003
2025-02-18,Spring Sale,Social Media,Signed Up,0,0.0,3284,429,120,0.1306,0.48,35.69,India,Tablet,45-54,Other,120.4,0.57,62.49,Organic,0.66,0.99,1.0,0.0003
2025-02-12,Spring Sale,Email,Visited Website,0,0.0,3552,398,185,0.112,3.66,10.19,India,Desktop,55+,Female,281.97,0.61,31.99,Organic,0.02,0.3,0.39,0.0001
2025-08-18,Winter Campaign,Referral,Visited Website,0,0.0,4444,370,176,0.0833,1.52,13.22,Germany,Desktop,18-24,Male,139.23,0.23,60.26,Direct,0.9,0.98,1.0,0.0002
2025-10-21,Winter Campaign,Social Media,Added to Cart,0,0.0,3342,148,30,0.0443,4.56,37.95,Germany,Tablet,35-44,Male,81.87,0.31,57.59,Organic,0.75,0.89,0.9,0.0003
2024-12-12,Winter Campaign,Email,Visited Website,0,0.0,3384,201,55,0.0594,0.29,27.95,USA,Mobile,35-44,Other,204.21,0.36,51.01,Social,0.13,0.34,0.54,0.0002
2025-08-27,Winter Campaign,Paid Ads,Visited Website,0,0.0,2748,300,64,0.1092,2.0,15.39,Germany,Desktop,45-54,Female,52.27,0.64,31.75,Direct,0.55,0.71,0.92,0.0003
2025-06-30,Winter Campaign,Social Media,Added to Cart,0,0.0,2324,291,103,0.1252,2.2,8.23,UK,Desktop,45-54,Other,91.87,0.37,37.74,Direct,0.73,0.91,0.92,0.0004
2025-08-20,Black Friday,Social Media,Visited Website,0,0.0,4513,638,127,0.1414,0.93,26.29,Australia,Desktop,18-24,Female,222.81,0.69,77.26,Paid,0.31,0.52,0.94,0.0002
2025-05-23,Spring Sale,Paid Ads,Signed Up,0,0.0,2973,525,236,0.1766,0.32,8.08,USA,Desktop,55+,Other,201.58,0.11,15.15,Social,0.6,0.65,0.71,0.0002
2025-01-06,Summer Promo,Email,Visited Website,0,0.0,4084,720,196,0.1763,0.96,26.73,USA,Desktop,25-34,Female,193.88,0.23,32.42,Direct,0.17,0.86,0.88,0.0002
2025-03-02,Winter Campaign,Paid Ads,Purchase Completed,1,211.37,3846,195,46,0.0507,0.54,41.24,UK,Tablet,35-44,Other,31.74,0.56,15.31,Organic,0.24,0.53,0.99,0.0003
2025-02-19,Spring Sale,Social Media,Signed Up,0,0.0,2528,475,137,0.1879,2.99,40.66,USA,Tablet,18-24,Female,66.23,0.4,15.89,Social,0.41,0.53,0.69,0.0003
2025-06-17,Black Friday,Referral,Visited Website,0,0.0,1657,280,127,0.169,0.36,42.62,USA,Mobile,18-24,Female,22.03,0.37,94.21,Social,0.2,0.62,0.66,0.0004
2025-08-12,Summer Promo,Referral,Visited Website,0,0.0,1328,234,101,0.1762,0.82,26.88,Australia,Tablet,55+,Other,52.41,0.15,43.37,Organic,0.58,0.9,0.93,0.0007
2025-09-15,Winter Campaign,Social Media,Purchase Completed,1,257.52,3948,324,109,0.0821,2.36,11.84,USA,Desktop,35-44,Male,266.98,0.4,6.85,Paid,0.34,0.76,0.91,0.0002
2025-06-12,Winter Campaign,Paid Ads,Purchase Completed,1,352.78,2176,206,39,0.0947,4.9,49.08,Germany,Desktop,35-44,Male,83.75,0.1,57.07,Email,0.46,0.74,0.82,0.0004
2025-11-02,Summer Promo,Email,Purchase Completed,1,256.47,992,147,36,0.1482,0.57,48.04,USA,Mobile,35-44,Other,26.91,0.15,32.98,Email,0.89,0.92,0.93,0.0009
2025-09-21,Black Friday,Paid Ads,Visited Website,0,0.0,4464,483,136,0.1082,3.13,42.2,UK,Tablet,55+,Male,35.31,0.6,81.0,Direct,0.93,0.99,1.0,0.0002
2025-06-05,Spring Sale,Email,Signed Up,0,0.0,140,20,7,0.1429,4.1,47.84,Australia,Desktop,35-44,Other,43.71,0.56,98.19,Social,0.55,0.67,0.73,0.0052
2025-04-01,Black Friday,Referral,Added to Cart,0,0.0,338,14,2,0.0414,2.26,48.38,Australia,Desktop,25-34,Other,85.4,0.55,29.58,Social,0.18,0.82,0.87,0.0026
2025-07-29,Black Friday,Social Media,Purchase Completed,1,306.59,1090,93,20,0.0853,1.68,32.61,Australia,Desktop,25-34,Female,265.24,0.19,66.49,Email,0.57,0.65,0.79,0.0007
2025-08-14,Spring Sale,Social Media,Signed Up,0,0.0,1744,167,74,0.0958,2.08,44.98,UK,Desktop,25-34,Male,86.94,0.37,54.39,Social,0.5,0.98,0.98,0.0006
2025-11-15,Spring Sale,Social Media,Added to Cart,0,0.0,1988,130,43,0.0654,4.32,29.95,Australia,Desktop,35-44,Female,190.62,0.27,36.74,Organic,0.79,0.94,0.97,0.0005
2025-02-13,Summer Promo,Email,Signed Up,0,0.0,2036,385,79,0.1891,1.45,23.7,India,Mobile,18-24,Female,282.27,0.48,62.82,Email,0.97,0.98,0.98,0.0005
2024-12-06,Summer Promo,Paid Ads,Signed Up,0,0.0,3811,487,62,0.1278,2.26,45.78,India,Tablet,25-34,Other,262.5,0.12,39.61,Social,0.18,0.19,0.28,0.0001
2025-01-26,Summer Promo,Email,Added to Cart,0,0.0,1774,339,96,0.1911,0.56,37.68,Germany,Desktop,18-24,Male,134.04,0.37,28.43,Direct,0.18,0.81,0.9,0.0005
2025-08-23,Spring Sale,Email,Signed Up,0,0.0,2212,220,81,0.0995,4.04,26.95,India,Desktop,55+,Female,197.04,0.21,63.01,Organic,0.91,0.94,0.95,0.0004
2025-07-13,Spring Sale,Social Media,Signed Up,0,0.0,608,103,47,0.1694,2.33,14.75,USA,Desktop,25-34,Male,50.33,0.1,68.98,Paid,0.87,0.97,0.99,0.0016
2025-03-13,Spring Sale,Email,Signed Up,0,0.0,4892,523,151,0.1069,1.28,11.64,USA,Desktop,45-54,Other,88.25,0.46,8.75,Paid,0.39,0.57,0.83,0.0002
2025-02-04,Spring Sale,Social Media,Added to Cart,0,0.0,1097,206,80,0.1878,1.46,46.38,USA,Desktop,18-24,Other,106.04,0.46,62.7,Social,0.84,0.97,0.98,0.0009
2024-12-26,Winter Campaign,Paid Ads,Visited Website,0,0.0,1716,336,145,0.1958,1.2,11.23,USA,Mobile,35-44,Male,229.15,0.22,29.05,Email,0.01,0.78,0.98,0.0006
2025-02-10,Black Friday,Referral,Visited Website,0,0.0,1078,191,23,0.1772,0.23,8.87,Germany,Desktop,45-54,Other,83.36,0.29,97.96,Email,0.16,0.18,0.68,0.0006
2025-06-24,Spring Sale,Social Media,Visited Website,0,0.0,2103,333,36,0.1583,1.32,23.28,Australia,Desktop,35-44,Other,280.99,0.6,56.0,Paid,0.8,0.89,0.94,0.0004
2025-01-22,Spring Sale,Email,Added to Cart,0,0.0,1144,48,17,0.042,2.62,44.97,UK,Mobile,55+,Female,21.89,0.24,96.19,Social,0.76,0.88,0.93,0.0008
2025-02-14,Summer Promo,Email,Signed Up,0,0.0,1377,143,26,0.1038,4.5,17.16,Germany,Mobile,45-54,Male,109.06,0.33,25.41,Email,0.54,0.89,0.99,0.0007
2025-08-25,Summer Promo,Social Media,Signed Up,0,0.0,291,11,2,0.0378,2.08,29.73,India,Mobile,25-34,Female,95.79,0.58,6.18,Direct,0.37,0.65,0.91,0.0031
2025-11-07,Winter Campaign,Social Media,Added to Cart,0,0.0,1703,339,118,0.1991,3.9,43.62,Australia,Desktop,55+,Male,50.57,0.57,56.34,Organic,0.68,0.88,0.9,0.0005
2025-06-18,Summer Promo,Social Media,Visited Website,0,0.0,3600,636,199,0.1767,1.61,25.13,USA,Desktop,45-54,Other,77.42,0.32,45.85,Email,0.69,0.7,0.93,0.0003
2025-08-08,Black Friday,Social Media,Visited Website,0,0.0,4256,175,48,0.0411,4.31,29.14,Germany,Desktop,35-44,Female,253.49,0.45,27.7,Social,0.19,0.25,0.63,0.0001
2025-10-09,Winter Campaign,Social Media,Added to Cart,0,0.0,4362,849,422,0.1946,2.59,21.38,UK,Mobile,35-44,Male,234.1,0.62,1.67,Paid,0.32,0.55,0.89,0.0002
2025-03-10,Black Friday,Social Media,Signed Up,0,0.0,1049,205,45,0.1954,1.67,21.51,Australia,Mobile,35-44,Other,46.33,0.45,91.78,Social,0.59,0.82,0.88,0.0008
2025-02-03,Spring Sale,Paid Ads,Signed Up,0,0.0,1966,246,47,0.1251,2.68,43.03,USA,Desktop,55+,Other,37.07,0.68,33.09,Email,0.43,0.59,0.8,0.0004
2025-03-31,Spring Sale,Social Media,Visited Website,0,0.0,3331,216,23,0.0648,1.36,17.15,UK,Mobile,55+,Other,59.62,0.67,70.84,Email,0.24,0.9,0.96,0.0003
2025-08-26,Summer Promo,Social Media,Visited Website,0,0.0,2284,295,135,0.1292,2.0,6.75,Australia,Desktop,18-24,Female,52.03,0.24,91.93,Paid,0.62,0.93,0.99,0.0004
2025-02-10,Winter Campaign,Paid Ads,Added to Cart,0,0.0,121,7,3,0.0579,4.83,32.79,India,Mobile,25-34,Female,41.03,0.68,68.3,Direct,0.05,0.1,0.95,0.0079
2024-12-05,Spring Sale,Email,Visited Website,0,0.0,4178,348,123,0.0833,1.07,13.71,UK,Desktop,55+,Female,169.78,0.13,77.13,Organic,0.2,0.69,0.97,0.0002
2025-03-19,Black Friday,Paid Ads,Visited Website,0,0.0,2905,176,69,0.0606,1.93,9.1,USA,Mobile,18-24,Male,298.27,0.57,44.23,Email,0.18,0.28,0.8,0.0003
2025-04-24,Summer Promo,Social Media,Purchase Completed,1,348.22,2189,303,109,0.1384,1.67,7.55,India,Desktop,18-24,Other,192.04,0.17,67.29,Social,0.63,0.92,0.98,0.0004
2025-03-27,Summer Promo,Referral,Visited Website,0,0.0,2780,439,186,0.1579,4.65,22.61,USA,Mobile,45-54,Female,72.1,0.31,2.38,Organic,0.27,0.84,0.97,0.0003
2025-04-01,Winter Campaign,Social Media,Signed Up,0,0.0,2454,326,58,0.1328,4.55,33.48,USA,Tablet,55+,Female,269.88,0.5,64.72,Email,0.23,0.92,0.93,0.0004
2025-09-03,Black Friday,Social Media,Signed Up,0,0.0,4961,643,268,0.1296,2.07,48.14,Australia,Tablet,45-54,Female,70.19,0.37,86.82,Paid,0.75,0.89,0.96,0.0002
2025-03-09,Spring Sale,Paid Ads,Visited Website,0,0.0,770,71,35,0.0922,3.61,38.24,India,Mobile,35-44,Other,112.09,0.7,8.36,Direct,0.91,0.99,0.99,0.0013
2025-05-24,Winter Campaign,Referral,Signed Up,0,0.0,4754,148,58,0.0311,2.44,39.89,Australia,Tablet,35-44,Male,28.48,0.67,59.16,Paid,0.15,0.45,0.76,0.0002
2025-06-22,Black Friday,Social Media,Signed Up,0,0.0,4680,215,44,0.0459,4.07,11.08,Germany,Mobile,18-24,Female,133.49,0.53,73.16,Email,0.16,0.17,0.63,0.0001
2025-11-05,Black Friday,Email,Visited Website,0,0.0,4938,389,45,0.0788,1.41,43.29,USA,Tablet,55+,Female,121.95,0.1,42.73,Organic,0.87,0.94,1.0,0.0002
2025-07-09,Summer Promo,Email,Purchase Completed,1,472.0,347,30,4,0.0865,2.73,44.53,India,Tablet,55+,Other,75.15,0.46,25.18,Organic,0.18,0.45,0.91,0.0026
2025-07-18,Summer Promo,Referral,Added to Cart,0,0.0,3194,608,270,0.1904,3.3,14.84,Germany,Desktop,35-44,Male,86.99,0.56,67.15,Paid,0.69,0.83,0.93,0.0003
2025-05-05,Black Friday,Email,Added to Cart,0,0.0,3318,531,109,0.16,1.27,34.91,India,Tablet,25-34,Female,278.51,0.11,9.05,Social,0.52,0.85,0.96,0.0003
2025-09-18,Summer Promo,Referral,Signed Up,0,0.0,4155,94,41,0.0226,3.8,47.47,Germany,Desktop,35-44,Male,163.54,0.55,25.34,Direct,0.98,0.99,1.0,0.0002
2025-04-08,Winter Campaign,Email,Visited Website,0,0.0,596,72,27,0.1208,4.49,40.72,UK,Desktop,35-44,Other,131.39,0.52,22.8,Social,0.93,0.99,0.99,0.0017
2025-09-07,Spring Sale,Social Media,Purchase Completed,1,233.12,837,37,9,0.0442,2.96,19.7,USA,Mobile,35-44,Male,264.53,0.63,87.98,Paid,0.31,0.39,0.98,0.0012
2025-04-11,Spring Sale,Referral,Signed Up,0,0.0,1583,152,67,0.096,3.7,49.61,USA,Tablet,45-54,Other,148.59,0.48,52.71,Organic,0.24,0.62,0.85,0.0005
2024-12-27,Spring Sale,Referral,Purchase Completed,1,222.2,2535,351,93,0.1385,0.74,7.62,India,Desktop,55+,Female,135.16,0.59,46.26,Social,0.75,0.82,0.88,0.0003
2025-03-13,Black Friday,Referral,Added to Cart,0,0.0,4279,250,58,0.0584,3.97,27.73,Australia,Tablet,18-24,Male,215.42,0.53,99.14,Social,0.73,0.87,0.92,0.0002
2025-07-04,Spring Sale,Paid Ads,Visited Website,0,0.0,2635,251,53,0.0953,0.44,22.36,UK,Tablet,45-54,Male,117.81,0.3,61.23,Email,0.89,0.96,0.96,0.0004
2025-09-18,Winter Campaign,Email,Visited Website,0,0.0,916,181,76,0.1976,2.95,20.35,Australia,Mobile,25-34,Other,64.71,0.54,27.24,Organic,0.18,0.78,0.82,0.0009
2025-06-16,Spring Sale,Social Media,Visited Website,0,0.0,1330,50,23,0.0376,2.25,8.92,UK,Desktop,25-34,Male,199.4,0.34,62.69,Paid,0.43,0.6,0.95,0.0007
2025-10-18,Winter Campaign,Social Media,Visited Website,0,0.0,1151,152,57,0.1321,0.95,31.96,UK,Mobile,45-54,Female,42.42,0.16,51.45,Direct,0.6,0.64,0.92,0.0008
2025-01-10,Black Friday,Social Media,Signed Up,0,0.0,4333,367,120,0.0847,1.17,31.25,Australia,Mobile,55+,Male,220.02,0.4,16.51,Organic,0.99,1.0,1.0,0.0002
2025-05-26,Summer Promo,Social Media,Visited Website,0,0.0,4804,364,49,0.0758,2.98,19.28,USA,Desktop,55+,Female,37.04,0.44,35.1,Email,0.52,0.62,0.89,0.0002
2025-06-01,Spring Sale,Paid Ads,Signed Up,0,0.0,3370,656,185,0.1947,4.97,44.08,UK,Desktop,18-24,Other,28.13,0.15,67.45,Organic,0.87,0.98,1.0,0.0003
2025-04-01,Winter Campaign,Email,Visited Website,0,0.0,1489,103,31,0.0692,1.49,28.75,Germany,Tablet,25-34,Male,190.03,0.22,17.28,Organic,0.3,0.5,0.57,0.0004
2025-11-14,Black Friday,Email,Signed Up,0,0.0,4669,464,98,0.0994,1.78,21.63,Australia,Tablet,45-54,Female,271.34,0.23,10.49,Direct,1.0,1.0,1.0,0.0002
2024-11-21,Black Friday,Social Media,Signed Up,0,0.0,1531,280,116,0.1829,3.62,39.38,Australia,Desktop,18-24,Female,245.84,0.42,81.94,Direct,0.5,0.8,1.0,0.0007
2025-10-27,Black Friday,Social Media,Purchase Completed,1,222.79,2098,329,155,0.1568,3.88,26.82,India,Mobile,25-34,Male,196.2,0.18,97.14,Email,0.54,0.63,0.75,0.0004
2025-09-28,Spring Sale,Referral,Added to Cart,0,0.0,4398,375,173,0.0853,0.88,46.37,Australia,Tablet,25-34,Other,218.46,0.65,87.83,Email,0.18,0.3,0.45,0.0001
2025-06-24,Spring Sale,Social Media,Signed Up,0,0.0,1391,150,56,0.1078,1.41,23.18,UK,Desktop,25-34,Male,185.09,0.55,19.04,Paid,0.92,0.92,0.97,0.0007
2025-08-29,Summer Promo,Paid Ads,Signed Up,0,0.0,3951,680,89,0.1721,2.33,36.0,Germany,Tablet,45-54,Male,137.47,0.12,22.05,Organic,0.17,0.8,0.89,0.0002
2025-04-19,Black Friday,Referral,Added to Cart,0,0.0,4364,670,104,0.1535,2.27,44.93,UK,Desktop,45-54,Female,202.53,0.62,47.36,Organic,0.68,0.97,1.0,0.0002
2025-10-10,Black Friday,Email,Added to Cart,0,0.0,1454,53,18,0.0365,0.66,47.42,USA,Mobile,25-34,Other,161.11,0.45,48.45,Social,0.58,0.84,0.97,0.0007
2024-11-21,Spring Sale,Social Media,Added to Cart,0,0.0,251,48,15,0.1912,4.38,35.72,India,Tablet,45-54,Female,280.68,0.25,25.64,Organic,0.37,0.45,0.66,0.0026
2025-01-05,Winter Campaign,Paid Ads,Signed Up,0,0.0,412,64,20,0.1553,2.93,15.82,USA,Tablet,35-44,Other,24.2,0.13,47.78,Social,0.21,0.32,0.44,0.0011
2025-07-17,Summer Promo,Referral,Signed Up,0,0.0,449,47,15,0.1047,3.76,47.21,UK,Desktop,18-24,Male,105.53,0.56,60.33,Organic,0.05,0.31,0.56,0.0012
2025-10-31,Spring Sale,Email,Signed Up,0,0.0,2390,181,75,0.0757,4.99,9.6,Germany,Tablet,18-24,Female,52.08,0.52,26.77,Organic,0.25,0.59,0.88,0.0004
2025-11-16,Spring Sale,Social Media,Visited Website,0,0.0,2286,258,64,0.1129,4.59,25.49,UK,Desktop,45-54,Female,58.5,0.6,25.34,Organic,0.86,0.93,0.99,0.0004
2025-11-11,Summer Promo,Paid Ads,Visited Website,0,0.0,2454,274,103,0.1117,2.21,18.16,Germany,Desktop,55+,Other,241.87,0.49,66.51,Social,0.45,0.64,0.72,0.0003
2025-10-22,Summer Promo,Email,Signed Up,0,0.0,4639,317,55,0.0683,0.53,25.44,UK,Desktop,45-54,Male,154.48,0.31,26.5,Organic,0.81,0.81,0.97,0.0002
2025-03-14,Spring Sale,Paid Ads,Visited Website,0,0.0,3234,89,11,0.0275,3.0,30.26,UK,Desktop,45-54,Other,33.82,0.64,73.01,Organic,0.86,0.97,1.0,0.0003
2025-04-29,Spring Sale,Paid Ads,Signed Up,0,0.0,1487,221,88,0.1486,4.37,11.05,Germany,Mobile,45-54,Other,264.84,0.45,65.46,Direct,0.75,0.86,0.92,0.0006
2025-09-24,Summer Promo,Email,Signed Up,0,0.0,286,27,6,0.0944,0.44,15.98,USA,Desktop,25-34,Other,150.77,0.3,16.24,Social,0.69,0.88,0.96,0.0034
2025-06-02,Winter Campaign,Social Media,Added to Cart,0,0.0,3681,592,103,0.1608,4.06,16.53,India,Tablet,35-44,Female,53.34,0.45,41.44,Social,0.01,0.63,0.99,0.0003
2024-12-27,Black Friday,Email,Added to Cart,0,0.0,4001,214,62,0.0535,2.05,35.31,USA,Tablet,25-34,Female,294.04,0.19,12.19,Direct,0.15,0.18,0.41,0.0001
2025-06-09,Spring Sale,Paid Ads,Added to Cart,0,0.0,1790,154,40,0.086,1.33,31.66,India,Desktop,25-34,Male,193.46,0.33,6.99,Social,0.62,0.81,0.91,0.0005
2025-07-08,Winter Campaign,Paid Ads,Signed Up,0,0.0,604,112,16,0.1854,3.88,43.69,Australia,Desktop,18-24,Male,88.73,0.47,70.63,Email,0.82,0.86,0.89,0.0015
2024-12-30,Spring Sale,Paid Ads,Added to Cart,0,0.0,2650,493,148,0.186,3.68,27.3,India,Mobile,18-24,Female,286.81,0.48,4.73,Organic,0.22,0.61,0.92,0.0003
2025-06-16,Black Friday,Email,Signed Up,0,0.0,2659,207,80,0.0778,2.25,19.64,Germany,Mobile,25-34,Male,78.11,0.41,66.59,Direct,0.02,0.45,0.62,0.0002
2025-05-04,Spring Sale,Social Media,Added to Cart,0,0.0,666,127,46,0.1907,0.41,13.21,Australia,Tablet,55+,Other,52.37,0.55,34.03,Email,0.1,0.22,0.86,0.0013
2024-11-26,Black Friday,Paid Ads,Added to Cart,0,0.0,4277,114,54,0.0267,1.4,37.62,Germany,Tablet,18-24,Female,28.61,0.28,33.28,Email,0.54,0.94,0.96,0.0002
2025-04-27,Black Friday,Referral,Visited Website,0,0.0,451,41,12,0.0909,0.53,5.31,UK,Tablet,35-44,Male,29.23,0.6,22.3,Direct,0.36,0.66,0.8,0.0018
2025-06-26,Summer Promo,Paid Ads,Signed Up,0,0.0,433,23,5,0.0531,3.29,42.87,USA,Mobile,45-54,Male,48.15,0.48,44.23,Social,0.37,0.49,0.86,0.002
2025-06-23,Black Friday,Email,Added to Cart,0,0.0,3145,195,32,0.062,2.62,19.24,India,Mobile,55+,Male,22.28,0.13,20.51,Paid,0.38,0.72,0.72,0.0002
2024-11-21,Spring Sale,Social Media,Signed Up,0,0.0,1285,193,67,0.1502,2.35,48.6,India,Desktop,55+,Male,221.83,0.58,72.37,Organic,0.36,0.85,0.95,0.0007
2025-08-23,Spring Sale,Social Media,Visited Website,0,0.0,3739,666,182,0.1781,3.81,9.21,Australia,Tablet,55+,Female,142.4,0.59,69.8,Paid,0.05,0.99,0.99,0.0003
2025-08-27,Black Friday,Email,Signed Up,0,0.0,2688,343,111,0.1276,1.34,10.28,UK,Mobile,35-44,Female,156.76,0.56,67.89,Paid,0.92,0.95,0.96,0.0004
2025-03-10,Summer Promo,Paid Ads,Added to Cart,0,0.0,264,23,10,0.0871,2.98,23.42,India,Mobile,45-54,Male,240.93,0.1,33.49,Email,0.33,0.86,0.94,0.0036
2025-03-13,Spring Sale,Social Media,Purchase Completed,1,403.77,3533,192,73,0.0543,0.82,43.62,Germany,Tablet,25-34,Female,211.95,0.28,50.13,Email,0.73,0.82,0.89,0.0003
2024-12-22,Spring Sale,Social Media,Signed Up,0,0.0,3691,271,131,0.0734,1.71,9.57,Germany,Desktop,25-34,Female,33.64,0.26,45.46,Email,0.62,0.87,0.96,0.0003
2024-11-25,Winter Campaign,Email,Visited Website,0,0.0,420,26,6,0.0619,3.73,28.53,India,Desktop,35-44,Other,117.79,0.1,46.57,Email,0.79,0.8,0.96,0.0023
2025-11-05,Spring Sale,Referral,Signed Up,0,0.0,660,129,52,0.1955,3.95,37.61,Australia,Tablet,18-24,Other,295.95,0.13,3.88,Paid,0.05,0.06,0.91,0.0014
2025-04-14,Black Friday,Paid Ads,Signed Up,0,0.0,1202,81,32,0.0674,4.53,24.66,Germany,Desktop,45-54,Male,140.28,0.69,40.13,Email,0.91,0.99,0.99,0.0008
2025-07-03,Summer Promo,Paid Ads,Visited Website,0,0.0,3230,235,55,0.0728,0.92,12.94,USA,Tablet,55+,Female,217.67,0.64,6.34,Organic,0.07,0.72,0.92,0.0003
2025-07-03,Spring Sale,Email,Visited Website,0,0.0,1557,254,93,0.1631,4.26,43.67,Australia,Desktop,35-44,Other,152.33,0.13,7.91,Paid,0.91,0.94,0.96,0.0006
2025-05-13,Spring Sale,Email,Purchase Completed,1,207.28,4659,362,112,0.0777,2.26,8.99,India,Tablet,35-44,Other,283.66,0.16,86.77,Direct,0.29,0.55,0.84,0.0002
2025-03-19,Summer Promo,Email,Visited Website,0,0.0,2904,476,144,0.1639,1.99,33.79,USA,Tablet,25-34,Female,238.81,0.42,7.41,Email,0.15,0.89,0.91,0.0003
2024-12-07,Spring Sale,Email,Signed Up,0,0.0,321,48,4,0.1495,0.86,28.26,Australia,Tablet,35-44,Other,125.72,0.2,84.69,Social,0.54,0.85,0.92,0.0029
2025-02-25,Winter Campaign,Social Media,Purchase Completed,1,420.34,3378,143,66,0.0423,0.61,14.14,USA,Desktop,45-54,Male,260.16,0.25,55.7,Direct,0.93,0.99,0.99,0.0003
2025-10-03,Winter Campaign,Social Media,Visited Website,0,0.0,3629,595,75,0.164,2.43,48.37,Australia,Desktop,18-24,Other,64.06,0.56,23.66,Social,0.21,0.55,0.69,0.0002
2025-02-07,Black Friday,Email,Added to Cart,0,0.0,1386,81,31,0.0584,0.32,46.12,India,Mobile,45-54,Male,53.92,0.61,34.27,Direct,0.31,0.44,0.71,0.0005
2025-11-09,Winter Campaign,Email,Visited Website,0,0.0,3249,306,77,0.0942,1.18,37.03,India,Mobile,45-54,Female,21.33,0.27,25.5,Direct,0.47,0.9,0.98,0.0003
2025-04-17,Winter Campaign,Referral,Signed Up,0,0.0,2430,478,156,0.1967,0.69,38.01,Germany,Mobile,18-24,Female,38.96,0.58,41.1,Social,0.9,0.93,0.94,0.0004
2025-07-03,Winter Campaign,Email,Added to Cart,0,0.0,1841,130,45,0.0706,3.32,11.74,Australia,Tablet,45-54,Male,43.75,0.25,70.05,Direct,0.56,0.95,0.98,0.0005
2024-12-21,Summer Promo,Social Media,Visited Website,0,0.0,3480,412,45,0.1184,1.64,38.25,Australia,Tablet,45-54,Male,128.95,0.28,16.07,Direct,0.4,0.47,0.48,0.0001
2025-04-11,Summer Promo,Social Media,Signed Up,0,0.0,1916,136,44,0.071,4.55,29.18,Australia,Desktop,25-34,Male,20.43,0.64,27.64,Social,0.78,0.79,0.93,0.0005
2025-02-14,Winter Campaign,Email,Visited Website,0,0.0,1945,208,68,0.1069,2.57,38.62,UK,Mobile,35-44,Other,93.45,0.48,23.79,Organic,0.48,0.77,0.96,0.0005
2025-06-24,Summer Promo,Referral,Signed Up,0,0.0,3279,174,24,0.0531,2.0,41.38,UK,Tablet,18-24,Other,23.06,0.3,90.25,Social,0.45,0.68,0.79,0.0002
2025-01-20,Summer Promo,Paid Ads,Visited Website,0,0.0,4181,692,307,0.1655,1.19,34.52,USA,Tablet,25-34,Male,42.57,0.38,59.4,Social,0.79,0.83,0.99,0.0002
