Campaign,Channel,Date,Impressions,Clicks,Leads,Conversions,Spend,CTR,CPC,CPL,CPA,ConversionRate,LeadRate,Revenue,ROAS,Country,Device,AgeGroup,Gender,AdSet,Creative,UTM_Source,UTM_Medium
Freedom Sale,Google Ads,2025-08-05,63571,5835,2515,962,23116.54,9.18,3.96,9.19,24.03,38.25,43.1,3943056.46,170.57,India,Desktop,18-24,Male,Website Visitors,Reel Format,youtube,display
New Year Promo,Instagram,2025-07-28,177553,12320,783,37,34653.54,6.94,2.81,44.26,936.58,4.73,6.36,154915.48,4.47,Singapore,Desktop,35-44,Female,Website Visitors,Video Creative B,facebook,display
Back to School,LinkedIn,2025-09-03,34348,2554,1029,58,5890.2,7.44,2.31,5.72,101.56,5.64,40.29,145343.45,24.68,India,Tablet,18-24,Male,App Users,Video Creative A,linkedin,display
New Year Promo,LinkedIn,2025-09-09,10979,212,22,4,22627.24,1.93,106.73,1028.51,5656.81,18.18,10.38,4660.02,0.21,UK,Desktop,18-24,Other,Website Visitors,Carousel Ad,youtube,cpc
Summer Fest,LinkedIn,2025-07-31,64029,3788,1822,849,28338.55,5.92,7.48,15.55,33.38,46.6,48.1,2087198.04,73.65,Singapore,Mobile,25-34,Female,High Intent Segment,Video Creative B,facebook,organic
Summer Fest,Google Ads,2025-11-04,82108,1250,351,187,10580.73,1.52,8.46,30.14,56.58,53.28,28.08,318977.38,30.15,UK,Mobile,18-24,Male,Website Visitors,Static Image 1,google,paid_social
Back to School,Google Ads,2025-10-21,154820,10244,4517,892,27038.3,6.62,2.64,5.99,30.31,19.75,44.09,2668533.82,98.69,UAE,Tablet,45-54,Other,Cold Lookalike,Static Image 2,facebook,paid_social
New Year Promo,Google Ads,2025-09-14,21916,1979,400,194,2433.75,9.03,1.23,6.08,12.55,48.5,20.21,301489.27,123.88,UAE,Mobile,25-34,Female,High Intent Segment,Reel Format,instagram,cpc
Back to School,Facebook,2025-08-23,50248,2634,1036,602,29307.52,5.24,11.13,28.29,48.68,58.11,39.33,398369.86,13.59,UK,Tablet,25-34,Female,Cold Lookalike,Static Image 1,google,paid_social
Big Weekend Push,YouTube,2025-10-15,79200,6998,1101,53,31383.43,8.84,4.48,28.5,592.14,4.81,15.73,63902.3,2.04,UK,Tablet,55+,Female,App Users,Video Creative A,youtube,paid_social
Big Weekend Push,Facebook,2025-11-11,182925,1029,285,73,8413.17,0.56,8.18,29.52,115.25,25.61,27.7,203906.67,24.24,India,Desktop,25-34,Female,Retargeting,Reel Format,youtube,cpc
Diwali Blast Sale,Instagram,2025-09-09,186480,10679,1923,686,11897.41,5.73,1.11,6.19,17.34,35.67,18.01,2649927.85,222.73,UAE,Mobile,35-44,Male,Cold Lookalike,Static Image 2,youtube,organic
Freedom Sale,Instagram,2025-08-12,101656,4066,1838,287,12965.94,4.0,3.19,7.05,45.18,15.61,45.2,519346.21,40.05,India,Tablet,35-44,Female,Retargeting,Reel Format,youtube,paid_social
Back to School,Facebook,2025-08-06,43031,3269,1032,496,30886.48,7.6,9.45,29.93,62.27,48.06,31.57,596107.58,19.3,USA,Mobile,25-34,Other,Cold Lookalike,Static Image 1,facebook,paid_social
Summer Fest,YouTube,2025-08-21,38701,931,411,25,20391.54,2.41,21.9,49.61,815.66,6.08,44.15,124398.52,6.1,UAE,Tablet,18-24,Other,Cold Lookalike,Static Image 1,linkedin,cpc
Back to School,Google Ads,2025-07-19,155933,13825,2365,1232,17540.71,8.87,1.27,7.42,14.24,52.09,17.11,830412.6,47.34,UAE,Tablet,25-34,Female,App Users,Reel Format,google,organic
Big Weekend Push,YouTube,2025-07-29,93641,8207,1074,525,28254.05,8.76,3.44,26.31,53.82,48.88,13.09,381396.11,13.5,UAE,Desktop,55+,Female,App Users,Video Creative A,instagram,paid_social
Diwali Blast Sale,YouTube,2025-10-05,80317,5123,130,41,11326.63,6.38,2.21,87.13,276.26,31.54,2.54,194379.17,17.16,USA,Tablet,35-44,Female,App Users,Video Creative A,instagram,cpc
Freedom Sale,Facebook,2025-09-10,37090,935,336,63,2929.21,2.52,3.13,8.72,46.5,18.75,35.94,231722.32,79.11,UAE,Tablet,25-34,Other,Cold Lookalike,Static Image 1,google,paid_social
New Year Promo,LinkedIn,2025-08-15,106611,6486,2146,531,3677.59,6.08,0.57,1.71,6.93,24.74,33.09,2432079.89,661.32,UAE,Desktop,35-44,Male,Warm Audience,Video Creative A,instagram,cpc
Freedom Sale,LinkedIn,2025-09-17,133274,5100,1909,960,1055.59,3.83,0.21,0.55,1.1,50.29,37.43,2146941.09,2033.88,UAE,Mobile,25-34,Other,Website Visitors,Video Creative A,linkedin,cpc
Big Weekend Push,LinkedIn,2025-08-16,21018,1705,176,42,11317.62,8.11,6.64,64.3,269.47,23.86,10.32,144225.21,12.74,USA,Mobile,18-24,Other,Website Visitors,Video Creative A,linkedin,cpc
Diwali Blast Sale,LinkedIn,2025-10-05,9421,725,153,5,32655.92,7.7,45.04,213.44,6531.18,3.27,21.1,4240.17,0.13,India,Desktop,25-34,Female,Website Visitors,Static Image 1,facebook,paid_social
Big Weekend Push,Facebook,2025-09-05,5608,275,84,2,9155.2,4.9,33.29,108.99,4577.6,2.38,30.55,1801.07,0.2,India,Desktop,55+,Female,App Users,Static Image 2,facebook,display
Back to School,Facebook,2025-09-02,103867,11886,5470,963,25585.33,11.44,2.15,4.68,26.57,17.61,46.02,1437695.47,56.19,UAE,Desktop,35-44,Male,Warm Audience,Carousel Ad,linkedin,display
Diwali Blast Sale,YouTube,2025-08-27,108453,2169,255,12,12253.51,2.0,5.65,48.05,1021.13,4.71,11.76,45713.31,3.73,India,Desktop,25-34,Other,App Users,Carousel Ad,linkedin,organic
Freedom Sale,Instagram,2025-10-29,131331,15271,7397,3914,13408.4,11.63,0.88,1.81,3.43,52.91,48.44,14970342.07,1116.49,Singapore,Tablet,45-54,Female,App Users,Static Image 1,facebook,organic
Freedom Sale,Instagram,2025-10-05,87370,6653,3136,683,13003.86,7.61,1.95,4.15,19.04,21.78,47.14,854452.58,65.71,India,Desktop,35-44,Other,Website Visitors,Reel Format,youtube,organic
New Year Promo,Instagram,2025-11-14,9983,183,20,5,5850.67,1.83,31.97,292.53,1170.13,25.0,10.93,4763.91,0.81,Singapore,Tablet,35-44,Male,High Intent Segment,Video Creative A,linkedin,cpc
Diwali Blast Sale,Instagram,2025-08-29,73443,7728,1341,190,6027.22,10.52,0.78,4.49,31.72,14.17,17.35,280795.39,46.59,Singapore,Desktop,18-24,Male,Warm Audience,Static Image 1,linkedin,organic
Summer Fest,Google Ads,2025-11-11,84089,6948,2477,543,2363.13,8.26,0.34,0.95,4.35,21.92,35.65,2069718.31,875.84,India,Desktop,25-34,Other,Retargeting,Video Creative B,google,display
Big Weekend Push,Instagram,2025-09-26,14326,1394,375,107,29439.74,9.73,21.12,78.51,275.14,28.53,26.9,284000.0,9.65,Singapore,Desktop,35-44,Male,Warm Audience,Carousel Ad,google,paid_social
Diwali Blast Sale,YouTube,2025-09-23,78477,1820,409,67,21100.5,2.32,11.59,51.59,314.93,16.38,22.47,278476.4,13.2,Singapore,Mobile,25-34,Female,Warm Audience,Carousel Ad,instagram,organic
Big Weekend Push,Facebook,2025-07-21,66866,4547,1424,323,14009.68,6.8,3.08,9.84,43.37,22.68,31.32,744731.77,53.16,Singapore,Desktop,35-44,Other,Warm Audience,Video Creative B,linkedin,paid_social
Back to School,Google Ads,2025-09-12,19400,631,148,42,13483.43,3.25,21.37,91.1,321.03,28.38,23.45,74797.17,5.55,India,Desktop,55+,Male,Website Visitors,Static Image 1,google,paid_social
New Year Promo,LinkedIn,2025-08-25,181003,6334,1215,229,31516.75,3.5,4.98,25.94,137.63,18.85,19.18,573077.07,18.18,India,Mobile,25-34,Male,App Users,Video Creative A,facebook,organic
Freedom Sale,YouTube,2025-11-03,97375,824,135,52,14817.02,0.85,17.98,109.76,284.94,38.52,16.38,66691.0,4.5,UAE,Tablet,25-34,Female,Retargeting,Video Creative A,linkedin,display
Freedom Sale,Instagram,2025-08-25,16693,71,33,2,22219.85,0.43,312.96,673.33,11109.92,6.06,46.48,9680.37,0.44,India,Tablet,35-44,Other,Retargeting,Static Image 1,google,cpc
Back to School,Facebook,2025-09-10,87255,2939,48,26,25504.01,3.37,8.68,531.33,980.92,54.17,1.63,92849.01,3.64,UAE,Tablet,25-34,Male,Warm Audience,Video Creative B,facebook,display
Diwali Blast Sale,LinkedIn,2025-11-06,190717,14569,5451,2956,14534.34,7.64,1.0,2.67,4.92,54.23,37.42,13064750.0,898.89,USA,Desktop,55+,Other,App Users,Static Image 1,google,paid_social
Freedom Sale,Instagram,2025-08-21,184870,10426,475,100,4725.61,5.64,0.45,9.95,47.26,21.05,4.56,332225.96,70.3,UK,Tablet,45-54,Male,Retargeting,Static Image 1,instagram,paid_social
Diwali Blast Sale,Google Ads,2025-09-01,75283,3178,717,249,14996.33,4.22,4.72,20.92,60.23,34.73,22.56,1116692.06,74.46,UAE,Desktop,18-24,Other,Website Visitors,Carousel Ad,youtube,paid_social
Summer Fest,Facebook,2025-09-10,151685,14736,2247,118,33430.34,9.71,2.27,14.88,283.31,5.25,15.25,549226.74,16.43,UAE,Mobile,55+,Other,Website Visitors,Carousel Ad,instagram,paid_social
New Year Promo,YouTube,2025-09-23,96608,5543,1486,649,13640.33,5.74,2.46,9.18,21.02,43.67,26.81,2781734.25,203.93,UAE,Desktop,25-34,Male,Retargeting,Static Image 1,youtube,organic
Freedom Sale,LinkedIn,2025-11-11,100837,160,31,10,16695.12,0.16,104.34,538.55,1669.51,32.26,19.38,37514.78,2.25,UAE,Desktop,35-44,Male,High Intent Segment,Video Creative A,google,organic
Freedom Sale,Google Ads,2025-07-29,126887,5336,292,63,30382.05,4.21,5.69,104.05,482.25,21.58,5.47,87150.01,2.87,Singapore,Mobile,55+,Male,Cold Lookalike,Video Creative B,instagram,organic
Back to School,Instagram,2025-07-28,190037,1150,222,2,20282.28,0.61,17.64,91.36,10141.14,0.9,19.3,8244.92,0.41,UAE,Tablet,35-44,Female,High Intent Segment,Video Creative B,youtube,cpc
Back to School,Instagram,2025-07-24,64536,7508,268,108,26223.38,11.63,3.49,97.85,242.81,40.3,3.57,147327.34,5.62,UAE,Tablet,35-44,Male,Warm Audience,Static Image 2,youtube,display
Diwali Blast Sale,YouTube,2025-10-15,51486,1155,470,272,13577.64,2.24,11.76,28.89,49.92,57.87,40.69,561957.7,41.39,Singapore,Desktop,45-54,Other,High Intent Segment,Video Creative A,google,paid_social
Big Weekend Push,LinkedIn,2025-10-20,121329,11449,1445,520,31041.28,9.44,2.71,21.48,59.69,35.99,12.62,281812.5,9.08,Singapore,Tablet,35-44,Female,Website Visitors,Static Image 1,youtube,paid_social
Summer Fest,YouTube,2025-07-31,58144,5806,1036,266,26573.21,9.99,4.58,25.65,99.9,25.68,17.84,631670.29,23.77,UK,Tablet,35-44,Other,Website Visitors,Video Creative A,instagram,cpc
Freedom Sale,Instagram,2025-09-12,46454,475,89,15,21627.69,1.02,45.53,243.01,1441.85,16.85,18.74,38848.85,1.8,UAE,Desktop,18-24,Other,Website Visitors,Video Creative A,linkedin,paid_social
Summer Fest,Instagram,2025-11-07,179175,20615,5704,758,3202.22,11.51,0.16,0.56,4.22,13.29,27.67,510504.62,159.42,India,Tablet,45-54,Female,High Intent Segment,Static Image 2,facebook,display
Big Weekend Push,YouTube,2025-09-14,87477,9730,220,35,34471.53,11.12,3.54,156.69,984.9,15.91,2.26,57566.07,1.67,UAE,Mobile,18-24,Female,App Users,Static Image 1,instagram,organic
Back to School,LinkedIn,2025-10-04,88652,2179,467,194,4298.01,2.46,1.97,9.2,22.15,41.54,21.43,101713.97,23.67,UK,Desktop,45-54,Male,App Users,Video Creative A,instagram,display
Big Weekend Push,Google Ads,2025-07-26,12445,173,62,27,9465.26,1.39,54.71,152.67,350.57,43.55,35.84,91331.87,9.65,UAE,Mobile,45-54,Female,Cold Lookalike,Static Image 1,instagram,display
New Year Promo,Instagram,2025-07-28,43187,3013,580,96,560.3,6.98,0.19,0.97,5.84,16.55,19.25,266198.64,475.1,UK,Mobile,45-54,Male,High Intent Segment,Video Creative A,instagram,cpc
Freedom Sale,Instagram,2025-10-10,63689,3551,1451,565,32238.75,5.58,9.08,22.22,57.06,38.94,40.86,377467.08,11.71,UK,Desktop,45-54,Other,Retargeting,Video Creative B,linkedin,paid_social
Back to School,Facebook,2025-08-20,23051,1165,518,183,19270.86,5.05,16.54,37.2,105.31,35.33,44.46,604610.77,31.37,Singapore,Tablet,55+,Male,Retargeting,Static Image 2,linkedin,cpc
Diwali Blast Sale,Google Ads,2025-07-28,169537,14051,1625,79,2499.98,8.29,0.18,1.54,31.65,4.86,11.57,371235.14,148.5,UAE,Tablet,25-34,Male,Website Visitors,Video Creative A,linkedin,organic
Diwali Blast Sale,Instagram,2025-11-02,95476,10171,4317,666,17097.62,10.65,1.68,3.96,25.67,15.43,42.44,1490360.93,87.17,India,Desktop,55+,Female,Warm Audience,Carousel Ad,google,paid_social
Summer Fest,Google Ads,2025-11-01,110682,7060,295,64,12925.38,6.38,1.83,43.81,201.96,21.69,4.18,194048.79,15.01,Singapore,Mobile,18-24,Other,Retargeting,Static Image 1,google,paid_social
New Year Promo,LinkedIn,2025-07-25,101974,9191,1978,382,8056.65,9.01,0.88,4.07,21.09,19.31,21.52,1489904.05,184.93,India,Mobile,55+,Female,App Users,Video Creative B,facebook,cpc
Diwali Blast Sale,YouTube,2025-08-25,35913,3600,140,29,21065.08,10.02,5.85,150.46,726.38,20.71,3.89,135598.29,6.44,India,Tablet,55+,Female,Warm Audience,Video Creative A,instagram,paid_social
Big Weekend Push,Facebook,2025-10-05,42628,3373,1314,99,33199.09,7.91,9.84,25.27,335.34,7.53,38.96,215481.59,6.49,USA,Mobile,35-44,Male,Cold Lookalike,Video Creative B,instagram,paid_social
Back to School,Facebook,2025-08-15,165880,18159,1985,306,24380.16,10.95,1.34,12.28,79.67,15.42,10.93,1316337.82,53.99,India,Tablet,55+,Female,Cold Lookalike,Reel Format,facebook,cpc
New Year Promo,Google Ads,2025-07-31,105484,4005,1053,304,28098.22,3.8,7.02,26.68,92.43,28.87,26.29,1124301.9,40.01,UK,Tablet,55+,Male,Warm Audience,Reel Format,instagram,organic
Freedom Sale,YouTube,2025-07-30,122658,6552,290,133,8138.86,5.34,1.24,28.07,61.19,45.86,4.43,579280.87,71.17,Singapore,Mobile,55+,Other,Website Visitors,Carousel Ad,linkedin,display
Big Weekend Push,YouTube,2025-08-01,121620,8968,3522,647,1454.19,7.37,0.16,0.41,2.25,18.37,39.27,2782593.97,1913.5,Singapore,Mobile,55+,Female,High Intent Segment,Video Creative A,youtube,paid_social
Diwali Blast Sale,LinkedIn,2025-08-22,165432,10545,847,383,7704.99,6.37,0.73,9.1,20.12,45.22,8.03,914893.6,118.74,USA,Mobile,55+,Male,App Users,Reel Format,facebook,paid_social
New Year Promo,LinkedIn,2025-10-28,138808,12975,1595,853,3266.6,9.35,0.25,2.05,3.83,53.48,12.29,1088271.14,333.15,India,Mobile,35-44,Female,Cold Lookalike,Static Image 2,linkedin,paid_social
Freedom Sale,YouTube,2025-10-04,50587,5096,1233,87,5924.72,10.07,1.16,4.81,68.1,7.06,24.2,326941.65,55.18,UK,Desktop,55+,Other,App Users,Static Image 2,linkedin,paid_social
Big Weekend Push,Facebook,2025-11-05,136675,10695,559,187,17657.18,7.83,1.65,31.59,94.42,33.45,5.23,659975.32,37.38,India,Tablet,25-34,Male,Retargeting,Video Creative B,linkedin,cpc
New Year Promo,Facebook,2025-11-02,104679,3677,51,16,16745.66,3.51,4.55,328.35,1046.6,31.37,1.39,35723.09,2.13,USA,Desktop,55+,Female,High Intent Segment,Video Creative A,instagram,display
Big Weekend Push,Facebook,2025-11-10,67831,1858,1,0,27133.99,2.74,14.6,27133.99,0.0,0.0,0.05,0.0,0.0,Singapore,Tablet,18-24,Other,Cold Lookalike,Video Creative A,google,cpc
Summer Fest,LinkedIn,2025-08-17,198592,14490,5048,21,11092.16,7.3,0.77,2.2,528.2,0.42,34.84,104989.15,9.47,USA,Desktop,25-34,Male,Retargeting,Video Creative B,linkedin,cpc
New Year Promo,Google Ads,2025-07-27,107502,4512,607,244,18904.54,4.2,4.19,31.14,77.48,40.2,13.45,636600.11,33.67,UK,Tablet,25-34,Female,Warm Audience,Static Image 1,linkedin,cpc
Back to School,Facebook,2025-09-25,148453,8664,2376,522,4098.31,5.84,0.47,1.72,7.85,21.97,27.42,1001223.32,244.3,UAE,Mobile,45-54,Male,Cold Lookalike,Static Image 2,facebook,cpc
Summer Fest,Instagram,2025-11-02,195202,1316,357,213,12271.71,0.67,9.33,34.37,57.61,59.66,27.13,568088.13,46.29,USA,Mobile,35-44,Male,Warm Audience,Reel Format,youtube,paid_social
Summer Fest,Instagram,2025-09-25,186335,14495,6260,932,21719.88,7.78,1.5,3.47,23.3,14.89,43.19,3234277.64,148.91,UAE,Mobile,25-34,Other,Warm Audience,Video Creative A,instagram,organic
Freedom Sale,LinkedIn,2025-10-31,69314,1726,384,43,23884.53,2.49,13.84,62.2,555.45,11.2,22.25,31688.36,1.33,Singapore,Tablet,25-34,Other,App Users,Reel Format,instagram,display
Summer Fest,Facebook,2025-10-12,139471,13579,6213,43,2555.72,9.74,0.19,0.41,59.44,0.69,45.75,149086.66,58.33,USA,Mobile,35-44,Female,High Intent Segment,Video Creative A,facebook,cpc
New Year Promo,Facebook,2025-08-12,96395,9455,2429,1354,11827.08,9.81,1.25,4.87,8.73,55.74,25.69,6258954.99,529.21,USA,Tablet,55+,Other,App Users,Video Creative B,facebook,display
Big Weekend Push,LinkedIn,2025-08-09,52107,5884,1250,428,27115.53,11.29,4.61,21.69,63.35,34.24,21.24,901146.34,33.23,UAE,Mobile,55+,Female,Cold Lookalike,Video Creative A,google,display
Summer Fest,Google Ads,2025-09-12,102590,1786,356,29,32359.58,1.74,18.12,90.9,1115.85,8.15,19.93,128791.9,3.98,USA,Desktop,55+,Female,Website Visitors,Video Creative A,google,paid_social
Diwali Blast Sale,Google Ads,2025-10-23,90358,9728,2018,728,26338.95,10.77,2.71,13.05,36.18,36.08,20.74,2171974.21,82.46,USA,Mobile,25-34,Male,Retargeting,Reel Format,facebook,cpc
Freedom Sale,Facebook,2025-09-23,107208,6316,2347,583,3500.9,5.89,0.55,1.49,6.0,24.84,37.16,2896323.54,827.31,India,Tablet,45-54,Other,High Intent Segment,Video Creative A,instagram,paid_social
Big Weekend Push,YouTube,2025-09-16,88837,9316,3814,752,9521.32,10.49,1.02,2.5,12.66,19.72,40.94,2176096.89,228.55,USA,Tablet,35-44,Male,High Intent Segment,Static Image 1,linkedin,organic
Summer Fest,Facebook,2025-09-04,46831,1326,429,69,11816.33,2.83,8.91,27.54,171.25,16.08,32.35,295182.79,24.98,India,Desktop,55+,Male,Website Visitors,Video Creative A,facebook,paid_social
Big Weekend Push,YouTube,2025-08-22,28958,1788,560,268,15054.86,6.17,8.42,26.88,56.17,47.86,31.32,467290.77,31.04,Singapore,Desktop,45-54,Male,Cold Lookalike,Static Image 1,google,cpc
Back to School,Google Ads,2025-09-28,64294,1055,23,6,34604.5,1.64,32.8,1504.54,5767.42,26.09,2.18,5540.75,0.16,USA,Mobile,55+,Female,Cold Lookalike,Carousel Ad,youtube,display
Big Weekend Push,Instagram,2025-10-21,28576,1252,605,169,28720.19,4.38,22.94,47.47,169.94,27.93,48.32,90552.65,3.15,UAE,Tablet,18-24,Male,Retargeting,Video Creative A,facebook,organic
New Year Promo,Facebook,2025-10-22,143006,3043,1249,520,11287.89,2.13,3.71,9.04,21.71,41.63,41.05,1412673.39,125.15,USA,Mobile,55+,Female,Warm Audience,Static Image 2,facebook,organic
Diwali Blast Sale,Facebook,2025-07-20,169092,2025,379,227,6751.46,1.2,3.33,17.81,29.74,59.89,18.72,148967.41,22.06,India,Desktop,18-24,Other,Cold Lookalike,Static Image 1,facebook,paid_social
New Year Promo,YouTube,2025-09-22,179387,20494,9451,397,26049.91,11.42,1.27,2.76,65.62,4.2,46.12,287606.76,11.04,Singapore,Tablet,35-44,Other,High Intent Segment,Reel Format,youtube,cpc
Back to School,YouTube,2025-08-08,126449,1460,20,9,29333.78,1.15,20.09,1466.69,3259.31,45.0,1.37,17428.08,0.59,Singapore,Mobile,25-34,Female,Retargeting,Video Creative A,youtube,display
Freedom Sale,Facebook,2025-10-01,146964,17218,456,227,4587.76,11.72,0.27,10.06,20.21,49.78,2.65,769595.11,167.75,India,Mobile,35-44,Male,Retargeting,Static Image 1,instagram,paid_social
Big Weekend Push,LinkedIn,2025-09-05,45616,1740,258,52,8966.02,3.81,5.15,34.75,172.42,20.16,14.83,250737.68,27.97,UK,Desktop,18-24,Female,Cold Lookalike,Reel Format,instagram,display
Back to School,Instagram,2025-08-12,184950,21566,6780,922,26722.54,11.66,1.24,3.94,28.98,13.6,31.44,875856.93,32.78,India,Desktop,35-44,Male,Cold Lookalike,Static Image 2,instagram,paid_social
Back to School,Google Ads,2025-10-30,120688,10539,3040,188,27688.58,8.73,2.63,9.11,147.28,6.18,28.85,644395.76,23.27,UK,Tablet,55+,Male,High Intent Segment,Carousel Ad,instagram,display
Back to School,Facebook,2025-08-31,53315,1248,62,2,34243.05,2.34,27.44,552.31,17121.53,3.23,4.97,6813.79,0.2,Singapore,Desktop,45-54,Other,Cold Lookalike,Carousel Ad,google,paid_social
New Year Promo,Instagram,2025-07-30,54489,4394,1815,935,1809.76,8.06,0.41,1.0,1.94,51.52,41.31,3717261.73,2054.01,USA,Mobile,55+,Female,Retargeting,Video Creative B,google,organic
New Year Promo,LinkedIn,2025-09-26,110793,3553,1293,689,10746.26,3.21,3.02,8.31,15.6,53.29,36.39,598501.56,55.69,Singapore,Desktop,25-34,Other,High Intent Segment,Carousel Ad,google,cpc
Big Weekend Push,Google Ads,2025-07-25,188870,11697,752,430,4271.57,6.19,0.37,5.68,9.93,57.18,6.43,1116609.54,261.4,India,Mobile,45-54,Male,Website Visitors,Reel Format,google,paid_social
Freedom Sale,Instagram,2025-10-01,22491,408,154,43,34183.08,1.81,83.78,221.97,794.96,27.92,37.75,29213.01,0.85,UK,Mobile,55+,Other,App Users,Static Image 2,facebook,cpc
Back to School,Google Ads,2025-10-07,179732,21452,2892,1401,28488.67,11.94,1.33,9.85,20.33,48.44,13.48,2026196.8,71.12,Singapore,Tablet,25-34,Other,Website Visitors,Video Creative A,linkedin,display
Freedom Sale,YouTube,2025-11-12,174413,4303,1251,413,32251.48,2.47,7.5,25.78,78.09,33.01,29.07,1636571.98,50.74,UK,Tablet,18-24,Female,Cold Lookalike,Static Image 1,youtube,cpc
Big Weekend Push,LinkedIn,2025-07-30,113169,12597,1716,697,4600.47,11.13,0.37,2.68,6.6,40.62,13.62,2700141.99,586.93,USA,Desktop,55+,Female,High Intent Segment,Carousel Ad,facebook,display
Big Weekend Push,Instagram,2025-08-11,62273,727,133,24,19727.57,1.17,27.14,148.33,821.98,18.05,18.29,116582.72,5.91,UAE,Tablet,55+,Male,App Users,Video Creative A,google,cpc
Summer Fest,Facebook,2025-10-06,18757,759,174,94,8791.55,4.05,11.58,50.53,93.53,54.02,22.92,205384.49,23.36,Singapore,Mobile,35-44,Male,App Users,Video Creative A,instagram,organic
Freedom Sale,LinkedIn,2025-08-12,76303,6287,1692,184,34047.75,8.24,5.42,20.12,185.04,10.87,26.91,893905.26,26.25,USA,Desktop,35-44,Male,App Users,Video Creative B,facebook,display
Back to School,Google Ads,2025-07-28,90963,6484,242,109,9189.44,7.13,1.42,37.97,84.31,45.04,3.73,518767.89,56.45,India,Mobile,18-24,Other,App Users,Carousel Ad,facebook,cpc
Diwali Blast Sale,Google Ads,2025-08-08,154977,15153,4169,15,5417.56,9.78,0.36,1.3,361.17,0.36,27.51,28510.9,5.26,UAE,Desktop,18-24,Male,High Intent Segment,Video Creative A,google,display
New Year Promo,Google Ads,2025-09-27,140710,6765,937,77,28508.07,4.81,4.21,30.42,370.23,8.22,13.85,302708.2,10.62,Singapore,Tablet,18-24,Female,High Intent Segment,Carousel Ad,instagram,paid_social
Summer Fest,YouTube,2025-08-16,142737,9325,584,8,19275.88,6.53,2.07,33.01,2409.49,1.37,6.26,36696.49,1.9,Singapore,Desktop,18-24,Other,Retargeting,Reel Format,facebook,display
Summer Fest,YouTube,2025-10-21,137758,11877,4863,2355,20369.86,8.62,1.72,4.19,8.65,48.43,40.94,7191662.04,353.05,India,Mobile,25-34,Other,App Users,Static Image 1,youtube,organic
Freedom Sale,Facebook,2025-10-09,42842,3912,1570,421,16594.36,9.13,4.24,10.57,39.42,26.82,40.13,965129.11,58.16,USA,Desktop,25-34,Male,High Intent Segment,Reel Format,linkedin,paid_social
Diwali Blast Sale,Instagram,2025-09-01,97597,413,203,99,29910.7,0.42,72.42,147.34,302.13,48.77,49.15,271305.06,9.07,UK,Mobile,55+,Female,Website Visitors,Video Creative B,facebook,organic
New Year Promo,YouTube,2025-10-12,189594,804,398,218,14314.88,0.42,17.8,35.97,65.66,54.77,49.5,576921.79,40.3,UK,Desktop,55+,Female,Cold Lookalike,Video Creative A,youtube,organic
New Year Promo,YouTube,2025-07-22,10089,50,24,8,19812.78,0.5,396.26,825.53,2476.6,33.33,48.0,20964.18,1.06,USA,Desktop,55+,Male,Website Visitors,Carousel Ad,google,paid_social
Big Weekend Push,Instagram,2025-08-23,130008,12627,4065,199,2543.23,9.71,0.2,0.63,12.78,4.9,32.19,535811.48,210.68,USA,Desktop,25-34,Other,Cold Lookalike,Video Creative B,facebook,cpc
Big Weekend Push,LinkedIn,2025-11-03,102393,2522,963,201,6371.47,2.46,2.53,6.62,31.7,20.87,38.18,853680.73,133.98,UAE,Mobile,45-54,Female,Retargeting,Video Creative B,google,organic
Back to School,YouTube,2025-07-24,46177,5389,1095,417,33654.62,11.67,6.25,30.73,80.71,38.08,20.32,1141733.61,33.93,USA,Mobile,25-34,Female,High Intent Segment,Carousel Ad,instagram,organic
Freedom Sale,YouTube,2025-10-27,171563,10008,2829,1032,24134.89,5.83,2.41,8.53,23.39,36.48,28.27,5132627.89,212.66,Singapore,Tablet,25-34,Female,High Intent Segment,Static Image 1,facebook,paid_social
Freedom Sale,Instagram,2025-08-14,124472,14200,1033,563,17924.76,11.41,1.26,17.35,31.84,54.5,7.27,707488.02,39.47,UK,Mobile,55+,Female,High Intent Segment,Video Creative A,linkedin,paid_social
Back to School,LinkedIn,2025-09-11,138248,600,159,36,33179.34,0.43,55.3,208.68,921.65,22.64,26.5,161854.28,4.88,UK,Mobile,25-34,Male,App Users,Video Creative B,instagram,display
Summer Fest,Google Ads,2025-09-17,125925,157,23,13,14032.25,0.12,89.38,610.1,1079.4,56.52,14.65,54321.85,3.87,Singapore,Desktop,18-24,Male,App Users,Static Image 1,facebook,paid_social
Diwali Blast Sale,Google Ads,2025-08-09,131686,14888,6250,2777,19553.41,11.31,1.31,3.13,7.04,44.43,41.98,9561010.97,488.97,USA,Tablet,35-44,Female,High Intent Segment,Video Creative A,google,cpc
New Year Promo,Facebook,2025-11-06,120399,8710,3416,354,2063.15,7.23,0.24,0.6,5.83,10.36,39.22,1521697.44,737.56,USA,Tablet,18-24,Male,Retargeting,Reel Format,youtube,display
Diwali Blast Sale,Facebook,2025-09-29,90445,3822,346,28,707.32,4.23,0.19,2.04,25.26,8.09,9.05,23094.84,32.65,UK,Mobile,45-54,Male,Warm Audience,Static Image 2,linkedin,display
Summer Fest,Google Ads,2025-09-28,15771,1154,230,100,15625.36,7.32,13.54,67.94,156.25,43.48,19.93,408281.9,26.13,UK,Desktop,55+,Male,Website Visitors,Video Creative A,facebook,cpc
