Applicant_ID,Job_Role,Source,Applied_Date,Screen_Date,Screen_Result,Interview_Date,Interview_Result,Offer_Date,Offer_Status,Join_Date,Joined
APP-10996,Data Engineer,Referral,2024-01-25,2024-01-27,No Response,NaT,,NaT,,NaT,0
APP-10997,Data Analyst,Indeed,2024-02-12,2024-02-18,Passed,2024-02-27,Selected,2024-03-01,Declined,NaT,0
APP-10998,Backend Developer,Naukri,2024-05-16,2024-05-20,Passed,2024-05-24,Selected,2024-05-26,Accepted,2024-06-09,1
APP-10999,HR Executive,LinkedIn,2024-01-06,2024-01-12,Passed,2024-01-17,Selected,2024-01-23,Declined,NaT,0
APP-11000,Frontend Developer,LinkedIn,2024-03-06,2024-03-08,Passed,2024-03-10,Selected,2024-03-14,Accepted,2024-03-20,1
APP-11001,Frontend Developer,Careers Site,2024-04-20,2024-04-21,Passed,2024-04-24,No Show,NaT,,NaT,0
APP-11002,Business Analyst,Indeed,2024-11-04,2024-11-06,No Response,NaT,,NaT,,NaT,0
APP-11003,Backend Developer,Referral,2024-02-14,2024-02-18,Passed,2024-02-19,Selected,2024-02-25,Accepted,2024-03-06,1
APP-11004,HR Executive,Referral,2024-10-01,2024-10-03,Failed,NaT,,NaT,,NaT,0
APP-11005,Data Engineer,Naukri,2024-08-07,2024-08-11,Failed,NaT,,NaT,,NaT,0
APP-11006,Frontend Developer,Naukri,2024-10-15,2024-10-18,Passed,2024-10-22,No Show,NaT,,NaT,0
APP-11007,Backend Developer,Naukri,2024-06-25,2024-06-30,Failed,NaT,,NaT,,NaT,0
APP-11008,Frontend Developer,Referral,2024-04-07,2024-04-10,Passed,2024-04-16,Selected,2024-04-20,No Response,NaT,0
APP-11009,Data Analyst,Referral,2024-01-16,2024-01-20,Failed,NaT,,NaT,,NaT,0
APP-11010,Frontend Developer,Naukri,2024-06-21,2024-06-27,Passed,2024-07-04,No Show,NaT,,NaT,0
APP-11011,Data Analyst,LinkedIn,2024-03-25,2024-03-27,No Response,NaT,,NaT,,NaT,0
APP-11012,HR Executive,Indeed,2024-03-05,2024-03-11,Passed,2024-03-18,Selected,2024-03-24,No Response,NaT,0
APP-11013,Data Engineer,Referral,2024-05-25,2024-05-26,Failed,NaT,,NaT,,NaT,0
APP-11014,Data Engineer,LinkedIn,2024-04-12,2024-04-15,Passed,2024-04-17,Selected,2024-04-20,Accepted,2024-04-26,1
APP-11015,Data Engineer,Referral,2024-05-13,2024-05-16,Failed,NaT,,NaT,,NaT,0
APP-11016,Backend Developer,Indeed,2024-04-18,2024-04-19,Failed,NaT,,NaT,,NaT,0
APP-11017,Data Engineer,Referral,2024-03-30,2024-04-04,Passed,2024-04-11,Selected,2024-04-17,Accepted,2024-04-22,1
APP-11018,Backend Developer,Indeed,2024-01-28,2024-01-29,Passed,2024-01-31,Selected,2024-02-03,Accepted,2024-02-13,1
APP-11019,Business Analyst,Careers Site,2024-03-15,2024-03-21,Passed,2024-03-24,Selected,2024-03-27,Accepted,2024-04-03,1
APP-11020,Business Analyst,Careers Site,2024-05-25,2024-05-26,Passed,2024-06-03,Selected,2024-06-09,Declined,NaT,0
APP-11021,Data Engineer,Careers Site,2024-06-01,2024-06-06,Passed,2024-06-08,No Show,NaT,,NaT,0
APP-11022,Data Engineer,LinkedIn,2024-08-13,2024-08-18,Failed,NaT,,NaT,,NaT,0
APP-11023,Data Engineer,Referral,2024-07-29,2024-07-30,Failed,NaT,,NaT,,NaT,0
APP-11024,Business Analyst,Naukri,2024-11-24,2024-11-25,Passed,2024-11-26,Selected,2024-11-30,Declined,NaT,0
APP-11025,Business Analyst,Indeed,2024-02-03,2024-02-04,Passed,2024-02-10,Rejected,NaT,,NaT,0
APP-11026,HR Executive,Naukri,2024-03-10,2024-03-11,Passed,2024-03-18,Rejected,NaT,,NaT,0
APP-11027,HR Executive,LinkedIn,2024-01-10,2024-01-16,Failed,NaT,,NaT,,NaT,0
APP-11028,Backend Developer,Referral,2024-09-30,2024-10-04,Passed,2024-10-13,Rejected,NaT,,NaT,0
APP-11029,Data Engineer,Careers Site,2024-01-04,2024-01-05,Passed,2024-01-09,Selected,2024-01-12,Accepted,2024-01-21,1
APP-11030,Data Analyst,Naukri,2024-09-03,2024-09-08,Passed,2024-09-10,No Show,NaT,,NaT,0
APP-11031,Data Engineer,Indeed,2024-04-02,2024-04-07,Passed,2024-04-16,No Show,NaT,,NaT,0
APP-11032,Business Analyst,Indeed,2024-07-09,2024-07-15,Passed,2024-07-20,Selected,2024-07-25,Accepted,2024-08-11,1
APP-11033,HR Executive,Careers Site,2024-06-12,2024-06-17,Failed,NaT,,NaT,,NaT,0
APP-11034,Data Analyst,Indeed,2024-03-14,2024-03-18,Failed,NaT,,NaT,,NaT,0
APP-11035,Frontend Developer,Careers Site,2024-11-03,2024-11-05,Failed,NaT,,NaT,,NaT,0
APP-11036,Business Analyst,Indeed,2024-02-29,2024-03-05,No Response,NaT,,NaT,,NaT,0
APP-11037,Business Analyst,Naukri,2024-07-24,2024-07-26,Failed,NaT,,NaT,,NaT,0
APP-11038,Data Analyst,Referral,2024-08-10,2024-08-11,Passed,2024-08-15,Selected,2024-08-16,Accepted,2024-08-29,1
APP-11039,Data Analyst,Referral,2024-01-13,2024-01-15,Passed,2024-01-22,Selected,2024-01-24,Accepted,2024-02-08,1
APP-11040,Backend Developer,LinkedIn,2024-07-10,2024-07-15,Passed,2024-07-18,Selected,2024-07-24,Declined,NaT,0
APP-11041,Data Analyst,Careers Site,2024-08-03,2024-08-04,Passed,2024-08-13,Selected,2024-08-16,Declined,NaT,0
APP-11042,Frontend Developer,Referral,2024-04-09,2024-04-15,Passed,2024-04-24,No Show,NaT,,NaT,0
APP-11043,Backend Developer,Careers Site,2024-08-19,2024-08-22,Passed,2024-08-26,Selected,2024-08-27,Accepted,2024-09-13,1
APP-11044,Backend Developer,Careers Site,2024-01-07,2024-01-10,Failed,NaT,,NaT,,NaT,0
APP-11045,Data Analyst,Referral,2024-02-05,2024-02-06,No Response,NaT,,NaT,,NaT,0
APP-11046,Business Analyst,Referral,2024-08-02,2024-08-08,Failed,NaT,,NaT,,NaT,0
APP-11047,Business Analyst,Naukri,2024-06-22,2024-06-25,Passed,2024-06-28,Selected,2024-07-02,Declined,NaT,0
APP-11048,Backend Developer,Careers Site,2024-06-14,2024-06-19,Passed,2024-06-24,Rejected,NaT,,NaT,0
APP-11049,Backend Developer,LinkedIn,2024-08-09,2024-08-12,Failed,NaT,,NaT,,NaT,0
APP-11050,HR Executive,Referral,2024-10-02,2024-10-08,No Response,NaT,,NaT,,NaT,0
APP-11051,Data Engineer,Naukri,2024-04-18,2024-04-19,Passed,2024-04-27,Rejected,NaT,,NaT,0
APP-11052,HR Executive,Naukri,2024-07-14,2024-07-17,No Response,NaT,,NaT,,NaT,0
APP-11053,Data Analyst,Careers Site,2024-09-02,2024-09-07,Passed,2024-09-08,Selected,2024-09-14,Accepted,2024-09-25,1
APP-11054,Data Analyst,Indeed,2024-02-10,2024-02-13,Failed,NaT,,NaT,,NaT,0
APP-11055,Business Analyst,LinkedIn,2024-06-26,2024-06-30,Passed,2024-07-01,Selected,2024-07-06,No Response,NaT,0
APP-11056,HR Executive,LinkedIn,2024-01-03,2024-01-07,No Response,NaT,,NaT,,NaT,0
APP-11057,HR Executive,Naukri,2024-04-08,2024-04-12,Passed,2024-04-13,Selected,2024-04-17,Accepted,2024-04-23,1
APP-11058,Frontend Developer,Referral,2024-07-24,2024-07-26,Passed,2024-08-01,Selected,2024-08-03,Declined,NaT,0
APP-11059,Data Engineer,Indeed,2024-09-20,2024-09-23,Passed,2024-10-02,Selected,2024-10-07,Accepted,2024-10-25,1
APP-11060,Data Engineer,Naukri,2024-08-28,2024-09-02,No Response,NaT,,NaT,,NaT,0
APP-11061,HR Executive,LinkedIn,2024-03-19,2024-03-23,Passed,2024-03-25,Selected,2024-03-30,Accepted,2024-04-16,1
APP-11062,Backend Developer,Careers Site,2024-02-07,2024-02-13,No Response,NaT,,NaT,,NaT,0
APP-11063,HR Executive,LinkedIn,2024-11-05,2024-11-07,Passed,2024-11-16,Rejected,NaT,,NaT,0
APP-11064,Data Engineer,Indeed,2024-04-02,2024-04-06,Passed,2024-04-11,Rejected,NaT,,NaT,0
APP-11065,Data Engineer,Careers Site,2024-09-28,2024-09-30,Passed,2024-10-01,Selected,2024-10-03,Accepted,2024-10-11,1
APP-11066,HR Executive,Referral,2024-03-25,2024-03-27,Failed,NaT,,NaT,,NaT,0
APP-11067,Data Engineer,Naukri,2024-03-21,2024-03-22,Passed,2024-03-26,Selected,2024-03-29,Accepted,2024-04-10,1
APP-11068,Data Engineer,LinkedIn,2024-07-19,2024-07-24,No Response,NaT,,NaT,,NaT,0
APP-11069,Frontend Developer,LinkedIn,2024-11-17,2024-11-18,Passed,2024-11-24,Rejected,NaT,,NaT,0
APP-11070,Data Analyst,Naukri,2024-10-04,2024-10-06,Passed,2024-10-12,Rejected,NaT,,NaT,0
APP-11071,Data Engineer,Naukri,2024-04-06,2024-04-08,Failed,NaT,,NaT,,NaT,0
APP-11072,Data Analyst,Careers Site,2024-04-06,2024-04-07,Passed,2024-04-11,Selected,2024-04-14,Accepted,2024-04-19,1
APP-11073,Business Analyst,Referral,2024-10-10,2024-10-12,Passed,2024-10-16,No Show,NaT,,NaT,0
APP-11074,Frontend Developer,Naukri,2024-11-13,2024-11-15,Passed,2024-11-23,Selected,2024-11-28,Accepted,2024-12-08,1
APP-11075,Data Engineer,LinkedIn,2024-04-22,2024-04-27,Failed,NaT,,NaT,,NaT,0
APP-11076,HR Executive,Indeed,2024-07-07,2024-07-09,No Response,NaT,,NaT,,NaT,0
APP-11077,Data Engineer,Indeed,2024-05-25,2024-05-31,Passed,2024-06-02,Selected,2024-06-05,Declined,NaT,0
APP-11078,Business Analyst,LinkedIn,2024-05-25,2024-05-27,Passed,2024-06-02,Selected,2024-06-03,No Response,NaT,0
APP-11079,Business Analyst,LinkedIn,2024-10-31,2024-11-04,No Response,NaT,,NaT,,NaT,0
APP-11080,Backend Developer,Careers Site,2024-10-11,2024-10-16,Passed,2024-10-25,Selected,2024-10-29,No Response,NaT,0
APP-11081,Backend Developer,Careers Site,2024-07-02,2024-07-05,Passed,2024-07-09,Rejected,NaT,,NaT,0
APP-11082,Data Analyst,LinkedIn,2024-11-23,2024-11-24,No Response,NaT,,NaT,,NaT,0
APP-11083,Backend Developer,Naukri,2024-01-24,2024-01-27,Passed,2024-02-05,Selected,2024-02-08,Accepted,2024-02-25,1
APP-11084,Data Engineer,Naukri,2024-01-22,2024-01-25,No Response,NaT,,NaT,,NaT,0
APP-11085,Business Analyst,Referral,2024-02-11,2024-02-13,Failed,NaT,,NaT,,NaT,0
APP-11086,HR Executive,LinkedIn,2024-06-06,2024-06-08,Passed,2024-06-09,Selected,2024-06-10,Declined,NaT,0
APP-11087,Backend Developer,LinkedIn,2024-10-04,2024-10-07,Passed,2024-10-10,Selected,2024-10-12,No Response,NaT,0
APP-11088,Frontend Developer,Indeed,2024-11-03,2024-11-08,Passed,2024-11-13,Selected,2024-11-14,Accepted,2024-11-23,1
APP-11089,Data Engineer,Indeed,2024-01-16,2024-01-20,Passed,2024-01-26,Selected,2024-01-30,Declined,NaT,0
APP-11090,Data Engineer,LinkedIn,2024-03-14,2024-03-17,Passed,2024-03-24,No Show,NaT,,NaT,0
APP-11091,HR Executive,Indeed,2024-06-29,2024-07-03,Passed,2024-07-07,Rejected,NaT,,NaT,0
APP-11092,Data Engineer,Referral,2024-01-16,2024-01-19,Failed,NaT,,NaT,,NaT,0
APP-11093,HR Executive,Indeed,2024-05-04,2024-05-05,Passed,2024-05-11,Rejected,NaT,,NaT,0
APP-11094,HR Executive,Indeed,2024-05-08,2024-05-14,Passed,2024-05-20,Rejected,NaT,,NaT,0
APP-11095,Data Engineer,Indeed,2024-02-14,2024-02-15,Passed,2024-02-22,Selected,2024-02-25,Accepted,2024-03-15,1
APP-11096,Data Analyst,Indeed,2024-02-05,2024-02-10,No Response,NaT,,NaT,,NaT,0
APP-11097,HR Executive,Referral,2024-08-06,2024-08-07,Failed,NaT,,NaT,,NaT,0
APP-11098,HR Executive,LinkedIn,2024-05-09,2024-05-11,Passed,2024-05-18,Rejected,NaT,,NaT,0
APP-11099,Data Engineer,Naukri,2024-07-26,2024-08-01,Passed,2024-08-04,Rejected,NaT,,NaT,0
APP-11100,HR Executive,Naukri,2024-02-03,2024-02-04,No Response,NaT,,NaT,,NaT,0
APP-11101,Data Engineer,Naukri,2024-05-30,2024-06-02,Failed,NaT,,NaT,,NaT,0
APP-11102,Data Engineer,Naukri,2024-10-13,2024-10-15,No Response,NaT,,NaT,,NaT,0
APP-11103,Data Analyst,Referral,2024-04-14,2024-04-15,Passed,2024-04-19,Rejected,NaT,,NaT,0
APP-11104,HR Executive,Indeed,2024-04-12,2024-04-14,Passed,2024-04-16,Rejected,NaT,,NaT,0
APP-11105,Frontend Developer,Referral,2024-05-05,2024-05-09,Passed,2024-05-12,Selected,2024-05-14,Accepted,2024-05-30,1
APP-11106,Backend Developer,Referral,2024-02-25,2024-02-26,Passed,2024-02-27,Selected,2024-03-01,Declined,NaT,0
APP-11107,HR Executive,Naukri,2024-05-09,2024-05-13,Passed,2024-05-22,Rejected,NaT,,NaT,0
APP-11108,Data Analyst,LinkedIn,2024-10-04,2024-10-06,Passed,2024-10-15,Rejected,NaT,,NaT,0
APP-11109,HR Executive,Careers Site,2024-04-26,2024-05-02,Passed,2024-05-10,Selected,2024-05-11,Accepted,2024-05-20,1
APP-11110,Data Engineer,Careers Site,2024-11-08,2024-11-10,Passed,2024-11-18,Selected,2024-11-19,Accepted,2024-11-25,1
APP-11111,Frontend Developer,Referral,2024-04-03,2024-04-05,Failed,NaT,,NaT,,NaT,0
APP-11112,Backend Developer,Referral,2024-05-28,2024-05-30,No Response,NaT,,NaT,,NaT,0
APP-11113,Business Analyst,Referral,2024-05-31,2024-06-02,Passed,2024-06-04,Rejected,NaT,,NaT,0
APP-11114,Business Analyst,Referral,2024-07-30,2024-08-04,Passed,2024-08-05,Selected,2024-08-06,Accepted,2024-08-14,1
APP-11115,Backend Developer,Careers Site,2024-02-16,2024-02-19,Passed,2024-02-24,No Show,NaT,,NaT,0
APP-11116,Business Analyst,Careers Site,2024-01-26,2024-01-27,Failed,NaT,,NaT,,NaT,0
APP-11117,Data Analyst,Naukri,2024-06-22,2024-06-26,Passed,2024-07-01,Selected,2024-07-02,No Response,NaT,0
APP-11118,Data Engineer,Careers Site,2024-09-29,2024-10-03,Failed,NaT,,NaT,,NaT,0
APP-11119,Data Analyst,LinkedIn,2024-06-25,2024-06-28,Passed,2024-07-05,Rejected,NaT,,NaT,0
APP-11120,Data Engineer,LinkedIn,2024-07-18,2024-07-22,Failed,NaT,,NaT,,NaT,0
APP-11121,HR Executive,Naukri,2024-04-27,2024-05-03,Failed,NaT,,NaT,,NaT,0
APP-11122,Data Engineer,Indeed,2024-07-07,2024-07-13,Passed,2024-07-14,Selected,2024-07-20,Declined,NaT,0
APP-11123,Data Engineer,Careers Site,2024-07-18,2024-07-23,Passed,2024-07-29,Rejected,NaT,,NaT,0
APP-11124,Data Analyst,Careers Site,2024-03-11,2024-03-12,Passed,2024-03-19,Selected,2024-03-20,Accepted,2024-04-08,1
APP-11125,Data Engineer,Referral,2024-03-08,2024-03-13,Passed,2024-03-15,Selected,2024-03-21,Accepted,2024-04-04,1
APP-11126,Frontend Developer,Referral,2024-02-13,2024-02-14,Failed,NaT,,NaT,,NaT,0
APP-11127,Frontend Developer,Indeed,2024-08-03,2024-08-09,Passed,2024-08-14,Selected,2024-08-18,Accepted,2024-09-01,1
APP-11128,Data Analyst,LinkedIn,2024-03-27,2024-04-01,Failed,NaT,,NaT,,NaT,0
APP-11129,Backend Developer,Naukri,2024-09-10,2024-09-14,Failed,NaT,,NaT,,NaT,0
APP-11130,HR Executive,Naukri,2024-10-02,2024-10-05,No Response,NaT,,NaT,,NaT,0
APP-11131,Frontend Developer,Naukri,2024-07-01,2024-07-05,Failed,NaT,,NaT,,NaT,0
APP-11132,Data Engineer,Indeed,2024-04-09,2024-04-15,Passed,2024-04-17,No Show,NaT,,NaT,0
APP-11133,Data Analyst,Indeed,2024-08-25,2024-08-31,Passed,2024-09-04,Selected,2024-09-08,Declined,NaT,0
APP-11134,Business Analyst,Indeed,2024-09-02,2024-09-08,Passed,2024-09-16,Selected,2024-09-19,Accepted,2024-10-04,1
APP-11135,HR Executive,Naukri,2024-02-22,2024-02-25,Passed,2024-03-03,Rejected,NaT,,NaT,0
APP-11136,Frontend Developer,Careers Site,2024-01-11,2024-01-14,Passed,2024-01-21,Rejected,NaT,,NaT,0
APP-11137,Backend Developer,LinkedIn,2024-01-09,2024-01-12,Passed,2024-01-13,Selected,2024-01-18,Declined,NaT,0
APP-11138,Data Analyst,LinkedIn,2024-11-23,2024-11-25,Failed,NaT,,NaT,,NaT,0
APP-11139,Business Analyst,Referral,2024-02-04,2024-02-10,Passed,2024-02-16,Selected,2024-02-22,Accepted,2024-03-07,1
APP-11140,Data Engineer,Careers Site,2024-05-01,2024-05-02,Passed,2024-05-05,Selected,2024-05-09,Accepted,2024-05-15,1
APP-11141,Data Engineer,Naukri,2024-04-15,2024-04-20,Passed,2024-04-24,Rejected,NaT,,NaT,0
APP-11142,Data Engineer,LinkedIn,2024-01-19,2024-01-21,Passed,2024-01-23,Selected,2024-01-28,Declined,NaT,0
APP-11143,Data Engineer,Referral,2024-05-19,2024-05-20,Passed,2024-05-25,Rejected,NaT,,NaT,0
APP-11144,Data Analyst,LinkedIn,2024-07-30,2024-08-03,Passed,2024-08-09,Rejected,NaT,,NaT,0
APP-11145,Data Engineer,Naukri,2024-05-28,2024-06-01,Passed,2024-06-08,No Show,NaT,,NaT,0
APP-11146,Business Analyst,Careers Site,2024-05-14,2024-05-15,Passed,2024-05-21,Rejected,NaT,,NaT,0
APP-11147,HR Executive,Referral,2024-07-07,2024-07-11,Passed,2024-07-18,Selected,2024-07-24,Accepted,2024-07-30,1
APP-11148,Backend Developer,LinkedIn,2024-10-20,2024-10-23,Passed,2024-10-31,Selected,2024-11-06,Declined,NaT,0
APP-11149,Backend Developer,Naukri,2024-02-08,2024-02-09,Passed,2024-02-17,Rejected,NaT,,NaT,0
APP-11150,Data Analyst,Careers Site,2024-08-31,2024-09-04,Passed,2024-09-13,Rejected,NaT,,NaT,0
APP-11151,Data Analyst,Indeed,2024-02-01,2024-02-03,Passed,2024-02-10,Selected,2024-02-14,Accepted,2024-02-25,1
APP-11152,Frontend Developer,Indeed,2024-10-13,2024-10-14,Failed,NaT,,NaT,,NaT,0
APP-11153,Business Analyst,Indeed,2024-01-18,2024-01-19,Passed,2024-01-23,Selected,2024-01-25,Accepted,2024-01-31,1
APP-11154,Backend Developer,Referral,2024-04-19,2024-04-25,Passed,2024-04-30,Selected,2024-05-04,No Response,NaT,0
APP-11155,Frontend Developer,LinkedIn,2024-07-12,2024-07-14,Passed,2024-07-15,Rejected,NaT,,NaT,0
APP-11156,Frontend Developer,Careers Site,2024-10-22,2024-10-23,Passed,2024-10-26,Rejected,NaT,,NaT,0
APP-11157,Data Analyst,Naukri,2024-10-01,2024-10-03,Failed,NaT,,NaT,,NaT,0
APP-11158,HR Executive,Referral,2024-11-05,2024-11-06,Passed,2024-11-08,Selected,2024-11-10,No Response,NaT,0
APP-11159,Frontend Developer,Indeed,2024-01-05,2024-01-07,Passed,2024-01-10,Selected,2024-01-12,Accepted,2024-01-26,1
APP-11160,Business Analyst,Naukri,2024-09-06,2024-09-10,No Response,NaT,,NaT,,NaT,0
APP-11161,Backend Developer,Careers Site,2024-04-17,2024-04-21,Passed,2024-04-26,Rejected,NaT,,NaT,0
APP-11162,HR Executive,Indeed,2024-09-14,2024-09-19,Passed,2024-09-27,Selected,2024-10-03,Declined,NaT,0
APP-11163,Frontend Developer,Naukri,2024-02-01,2024-02-06,Passed,2024-02-10,Rejected,NaT,,NaT,0
APP-11164,Business Analyst,Careers Site,2024-06-29,2024-07-05,Passed,2024-07-13,No Show,NaT,,NaT,0
APP-11165,HR Executive,Referral,2024-02-09,2024-02-13,Failed,NaT,,NaT,,NaT,0
APP-11166,Backend Developer,LinkedIn,2024-09-11,2024-09-15,Failed,NaT,,NaT,,NaT,0
APP-11167,Business Analyst,Careers Site,2024-03-05,2024-03-09,Passed,2024-03-14,No Show,NaT,,NaT,0
APP-11168,HR Executive,Referral,2024-08-24,2024-08-29,Passed,2024-09-05,Selected,2024-09-08,Accepted,2024-09-25,1
APP-11169,Data Engineer,Careers Site,2024-09-11,2024-09-15,Failed,NaT,,NaT,,NaT,0
APP-11170,Data Engineer,Indeed,2024-06-07,2024-06-12,Passed,2024-06-17,Selected,2024-06-18,Accepted,2024-07-04,1
APP-11171,Backend Developer,LinkedIn,2024-11-20,2024-11-26,Passed,2024-12-04,Selected,2024-12-06,No Response,NaT,0
APP-11172,Backend Developer,Indeed,2024-04-12,2024-04-14,Passed,2024-04-20,Selected,2024-04-21,Accepted,2024-05-04,1
APP-11173,Data Engineer,Careers Site,2024-07-18,2024-07-23,No Response,NaT,,NaT,,NaT,0
APP-11174,HR Executive,Naukri,2024-03-14,2024-03-17,Failed,NaT,,NaT,,NaT,0
APP-11175,Business Analyst,Indeed,2024-06-14,2024-06-19,Passed,2024-06-25,Selected,2024-06-29,No Response,NaT,0
APP-11176,Data Analyst,Indeed,2024-10-18,2024-10-19,Passed,2024-10-21,Rejected,NaT,,NaT,0
APP-11177,HR Executive,Indeed,2024-01-09,2024-01-14,No Response,NaT,,NaT,,NaT,0
APP-11178,Data Analyst,Indeed,2024-03-03,2024-03-04,Passed,2024-03-13,Rejected,NaT,,NaT,0
APP-11179,Data Engineer,Indeed,2024-09-11,2024-09-16,Passed,2024-09-20,Selected,2024-09-22,Accepted,2024-10-06,1
APP-11180,Data Engineer,Naukri,2024-09-29,2024-10-02,Passed,2024-10-05,Rejected,NaT,,NaT,0
APP-11181,Business Analyst,LinkedIn,2024-09-02,2024-09-04,Passed,2024-09-10,Rejected,NaT,,NaT,0
APP-11182,Data Analyst,LinkedIn,2024-05-11,2024-05-12,Passed,2024-05-16,Selected,2024-05-18,No Response,NaT,0
APP-11183,Data Analyst,Referral,2024-08-19,2024-08-25,Passed,2024-09-02,Selected,2024-09-05,Accepted,2024-09-17,1
APP-11184,Data Engineer,Indeed,2024-06-25,2024-06-29,Passed,2024-07-08,Rejected,NaT,,NaT,0
APP-11185,HR Executive,Indeed,2024-01-27,2024-01-31,No Response,NaT,,NaT,,NaT,0
APP-11186,Backend Developer,Careers Site,2024-07-13,2024-07-19,Failed,NaT,,NaT,,NaT,0
APP-11187,HR Executive,LinkedIn,2024-04-23,2024-04-24,No Response,NaT,,NaT,,NaT,0
APP-11188,Data Analyst,LinkedIn,2024-05-03,2024-05-04,Passed,2024-05-09,Selected,2024-05-13,Accepted,2024-05-24,1
APP-11189,Data Analyst,Careers Site,2024-09-02,2024-09-07,Passed,2024-09-14,No Show,NaT,,NaT,0
APP-11190,Data Analyst,Naukri,2024-06-13,2024-06-18,Passed,2024-06-20,Rejected,NaT,,NaT,0
APP-11191,Data Analyst,LinkedIn,2024-02-14,2024-02-16,Passed,2024-02-20,Selected,2024-02-24,No Response,NaT,0
APP-11192,Business Analyst,Careers Site,2024-10-26,2024-10-27,Passed,2024-10-31,Selected,2024-11-02,Accepted,2024-11-16,1
APP-11193,Business Analyst,Indeed,2024-02-11,2024-02-12,Passed,2024-02-17,Selected,2024-02-19,Declined,NaT,0
APP-11194,Data Analyst,Referral,2024-05-07,2024-05-10,Passed,2024-05-11,Rejected,NaT,,NaT,0
APP-11195,Backend Developer,Careers Site,2024-08-18,2024-08-24,Passed,2024-08-29,Selected,2024-08-30,Declined,NaT,0
APP-11196,Backend Developer,Careers Site,2024-07-03,2024-07-09,Passed,2024-07-17,Selected,2024-07-20,Declined,NaT,0
APP-11197,HR Executive,Careers Site,2024-06-09,2024-06-14,Failed,NaT,,NaT,,NaT,0
APP-11198,Frontend Developer,LinkedIn,2024-04-06,2024-04-12,Passed,2024-04-13,No Show,NaT,,NaT,0
APP-11199,Frontend Developer,Careers Site,2024-04-17,2024-04-19,Passed,2024-04-28,No Show,NaT,,NaT,0
APP-11200,HR Executive,Referral,2024-08-06,2024-08-11,No Response,NaT,,NaT,,NaT,0
APP-11201,Data Analyst,Careers Site,2024-03-20,2024-03-26,Passed,2024-03-30,Selected,2024-03-31,No Response,NaT,0
APP-11202,Business Analyst,Careers Site,2024-04-29,2024-05-04,Passed,2024-05-10,No Show,NaT,,NaT,0
APP-11203,HR Executive,LinkedIn,2024-01-19,2024-01-20,No Response,NaT,,NaT,,NaT,0
APP-11204,Data Engineer,Careers Site,2024-10-03,2024-10-06,Passed,2024-10-09,Rejected,NaT,,NaT,0
APP-11205,Business Analyst,LinkedIn,2024-08-24,2024-08-30,Passed,2024-09-03,Selected,2024-09-08,No Response,NaT,0
APP-11206,Business Analyst,Referral,2024-07-02,2024-07-08,Passed,2024-07-09,No Show,NaT,,NaT,0
APP-11207,Backend Developer,Indeed,2024-11-17,2024-11-20,No Response,NaT,,NaT,,NaT,0
APP-11208,Frontend Developer,Referral,2024-04-27,2024-04-29,No Response,NaT,,NaT,,NaT,0
APP-11209,Backend Developer,Indeed,2024-10-02,2024-10-03,Passed,2024-10-05,Selected,2024-10-09,Declined,NaT,0
APP-11210,HR Executive,Careers Site,2024-11-20,2024-11-22,Passed,2024-11-29,Selected,2024-12-03,Accepted,2024-12-11,1
APP-11211,Frontend Developer,Careers Site,2024-07-15,2024-07-21,Passed,2024-07-29,Selected,2024-08-02,Accepted,2024-08-20,1
APP-11212,Data Engineer,Referral,2024-11-20,2024-11-22,Passed,2024-11-25,Rejected,NaT,,NaT,0
APP-11213,Data Engineer,Naukri,2024-01-17,2024-01-23,Failed,NaT,,NaT,,NaT,0
APP-11214,Backend Developer,Referral,2024-04-08,2024-04-09,No Response,NaT,,NaT,,NaT,0
APP-11215,Data Analyst,Careers Site,2024-10-14,2024-10-18,Passed,2024-10-26,Selected,2024-10-29,Accepted,2024-11-05,1
APP-11216,Business Analyst,Referral,2024-03-16,2024-03-20,Passed,2024-03-21,Rejected,NaT,,NaT,0
APP-11217,Data Analyst,Referral,2024-01-10,2024-01-13,Passed,2024-01-20,Selected,2024-01-22,Declined,NaT,0
APP-11218,HR Executive,Indeed,2024-01-27,2024-01-31,No Response,NaT,,NaT,,NaT,0
APP-11219,Data Engineer,Naukri,2024-06-15,2024-06-16,Passed,2024-06-24,Rejected,NaT,,NaT,0
APP-11220,Backend Developer,Careers Site,2024-09-10,2024-09-12,Passed,2024-09-14,Selected,2024-09-17,Accepted,2024-10-02,1
APP-11221,Frontend Developer,Naukri,2024-07-19,2024-07-25,Passed,2024-07-28,No Show,NaT,,NaT,0
APP-11222,Backend Developer,Naukri,2024-08-07,2024-08-13,No Response,NaT,,NaT,,NaT,0
APP-11223,Frontend Developer,Indeed,2024-07-22,2024-07-24,Passed,2024-07-30,Selected,2024-08-03,Accepted,2024-08-14,1
APP-11224,Frontend Developer,Careers Site,2024-03-08,2024-03-09,Passed,2024-03-18,Selected,2024-03-20,Accepted,2024-03-26,1
APP-11225,Data Engineer,LinkedIn,2024-10-24,2024-10-30,Failed,NaT,,NaT,,NaT,0
APP-11226,Frontend Developer,Referral,2024-05-25,2024-05-27,Passed,2024-05-28,Selected,2024-06-03,Accepted,2024-06-10,1
APP-11227,HR Executive,Careers Site,2024-09-08,2024-09-11,Passed,2024-09-18,Selected,2024-09-20,Accepted,2024-10-04,1
APP-11228,HR Executive,LinkedIn,2024-06-27,2024-07-03,Passed,2024-07-09,Rejected,NaT,,NaT,0
