Employee_ID,Department,Role,Tenure_Years,Annual_Salary,Skill,Required_Level,Current_Level,Skill_Gap,Recommend_Training_Flag,Recommended_Training,Training_Count,Last_Training_Date,Last_Training_Type,Training_Cost_USD,Predicted_Improvement_pts,Predicted_Level,Estimated_Yearly_Productivity_Value_Gain_USD,Estimated_ROI_USD,Performance_Score,Predicted_Performance_Score,Data_Generated_On
EMP-1109,Manufacturing,Supervisor,2.03,101605,Cloud,42,40,2,0,,0,,,0,0.0,40,0.0,0.0,30.0,31.61,2025-11-23
EMP-1110,Manufacturing,Technician,7.63,45291,Python,57,65,-8,0,,0,,,0,0.0,65,0.0,0.0,35.91,41.3,2025-11-23
EMP-1110,Manufacturing,Technician,7.63,45291,SQL,55,25,30,1,Technical Bootcamp / Mentorship,0,,,1854,17.11,42,1282.96,-571.04,35.91,41.3,2025-11-23
EMP-1110,Manufacturing,Technician,7.63,45291,Statistics,54,49,5,0,,0,,,0,0.0,49,0.0,0.0,35.91,41.3,2025-11-23
EMP-1110,Manufacturing,Technician,7.63,45291,Data Visualization,41,26,15,1,Applied Workshop,0,,,211,10.61,36,795.74,584.74,35.91,41.3,2025-11-23
EMP-1110,Manufacturing,Technician,7.63,45291,Machine Learning,53,37,16,1,Technical Bootcamp / Mentorship,0,,,2342,8.43,45,631.93,-1710.07,35.91,41.3,2025-11-23
EMP-1110,Manufacturing,Technician,7.63,45291,Domain Knowledge,55,48,7,0,,0,,,0,0.0,48,0.0,0.0,35.91,41.3,2025-11-23
EMP-1110,Manufacturing,Technician,7.63,45291,Communication,59,40,19,1,Soft skills workshop,0,,,154,11.57,51,867.7,713.7,35.91,41.3,2025-11-23
EMP-1110,Manufacturing,Technician,7.63,45291,Project Management,50,32,18,1,Soft skills workshop,0,,,63,10.79,42,808.9,745.9,35.91,41.3,2025-11-23
EMP-1110,Manufacturing,Technician,7.63,45291,ETL,55,51,4,0,,0,,,0,0.0,51,0.0,0.0,35.91,41.3,2025-11-23
EMP-1110,Manufacturing,Technician,7.63,45291,Cloud,49,34,15,1,Technical Bootcamp / Mentorship,1,2025-05-25 00:00:00,Mentoring,518,8.03,42,602.36,84.36,35.91,41.3,2025-11-23
EMP-1111,Manufacturing,Operator,4.37,45000,Python,60,42,18,1,Technical Bootcamp / Mentorship,0,,,633,11.72,53,878.85,245.85,34.71,36.82,2025-11-23
EMP-1111,Manufacturing,Operator,4.37,45000,SQL,48,36,12,1,Technical Bootcamp / Mentorship,1,2023-12-27 00:00:00,Classroom,1316,7.26,43,544.43,-771.57,34.71,36.82,2025-11-23
EMP-1111,Manufacturing,Operator,4.37,45000,Statistics,54,50,4,0,,1,2023-05-24 00:00:00,On-the-job,0,0.0,50,0.0,0.0,34.71,36.82,2025-11-23
EMP-1111,Manufacturing,Operator,4.37,45000,Data Visualization,52,35,17,1,Applied Workshop,0,,,670,8.63,43,647.22,-22.78,34.71,36.82,2025-11-23
EMP-1111,Manufacturing,Operator,4.37,45000,Machine Learning,40,30,10,1,Technical Bootcamp / Mentorship,0,,,1149,5.83,35,437.27,-711.73,34.71,36.82,2025-11-23
EMP-1111,Manufacturing,Operator,4.37,45000,Domain Knowledge,62,53,9,0,,0,,,0,0.0,53,0.0,0.0,34.71,36.82,2025-11-23
EMP-1111,Manufacturing,Operator,4.37,45000,Communication,49,35,14,1,Soft skills workshop,1,2021-05-11 00:00:00,On-the-job,279,10.3,45,772.87,493.87,34.71,36.82,2025-11-23
EMP-1111,Manufacturing,Operator,4.37,45000,Project Management,60,42,18,1,Soft skills workshop,1,2023-02-13 00:00:00,On-the-job,226,10.58,52,793.35,567.35,34.71,36.82,2025-11-23
EMP-1111,Manufacturing,Operator,4.37,45000,ETL,75,79,-4,0,,0,,,0,0.0,79,0.0,0.0,34.71,36.82,2025-11-23
EMP-1111,Manufacturing,Operator,4.37,45000,Cloud,60,40,20,1,Technical Bootcamp / Mentorship,1,2022-10-21 00:00:00,Classroom,1536,8.14,48,610.53,-925.47,34.71,36.82,2025-11-23
EMP-1112,R&D,Operator,2.06,77700,Python,44,34,10,1,Technical Bootcamp / Mentorship,1,2022-08-27 00:00:00,Mentoring,1499,10.1,44,757.29,-741.71,30.0,30.0,2025-11-23
EMP-1112,R&D,Operator,2.06,77700,SQL,60,40,20,1,Technical Bootcamp / Mentorship,0,,,2012,12.97,52,972.97,-1039.03,30.0,30.0,2025-11-23
EMP-1112,R&D,Operator,2.06,77700,Statistics,50,32,18,1,Applied Workshop,0,,,684,9.27,41,695.47,11.47,30.0,30.0,2025-11-23
EMP-1112,R&D,Operator,2.06,77700,Data Visualization,52,34,18,1,Applied Workshop,1,2021-12-22 00:00:00,Workshop,500,9.82,43,736.85,236.85,30.0,30.0,2025-11-23
EMP-1112,R&D,Operator,2.06,77700,Machine Learning,43,21,22,1,Technical Bootcamp / Mentorship,0,,,1442,12.62,33,946.19,-495.81,30.0,30.0,2025-11-23
EMP-1112,R&D,Operator,2.06,77700,Domain Knowledge,60,44,16,1,Applied Workshop,1,2024-03-15 00:00:00,Classroom,502,10.5,54,787.66,285.66,30.0,30.0,2025-11-23
EMP-1112,R&D,Operator,2.06,77700,Communication,43,27,16,1,Soft skills workshop,0,,,212,11.41,38,855.67,643.67,30.0,30.0,2025-11-23
EMP-1112,R&D,Operator,2.06,77700,Project Management,54,34,20,1,Soft skills workshop,1,2025-09-09 00:00:00,Workshop,376,10.85,44,813.51,437.51,30.0,30.0,2025-11-23
EMP-1112,R&D,Operator,2.06,77700,ETL,61,48,13,1,Technical Bootcamp / Mentorship,0,,,2089,5.26,53,394.78,-1694.22,30.0,30.0,2025-11-23
EMP-1112,R&D,Operator,2.06,77700,Cloud,55,36,19,1,Technical Bootcamp / Mentorship,0,,,794,13.76,49,1031.89,237.89,30.0,30.0,2025-11-23
EMP-1113,Procurement,Technician,3.13,55950,Python,56,60,-4,0,,0,,,0,0.0,60,0.0,0.0,30.03,32.81,2025-11-23
EMP-1113,Procurement,Technician,3.13,55950,SQL,54,40,14,1,Technical Bootcamp / Mentorship,0,,,2435,9.25,49,694.06,-1740.94,30.03,32.81,2025-11-23
EMP-1113,Procurement,Technician,3.13,55950,Statistics,48,33,15,1,Applied Workshop,0,,,227,8.95,41,671.2,444.2,30.03,32.81,2025-11-23
EMP-1113,Procurement,Technician,3.13,55950,Data Visualization,48,31,17,1,Applied Workshop,1,2022-03-18 00:00:00,Mentoring,652,6.03,37,452.13,-199.87,30.03,32.81,2025-11-23
EMP-1113,Procurement,Technician,3.13,55950,Machine Learning,41,37,4,0,,1,2021-06-16 00:00:00,Mentoring,0,0.0,37,0.0,0.0,30.03,32.81,2025-11-23
EMP-1113,Procurement,Technician,3.13,55950,Domain Knowledge,69,61,8,0,,0,,,0,0.0,61,0.0,0.0,30.03,32.81,2025-11-23
EMP-1113,Procurement,Technician,3.13,55950,Communication,43,32,11,1,Soft skills workshop,2,2024-09-22 00:00:00,Classroom,67,6.16,38,461.92,394.92,30.03,32.81,2025-11-23
EMP-1113,Procurement,Technician,3.13,55950,Project Management,54,37,17,1,Soft skills workshop,0,,,116,13.64,50,1023.32,907.32,30.03,32.81,2025-11-23
EMP-1113,Procurement,Technician,3.13,55950,ETL,60,51,9,0,,0,,,0,0.0,51,0.0,0.0,30.03,32.81,2025-11-23
EMP-1113,Procurement,Technician,3.13,55950,Cloud,57,44,13,1,Technical Bootcamp / Mentorship,0,,,1209,8.07,52,605.38,-603.62,30.03,32.81,2025-11-23
EMP-1114,R&D,Supervisor,1.57,109674,Python,41,29,12,1,Technical Bootcamp / Mentorship,0,,,643,5.58,34,418.7,-224.3,30.0,30.0,2025-11-23
EMP-1114,R&D,Supervisor,1.57,109674,SQL,52,58,-6,0,,2,2022-04-06 00:00:00,Online Course,0,0.0,58,0.0,0.0,30.0,30.0,2025-11-23
EMP-1114,R&D,Supervisor,1.57,109674,Statistics,40,31,9,0,,0,,,0,0.0,31,0.0,0.0,30.0,30.0,2025-11-23
EMP-1114,R&D,Supervisor,1.57,109674,Data Visualization,47,34,13,1,Applied Workshop,3,2025-06-13 00:00:00,Workshop,238,9.99,43,749.16,511.16,30.0,30.0,2025-11-23
EMP-1114,R&D,Supervisor,1.57,109674,Machine Learning,42,45,-3,0,,1,2022-03-10 00:00:00,On-the-job,0,0.0,45,0.0,0.0,30.0,30.0,2025-11-23
EMP-1114,R&D,Supervisor,1.57,109674,Domain Knowledge,66,51,15,1,Applied Workshop,0,,,732,6.92,57,518.66,-213.34,30.0,30.0,2025-11-23
EMP-1114,R&D,Supervisor,1.57,109674,Communication,76,68,8,0,,0,,,0,0.0,68,0.0,0.0,30.0,30.0,2025-11-23
EMP-1114,R&D,Supervisor,1.57,109674,Project Management,78,57,21,1,Soft skills workshop,0,,,156,11.43,68,857.02,701.02,30.0,30.0,2025-11-23
EMP-1114,R&D,Supervisor,1.57,109674,ETL,55,35,20,1,Technical Bootcamp / Mentorship,0,,,1141,11.27,46,845.57,-295.43,30.0,30.0,2025-11-23
EMP-1114,R&D,Supervisor,1.57,109674,Cloud,54,38,16,1,Technical Bootcamp / Mentorship,2,2025-04-16 00:00:00,Workshop,878,6.78,44,508.38,-369.62,30.0,30.0,2025-11-23
EMP-1115,Logistics,Technician,1.54,73422,Python,48,34,14,1,Technical Bootcamp / Mentorship,1,2022-07-12 00:00:00,Mentoring,2485,8.46,42,634.42,-1850.58,30.0,34.78,2025-11-23
EMP-1115,Logistics,Technician,1.54,73422,SQL,56,32,24,1,Technical Bootcamp / Mentorship,0,,,745,17.46,49,1309.42,564.42,30.0,34.78,2025-11-23
EMP-1115,Logistics,Technician,1.54,73422,Statistics,55,54,1,0,,1,2025-04-20 00:00:00,Mentoring,0,0.0,54,0.0,0.0,30.0,34.78,2025-11-23
EMP-1115,Logistics,Technician,1.54,73422,Data Visualization,43,36,7,0,,2,2025-05-13 00:00:00,Classroom,0,0.0,36,0.0,0.0,30.0,34.78,2025-11-23
EMP-1115,Logistics,Technician,1.54,73422,Machine Learning,40,20,20,1,Technical Bootcamp / Mentorship,0,,,2199,7.39,27,554.37,-1644.63,30.0,34.78,2025-11-23
EMP-1115,Logistics,Technician,1.54,73422,Domain Knowledge,63,43,20,1,Applied Workshop,0,,,263,12.38,55,928.6,665.6,30.0,34.78,2025-11-23
EMP-1115,Logistics,Technician,1.54,73422,Communication,47,41,6,0,,0,,,0,0.0,41,0.0,0.0,30.0,34.78,2025-11-23
EMP-1115,Logistics,Technician,1.54,73422,Project Management,52,34,18,1,Soft skills workshop,0,,,137,9.78,43,733.74,596.74,30.0,34.78,2025-11-23
EMP-1115,Logistics,Technician,1.54,73422,ETL,61,48,13,1,Technical Bootcamp / Mentorship,2,2021-08-30 00:00:00,Online Course,1150,11.8,59,885.03,-264.97,30.0,34.78,2025-11-23
EMP-1115,Logistics,Technician,1.54,73422,Cloud,40,31,9,0,,0,,,0,0.0,31,0.0,0.0,30.0,34.78,2025-11-23
EMP-1116,Procurement,Technician,3.09,61703,Python,53,28,25,1,Technical Bootcamp / Mentorship,1,2022-04-09 00:00:00,On-the-job,824,15.63,43,1172.05,348.05,38.22,43.86,2025-11-23
EMP-1116,Procurement,Technician,3.09,61703,SQL,56,46,10,1,Technical Bootcamp / Mentorship,0,,,1881,2.19,48,164.3,-1716.7,38.22,43.86,2025-11-23
EMP-1116,Procurement,Technician,3.09,61703,Statistics,44,36,8,0,,0,,,0,0.0,36,0.0,0.0,38.22,43.86,2025-11-23
EMP-1116,Procurement,Technician,3.09,61703,Data Visualization,43,28,15,1,Applied Workshop,0,,,352,12.73,40,954.88,602.88,38.22,43.86,2025-11-23
EMP-1116,Procurement,Technician,3.09,61703,Machine Learning,60,73,-13,0,,0,,,0,0.0,73,0.0,0.0,38.22,43.86,2025-11-23
EMP-1116,Procurement,Technician,3.09,61703,Domain Knowledge,71,47,24,1,Applied Workshop,0,,,569,11.74,58,880.68,311.68,38.22,43.86,2025-11-23
EMP-1116,Procurement,Technician,3.09,61703,Communication,60,50,10,1,Soft skills workshop,0,,,178,5.4,55,404.85,226.85,38.22,43.86,2025-11-23
EMP-1116,Procurement,Technician,3.09,61703,Project Management,54,36,18,1,Soft skills workshop,1,2021-10-18 00:00:00,Workshop,114,13.37,49,1002.61,888.61,38.22,43.86,2025-11-23
EMP-1116,Procurement,Technician,3.09,61703,ETL,55,46,9,0,,0,,,0,0.0,46,0.0,0.0,38.22,43.86,2025-11-23
EMP-1116,Procurement,Technician,3.09,61703,Cloud,58,41,17,1,Technical Bootcamp / Mentorship,0,,,2007,10.52,51,789.02,-1217.98,38.22,43.86,2025-11-23
EMP-1117,Procurement,Manager,7.29,101557,Python,40,32,8,0,,1,2024-06-06 00:00:00,Online Course,0,0.0,32,0.0,0.0,37.93,44.59,2025-11-23
EMP-1117,Procurement,Manager,7.29,101557,SQL,50,33,17,1,Technical Bootcamp / Mentorship,0,,,1374,11.54,44,865.84,-508.16,37.93,44.59,2025-11-23
EMP-1117,Procurement,Manager,7.29,101557,Statistics,48,23,25,1,Applied Workshop,2,2023-12-21 00:00:00,On-the-job,392,14.09,37,1056.38,664.38,37.93,44.59,2025-11-23
EMP-1117,Procurement,Manager,7.29,101557,Data Visualization,51,46,5,0,,0,,,0,0.0,46,0.0,0.0,37.93,44.59,2025-11-23
EMP-1117,Procurement,Manager,7.29,101557,Machine Learning,56,47,9,0,,0,,,0,0.0,47,0.0,0.0,37.93,44.59,2025-11-23
EMP-1117,Procurement,Manager,7.29,101557,Domain Knowledge,69,71,-2,0,,0,,,0,0.0,71,0.0,0.0,37.93,44.59,2025-11-23
EMP-1117,Procurement,Manager,7.29,101557,Communication,80,69,11,1,Soft skills workshop,0,,,240,7.49,76,562.1,322.1,37.93,44.59,2025-11-23
EMP-1117,Procurement,Manager,7.29,101557,Project Management,77,66,11,1,Soft skills workshop,1,2023-09-21 00:00:00,Mentoring,197,7.02,73,526.69,329.69,37.93,44.59,2025-11-23
EMP-1117,Procurement,Manager,7.29,101557,ETL,44,38,6,0,,0,,,0,0.0,38,0.0,0.0,37.93,44.59,2025-11-23
EMP-1117,Procurement,Manager,7.29,101557,Cloud,52,37,15,1,Technical Bootcamp / Mentorship,0,,,1043,9.95,46,746.45,-296.55,37.93,44.59,2025-11-23
EMP-1118,Logistics,Technician,1.05,73017,Python,40,24,16,1,Technical Bootcamp / Mentorship,2,2021-05-12 00:00:00,Mentoring,2165,10.89,34,816.62,-1348.38,30.0,31.15,2025-11-23
EMP-1118,Logistics,Technician,1.05,73017,SQL,43,32,11,1,Technical Bootcamp / Mentorship,0,,,1713,7.11,39,533.06,-1179.94,30.0,31.15,2025-11-23
EMP-1118,Logistics,Technician,1.05,73017,Statistics,59,38,21,1,Applied Workshop,0,,,672,12.28,50,921.32,249.32,30.0,31.15,2025-11-23
EMP-1118,Logistics,Technician,1.05,73017,Data Visualization,48,31,17,1,Applied Workshop,1,2023-04-26 00:00:00,Classroom,673,8.28,39,621.36,-51.64,30.0,31.15,2025-11-23
EMP-1118,Logistics,Technician,1.05,73017,Machine Learning,48,35,13,1,Technical Bootcamp / Mentorship,0,,,1044,10.01,45,750.74,-293.26,30.0,31.15,2025-11-23
EMP-1118,Logistics,Technician,1.05,73017,Domain Knowledge,65,57,8,0,,2,2022-04-13 00:00:00,Classroom,0,0.0,57,0.0,0.0,30.0,31.15,2025-11-23
EMP-1118,Logistics,Technician,1.05,73017,Communication,47,30,17,1,Soft skills workshop,2,2025-11-04 00:00:00,Workshop,108,11.88,41,891.33,783.33,30.0,31.15,2025-11-23
EMP-1118,Logistics,Technician,1.05,73017,Project Management,45,36,9,0,,3,2023-01-10 00:00:00,Online Course,0,0.0,36,0.0,0.0,30.0,31.15,2025-11-23
EMP-1118,Logistics,Technician,1.05,73017,ETL,62,62,0,0,,1,2023-09-20 00:00:00,Online Course,0,0.0,62,0.0,0.0,30.0,31.15,2025-11-23
EMP-1118,Logistics,Technician,1.05,73017,Cloud,52,52,0,0,,1,2022-08-06 00:00:00,On-the-job,0,0.0,52,0.0,0.0,30.0,31.15,2025-11-23
EMP-1119,Logistics,Analyst,1.68,97007,Python,65,46,19,1,Technical Bootcamp / Mentorship,0,,,2288,12.77,58,957.88,-1330.12,30.58,41.28,2025-11-23
EMP-1119,Logistics,Analyst,1.68,97007,SQL,78,53,25,1,Technical Bootcamp / Mentorship,1,2025-09-22 00:00:00,Workshop,947,14.96,67,1121.86,174.86,30.58,41.28,2025-11-23
EMP-1119,Logistics,Analyst,1.68,97007,Statistics,84,86,-2,0,,1,2024-07-12 00:00:00,Classroom,0,0.0,86,0.0,0.0,30.58,41.28,2025-11-23
EMP-1119,Logistics,Analyst,1.68,97007,Data Visualization,73,59,14,1,Applied Workshop,0,,,333,12.16,71,912.16,579.16,30.58,41.28,2025-11-23
EMP-1119,Logistics,Analyst,1.68,97007,Machine Learning,65,64,1,0,,0,,,0,0.0,64,0.0,0.0,30.58,41.28,2025-11-23
EMP-1119,Logistics,Analyst,1.68,97007,Domain Knowledge,55,48,7,0,,3,2023-11-15 00:00:00,Workshop,0,0.0,48,0.0,0.0,30.58,41.28,2025-11-23
EMP-1119,Logistics,Analyst,1.68,97007,Communication,44,28,16,1,Soft skills workshop,1,2024-03-15 00:00:00,Mentoring,344,10.64,38,797.82,453.82,30.58,41.28,2025-11-23
EMP-1119,Logistics,Analyst,1.68,97007,Project Management,46,19,27,1,Soft skills workshop,0,,,159,18.49,37,1386.5,1227.5,30.58,41.28,2025-11-23
EMP-1119,Logistics,Analyst,1.68,97007,ETL,80,66,14,1,Technical Bootcamp / Mentorship,0,,,1777,10.86,76,814.53,-962.47,30.58,41.28,2025-11-23
EMP-1119,Logistics,Analyst,1.68,97007,Cloud,76,76,0,0,,0,,,0,0.0,76,0.0,0.0,30.58,41.28,2025-11-23
EMP-1120,Quality,Operator,1.41,61451,Python,42,29,13,1,Technical Bootcamp / Mentorship,0,,,1862,5.79,34,434.62,-1427.38,30.0,30.0,2025-11-23
EMP-1120,Quality,Operator,1.41,61451,SQL,57,48,9,0,,0,,,0,0.0,48,0.0,0.0,30.0,30.0,2025-11-23
EMP-1120,Quality,Operator,1.41,61451,Statistics,43,17,26,1,Applied Workshop,2,2025-06-18 00:00:00,Classroom,262,17.54,34,1315.19,1053.19,30.0,30.0,2025-11-23
EMP-1120,Quality,Operator,1.41,61451,Data Visualization,49,30,19,1,Applied Workshop,1,2023-06-05 00:00:00,Online Course,320,10.21,40,765.44,445.44,30.0,30.0,2025-11-23
EMP-1120,Quality,Operator,1.41,61451,Machine Learning,48,36,12,1,Technical Bootcamp / Mentorship,0,,,646,7.51,43,563.0,-83.0,30.0,30.0,2025-11-23
EMP-1120,Quality,Operator,1.41,61451,Domain Knowledge,67,61,6,0,,1,2024-02-23 00:00:00,Classroom,0,0.0,61,0.0,0.0,30.0,30.0,2025-11-23
EMP-1120,Quality,Operator,1.41,61451,Communication,48,37,11,1,Soft skills workshop,2,2021-03-10 00:00:00,Mentoring,225,3.91,40,293.25,68.25,30.0,30.0,2025-11-23
EMP-1120,Quality,Operator,1.41,61451,Project Management,55,40,15,1,Soft skills workshop,2,2024-01-06 00:00:00,Classroom,111,9.02,49,676.29,565.29,30.0,30.0,2025-11-23
EMP-1120,Quality,Operator,1.41,61451,ETL,64,47,17,1,Technical Bootcamp / Mentorship,0,,,1083,10.73,57,804.9,-278.1,30.0,30.0,2025-11-23
EMP-1120,Quality,Operator,1.41,61451,Cloud,42,30,12,1,Technical Bootcamp / Mentorship,1,2021-07-14 00:00:00,Online Course,687,8.72,38,654.25,-32.75,30.0,30.0,2025-11-23
EMP-1121,Manufacturing,Supervisor,4.01,112187,Python,56,44,12,1,Technical Bootcamp / Mentorship,0,,,2175,8.35,52,626.47,-1548.53,37.1,45.13,2025-11-23
EMP-1121,Manufacturing,Supervisor,4.01,112187,SQL,54,39,15,1,Technical Bootcamp / Mentorship,1,2021-03-31 00:00:00,Mentoring,2295,10.81,49,810.63,-1484.37,37.1,45.13,2025-11-23
EMP-1121,Manufacturing,Supervisor,4.01,112187,Statistics,44,29,15,1,Applied Workshop,0,,,536,10.96,39,822.11,286.11,37.1,45.13,2025-11-23
EMP-1121,Manufacturing,Supervisor,4.01,112187,Data Visualization,58,42,16,1,Applied Workshop,0,,,487,8.24,50,617.87,130.87,37.1,45.13,2025-11-23
EMP-1121,Manufacturing,Supervisor,4.01,112187,Machine Learning,53,31,22,1,Technical Bootcamp / Mentorship,1,2024-07-26 00:00:00,On-the-job,946,12.93,43,969.67,23.67,37.1,45.13,2025-11-23
EMP-1121,Manufacturing,Supervisor,4.01,112187,Domain Knowledge,77,76,1,0,,1,2024-08-12 00:00:00,Workshop,0,0.0,76,0.0,0.0,37.1,45.13,2025-11-23
EMP-1121,Manufacturing,Supervisor,4.01,112187,Communication,80,78,2,0,,0,,,0,0.0,78,0.0,0.0,37.1,45.13,2025-11-23
EMP-1121,Manufacturing,Supervisor,4.01,112187,Project Management,72,56,16,1,Soft skills workshop,0,,,50,11.01,67,825.93,775.93,37.1,45.13,2025-11-23
EMP-1121,Manufacturing,Supervisor,4.01,112187,ETL,58,43,15,1,Technical Bootcamp / Mentorship,1,2025-02-17 00:00:00,On-the-job,766,7.12,50,533.78,-232.22,37.1,45.13,2025-11-23
EMP-1121,Manufacturing,Supervisor,4.01,112187,Cloud,59,28,31,1,Technical Bootcamp / Mentorship,0,,,2342,18.29,46,1371.79,-970.21,37.1,45.13,2025-11-23
EMP-1122,Logistics,Engineer,0.6,73484,Python,68,46,22,1,Technical Bootcamp / Mentorship,1,2021-06-19 00:00:00,Mentoring,1996,14.3,60,1072.79,-923.21,30.53,41.0,2025-11-23
EMP-1122,Logistics,Engineer,0.6,73484,SQL,70,61,9,0,,0,,,0,0.0,61,0.0,0.0,30.53,41.0,2025-11-23
EMP-1122,Logistics,Engineer,0.6,73484,Statistics,79,73,6,0,,2,2025-05-10 00:00:00,Mentoring,0,0.0,73,0.0,0.0,30.53,41.0,2025-11-23
EMP-1122,Logistics,Engineer,0.6,73484,Data Visualization,83,71,12,1,Applied Workshop,1,2022-03-14 00:00:00,Mentoring,625,5.6,76,419.67,-205.33,30.53,41.0,2025-11-23
EMP-1122,Logistics,Engineer,0.6,73484,Machine Learning,67,46,21,1,Technical Bootcamp / Mentorship,1,2022-11-06 00:00:00,Online Course,1374,12.97,58,972.76,-401.24,30.53,41.0,2025-11-23
EMP-1122,Logistics,Engineer,0.6,73484,Domain Knowledge,43,33,10,1,Applied Workshop,1,2025-03-23 00:00:00,Mentoring,493,7.18,40,538.61,45.61,30.53,41.0,2025-11-23
EMP-1122,Logistics,Engineer,0.6,73484,Communication,60,53,7,0,,0,,,0,0.0,53,0.0,0.0,30.53,41.0,2025-11-23
EMP-1122,Logistics,Engineer,0.6,73484,Project Management,40,35,5,0,,0,,,0,0.0,35,0.0,0.0,30.53,41.0,2025-11-23
EMP-1122,Logistics,Engineer,0.6,73484,ETL,70,61,9,0,,0,,,0,0.0,61,0.0,0.0,30.53,41.0,2025-11-23
EMP-1122,Logistics,Engineer,0.6,73484,Cloud,76,58,18,1,Technical Bootcamp / Mentorship,0,,,1938,10.11,68,758.31,-1179.69,30.53,41.0,2025-11-23
EMP-1123,Logistics,Analyst,2.05,76680,Python,82,61,21,1,Technical Bootcamp / Mentorship,0,,,1730,13.82,74,1036.45,-693.55,35.01,37.44,2025-11-23
EMP-1123,Logistics,Analyst,2.05,76680,SQL,82,57,25,1,Technical Bootcamp / Mentorship,1,2023-07-24 00:00:00,Workshop,2311,13.74,70,1030.25,-1280.75,35.01,37.44,2025-11-23
EMP-1123,Logistics,Analyst,2.05,76680,Statistics,75,44,31,1,Applied Workshop,0,,,636,15.53,59,1165.12,529.12,35.01,37.44,2025-11-23
EMP-1123,Logistics,Analyst,2.05,76680,Data Visualization,85,85,0,0,,0,,,0,0.0,85,0.0,0.0,35.01,37.44,2025-11-23
EMP-1123,Logistics,Analyst,2.05,76680,Machine Learning,84,58,26,1,Technical Bootcamp / Mentorship,1,2023-10-10 00:00:00,Online Course,816,20.0,78,1500.0,684.0,35.01,37.44,2025-11-23
EMP-1123,Logistics,Analyst,2.05,76680,Domain Knowledge,56,32,24,1,Applied Workshop,1,2024-06-27 00:00:00,Mentoring,637,15.18,47,1138.75,501.75,35.01,37.44,2025-11-23
EMP-1123,Logistics,Analyst,2.05,76680,Communication,52,40,12,1,Soft skills workshop,1,2025-08-27 00:00:00,Online Course,91,4.64,44,348.32,257.32,35.01,37.44,2025-11-23
EMP-1123,Logistics,Analyst,2.05,76680,Project Management,47,43,4,0,,0,,,0,0.0,43,0.0,0.0,35.01,37.44,2025-11-23
EMP-1123,Logistics,Analyst,2.05,76680,ETL,66,41,25,1,Technical Bootcamp / Mentorship,0,,,893,14.05,55,1053.52,160.52,35.01,37.44,2025-11-23
EMP-1123,Logistics,Analyst,2.05,76680,Cloud,80,61,19,1,Technical Bootcamp / Mentorship,0,,,516,9.21,70,690.43,174.43,35.01,37.44,2025-11-23
EMP-1124,Logistics,Supervisor,6.53,105967,Python,47,27,20,1,Technical Bootcamp / Mentorship,1,2024-05-29 00:00:00,Workshop,1807,14.34,41,1075.37,-731.63,44.21,44.98,2025-11-23
EMP-1124,Logistics,Supervisor,6.53,105967,SQL,59,46,13,1,Technical Bootcamp / Mentorship,0,,,1414,8.06,54,604.38,-809.62,44.21,44.98,2025-11-23
EMP-1124,Logistics,Supervisor,6.53,105967,Statistics,56,40,16,1,Applied Workshop,0,,,389,10.72,50,804.1,415.1,44.21,44.98,2025-11-23
EMP-1124,Logistics,Supervisor,6.53,105967,Data Visualization,55,37,18,1,Applied Workshop,1,2022-05-17 00:00:00,Workshop,489,8.41,45,630.5,141.5,44.21,44.98,2025-11-23
EMP-1124,Logistics,Supervisor,6.53,105967,Machine Learning,46,28,18,1,Technical Bootcamp / Mentorship,0,,,1315,11.26,39,844.59,-470.41,44.21,44.98,2025-11-23
EMP-1124,Logistics,Supervisor,6.53,105967,Domain Knowledge,65,62,3,0,,0,,,0,0.0,62,0.0,0.0,44.21,44.98,2025-11-23
EMP-1124,Logistics,Supervisor,6.53,105967,Communication,65,63,2,0,,0,,,0,0.0,63,0.0,0.0,44.21,44.98,2025-11-23
EMP-1124,Logistics,Supervisor,6.53,105967,Project Management,80,72,8,0,,1,2022-10-09 00:00:00,Online Course,0,0.0,72,0.0,0.0,44.21,44.98,2025-11-23
EMP-1124,Logistics,Supervisor,6.53,105967,ETL,40,40,0,0,,0,,,0,0.0,40,0.0,0.0,44.21,44.98,2025-11-23
EMP-1124,Logistics,Supervisor,6.53,105967,Cloud,52,32,20,1,Technical Bootcamp / Mentorship,0,,,2443,12.58,44,943.85,-1499.15,44.21,44.98,2025-11-23
EMP-1125,Manufacturing,Supervisor,0.48,112891,Python,59,43,16,1,Technical Bootcamp / Mentorship,2,2025-06-03 00:00:00,Classroom,1025,10.6,53,794.67,-230.33,30.0,31.71,2025-11-23
EMP-1125,Manufacturing,Supervisor,0.48,112891,SQL,58,50,8,0,,0,,,0,0.0,50,0.0,0.0,30.0,31.71,2025-11-23
EMP-1125,Manufacturing,Supervisor,0.48,112891,Statistics,56,56,0,0,,4,2022-11-07 00:00:00,On-the-job,0,0.0,56,0.0,0.0,30.0,31.71,2025-11-23
EMP-1125,Manufacturing,Supervisor,0.48,112891,Data Visualization,58,48,10,1,Applied Workshop,3,2023-04-19 00:00:00,Mentoring,290,5.0,52,374.69,84.69,30.0,31.71,2025-11-23
EMP-1125,Manufacturing,Supervisor,0.48,112891,Machine Learning,46,34,12,1,Technical Bootcamp / Mentorship,0,,,1696,6.43,40,482.05,-1213.95,30.0,31.71,2025-11-23
