Timestamp,Machine_ID,Machine_Type,Fuel_Type,Shift,Operator_ID,Energy_Consumption_kWh,Energy_Predicted_kWh,Baseload_Drift_kWh,Cooling_Load_kWh,Fuel_Consumption,Compressed_Air_CFM,Voltage_Instability,Power_Factor,Ambient_Temp_C,Output_Units,Energy_Intensity_kWh_per_Unit,Peak_Load_Flag,Idle_Flag,Wastage_Severity,CO2_Emissions_kg
2024-01-07 20:00:00,MCH-1005,Welding,NaturalGas,B,OP-106,6.896,6.303,1.417,0.0,0.965,24.08,21.38,0.884,5.77,22,0.3135,0,0,0.09,2.51
2024-01-07 21:00:00,MCH-1005,Welding,NaturalGas,B,OP-100,6.905,6.82,2.684,0.0,0.967,24.31,14.23,0.83,13.03,21,0.3288,0,0,0.01,2.51
2024-01-07 22:00:00,MCH-1005,Welding,NaturalGas,C,OP-101,8.046,7.315,2.496,0.0,1.126,23.67,4.22,0.894,12.1,14,0.5747,0,0,0.1,2.93
2024-01-07 23:00:00,MCH-1005,Welding,NaturalGas,C,OP-102,6.047,6.161,2.699,0.0,0.847,8.31,8.75,0.891,13.99,22,0.2749,0,0,-0.02,2.2
2024-01-08 00:00:00,MCH-1005,Welding,NaturalGas,C,OP-100,7.212,7.438,0.544,0.0,1.01,15.35,12.36,0.947,15.84,21,0.3434,0,0,-0.03,2.63
2024-01-08 01:00:00,MCH-1005,Welding,NaturalGas,C,OP-101,4.326,4.221,2.854,0.0,0.606,11.48,4.6,0.787,21.98,19,0.2277,0,0,0.02,1.57
2024-01-08 02:00:00,MCH-1005,Welding,NaturalGas,C,OP-102,5.831,5.268,2.141,0.417,0.816,22.89,24.58,1.0,24.78,18,0.324,0,0,0.11,2.12
2024-01-08 03:00:00,MCH-1005,Welding,NaturalGas,C,OP-103,7.409,7.44,2.872,0.436,1.037,35.41,10.41,0.91,24.91,25,0.2963,0,0,-0.0,2.7
2024-01-08 04:00:00,MCH-1005,Welding,NaturalGas,C,OP-104,7.824,7.858,3.392,0.839,1.095,20.04,6.63,0.798,27.59,20,0.3912,0,0,-0.0,2.85
2024-01-08 05:00:00,MCH-1005,Welding,NaturalGas,C,OP-105,8.063,8.373,0.515,0.834,1.129,22.26,9.09,0.874,27.56,27,0.2986,0,0,-0.04,2.94
2024-01-08 06:00:00,MCH-1005,Welding,NaturalGas,A,OP-106,4.48,4.63,1.991,0.452,0.627,24.74,21.4,0.932,25.01,9,0.4978,0,0,-0.03,1.63
2024-01-08 07:00:00,MCH-1005,Welding,NaturalGas,A,OP-100,12.523,11.848,0.591,1.258,1.753,51.88,18.0,0.967,30.39,34,0.3683,0,0,0.06,4.56
2024-01-08 08:00:00,MCH-1005,Welding,NaturalGas,A,OP-101,13.868,13.071,1.514,0.514,1.941,64.44,0.72,0.985,25.43,36,0.3852,0,0,0.06,5.05
2024-01-08 09:00:00,MCH-1005,Welding,NaturalGas,A,OP-102,13.621,14.158,2.352,0.508,1.907,44.27,3.53,0.905,25.39,33,0.4128,0,0,-0.04,4.96
2024-01-08 10:00:00,MCH-1005,Welding,NaturalGas,A,OP-103,11.586,10.663,1.641,0.0,1.622,37.31,2.73,0.841,21.16,37,0.3131,0,0,0.09,4.22
2024-01-08 11:00:00,MCH-1005,Welding,NaturalGas,A,OP-104,15.834,15.038,2.234,0.0,2.217,94.94,23.21,0.875,17.71,52,0.3045,1,0,0.05,5.76
2024-01-08 12:00:00,MCH-1005,Welding,NaturalGas,A,OP-105,13.974,14.215,2.842,0.0,1.956,15.67,2.36,0.845,16.35,36,0.3882,0,0,-0.02,5.09
2024-01-08 13:00:00,MCH-1005,Welding,NaturalGas,A,OP-106,13.761,13.261,2.935,0.0,1.927,88.33,0.86,0.943,14.24,39,0.3529,0,0,0.04,5.01
2024-01-08 14:00:00,MCH-1005,Welding,NaturalGas,B,OP-100,12.956,11.775,2.377,0.0,1.814,54.88,9.1,0.807,15.43,37,0.3502,0,0,0.1,4.72
2024-01-08 15:00:00,MCH-1005,Welding,NaturalGas,B,OP-101,14.549,14.288,3.029,0.0,2.037,39.92,21.46,0.868,6.5,39,0.3731,0,0,0.02,5.3
2024-01-08 16:00:00,MCH-1005,Welding,NaturalGas,B,OP-102,15.089,15.505,1.498,0.0,2.113,50.91,18.7,0.805,8.36,40,0.3772,0,0,-0.03,5.49
2024-01-08 17:00:00,MCH-1005,Welding,NaturalGas,B,OP-103,14.345,13.131,3.26,0.0,2.008,64.29,6.83,0.903,11.49,49,0.2927,0,0,0.09,5.22
2024-01-08 18:00:00,MCH-1005,Welding,NaturalGas,B,OP-104,12.515,12.016,1.04,0.0,1.752,60.35,11.13,0.872,8.56,29,0.4316,0,0,0.04,4.56
2024-01-08 19:00:00,MCH-1005,Welding,NaturalGas,B,OP-105,13.371,13.163,2.691,0.0,1.872,79.44,5.41,0.931,8.51,37,0.3614,0,0,0.02,4.87
2024-01-08 20:00:00,MCH-1005,Welding,NaturalGas,B,OP-106,5.985,5.974,0.817,0.0,0.838,28.7,8.03,0.887,7.09,17,0.3521,0,0,0.0,2.18
2024-01-08 21:00:00,MCH-1005,Welding,NaturalGas,B,OP-100,6.256,6.45,2.36,0.0,0.876,14.98,13.32,0.846,13.06,15,0.4171,0,0,-0.03,2.28
2024-01-08 22:00:00,MCH-1005,Welding,NaturalGas,C,OP-101,6.216,6.349,2.46,0.0,0.87,19.67,17.28,0.933,14.47,18,0.3453,0,0,-0.02,2.26
2024-01-08 23:00:00,MCH-1005,Welding,NaturalGas,C,OP-102,5.997,6.198,3.23,0.0,0.84,24.29,19.88,0.832,14.23,10,0.5997,0,0,-0.03,2.18
2024-01-09 00:00:00,MCH-1005,Welding,NaturalGas,C,OP-100,6.098,5.938,1.68,0.065,0.854,22.11,10.13,0.861,22.43,15,0.4065,0,0,0.03,2.22
2024-01-09 01:00:00,MCH-1005,Welding,NaturalGas,C,OP-101,4.853,4.917,1.121,0.163,0.679,5.93,47.22,0.916,23.09,9,0.5392,0,0,-0.01,1.77
2024-01-09 02:00:00,MCH-1005,Welding,NaturalGas,C,OP-102,5.891,5.636,3.375,0.0,0.825,32.54,5.53,0.841,20.87,17,0.3465,0,0,0.05,2.14
2024-01-09 03:00:00,MCH-1005,Welding,NaturalGas,C,OP-103,6.508,6.233,2.935,0.048,0.911,13.89,30.76,0.894,22.32,18,0.3616,0,0,0.04,2.37
2024-01-09 04:00:00,MCH-1005,Welding,NaturalGas,C,OP-104,7.176,7.318,2.087,0.645,1.005,42.23,0.12,0.833,26.3,13,0.552,0,0,-0.02,2.61
2024-01-09 05:00:00,MCH-1005,Welding,NaturalGas,C,OP-105,5.81,5.244,3.211,1.188,0.813,32.83,11.65,0.871,29.92,12,0.4841,0,0,0.11,2.11
2024-01-09 06:00:00,MCH-1005,Welding,NaturalGas,A,OP-106,6.299,5.729,3.163,1.525,0.882,21.47,4.8,0.863,32.17,24,0.2625,0,0,0.1,2.29
2024-01-09 07:00:00,MCH-1005,Welding,NaturalGas,A,OP-100,13.557,12.661,1.668,1.077,1.898,31.27,3.26,0.864,29.18,42,0.3228,0,0,0.07,4.93
2024-01-09 08:00:00,MCH-1005,Welding,NaturalGas,A,OP-101,12.939,12.2,2.204,0.863,1.812,27.23,16.26,0.948,27.75,34,0.3806,0,0,0.06,4.71
2024-01-09 09:00:00,MCH-1005,Welding,NaturalGas,A,OP-102,16.074,16.019,0.692,0.701,2.25,48.28,30.17,0.912,26.67,40,0.4018,1,0,0.0,5.85
2024-01-09 10:00:00,MCH-1005,Welding,NaturalGas,A,OP-103,14.665,15.206,0.726,0.0,2.053,65.8,7.7,0.89,21.33,48,0.3055,0,0,-0.04,5.34
2024-01-09 11:00:00,MCH-1005,Welding,NaturalGas,A,OP-104,14.588,13.382,2.533,0.0,2.042,62.05,7.14,0.892,20.62,34,0.4291,0,0,0.09,5.31
2024-01-09 12:00:00,MCH-1005,Welding,NaturalGas,A,OP-105,14.696,15.064,2.659,0.0,2.057,31.58,29.2,0.868,15.11,35,0.4199,0,0,-0.02,5.35
2024-01-09 13:00:00,MCH-1005,Welding,NaturalGas,A,OP-106,14.067,13.358,0.916,0.0,1.969,70.49,6.32,0.876,18.33,37,0.3802,0,0,0.05,5.12
2024-01-09 14:00:00,MCH-1005,Welding,NaturalGas,B,OP-100,12.875,13.403,2.061,0.0,1.802,22.1,6.2,0.935,17.51,43,0.2994,0,0,-0.04,4.69
2024-01-09 15:00:00,MCH-1005,Welding,NaturalGas,B,OP-101,13.826,13.107,0.173,0.0,1.936,52.91,6.62,0.835,10.73,38,0.3639,0,0,0.05,5.03
2024-01-09 16:00:00,MCH-1005,Welding,NaturalGas,B,OP-102,12.346,11.869,1.29,0.0,1.728,83.64,8.52,0.907,12.4,42,0.2939,0,0,0.04,4.49
2024-01-09 17:00:00,MCH-1005,Welding,NaturalGas,B,OP-103,16.207,14.743,2.502,0.0,2.269,33.66,25.65,0.876,6.14,45,0.3601,0,0,0.1,5.9
2024-01-09 18:00:00,MCH-1005,Welding,NaturalGas,B,OP-104,11.877,10.696,1.418,0.0,1.663,45.05,22.49,0.946,7.42,36,0.3299,0,0,0.11,4.32
2024-01-09 19:00:00,MCH-1005,Welding,NaturalGas,B,OP-105,13.27,13.69,2.595,0.0,1.858,65.37,30.26,0.791,7.39,30,0.4423,0,0,-0.03,4.83
2024-01-09 20:00:00,MCH-1005,Welding,NaturalGas,B,OP-106,5.816,5.486,4.437,0.0,0.814,30.73,0.88,0.87,10.8,12,0.4847,0,0,0.06,2.12
2024-01-09 21:00:00,MCH-1005,Welding,NaturalGas,B,OP-100,6.357,6.517,1.742,0.0,0.89,18.15,20.71,0.905,9.54,13,0.489,0,0,-0.02,2.31
2024-01-09 22:00:00,MCH-1005,Welding,NaturalGas,C,OP-101,5.255,4.948,2.188,0.0,0.736,27.67,0.98,0.887,9.33,18,0.2919,0,0,0.06,1.91
2024-01-09 23:00:00,MCH-1005,Welding,NaturalGas,C,OP-102,5.999,5.515,1.706,0.0,0.84,9.69,3.87,0.911,13.87,14,0.4285,0,0,0.09,2.18
2024-01-10 00:00:00,MCH-1005,Welding,NaturalGas,C,OP-100,6.809,6.226,2.314,0.0,0.953,29.56,20.04,0.906,17.27,22,0.3095,0,0,0.09,2.48
2024-01-10 01:00:00,MCH-1005,Welding,NaturalGas,C,OP-101,7.272,7.606,2.099,0.098,1.018,47.86,0.79,0.832,22.65,18,0.404,0,0,-0.04,2.65
2024-01-10 02:00:00,MCH-1005,Welding,NaturalGas,C,OP-102,6.225,6.358,0.654,0.0,0.872,28.71,14.02,0.814,21.62,17,0.3662,0,0,-0.02,2.27
2024-01-10 03:00:00,MCH-1005,Welding,NaturalGas,C,OP-103,5.732,5.37,2.961,0.0,0.802,34.7,23.01,1.0,21.17,15,0.3821,0,0,0.07,2.09
2024-01-10 04:00:00,MCH-1005,Welding,NaturalGas,C,OP-104,4.254,4.051,2.311,0.72,0.596,19.88,7.44,0.987,26.8,7,0.6077,0,0,0.05,1.55
2024-01-10 05:00:00,MCH-1005,Welding,NaturalGas,C,OP-105,6.695,6.737,2.621,1.016,0.937,20.19,1.38,0.915,28.77,19,0.3523,0,0,-0.01,2.44
2024-01-10 06:00:00,MCH-1005,Welding,NaturalGas,A,OP-106,6.251,6.095,0.23,0.731,0.875,18.76,9.93,0.922,26.88,14,0.4465,0,0,0.03,2.28
2024-01-10 07:00:00,MCH-1005,Welding,NaturalGas,A,OP-100,11.972,12.328,1.313,0.95,1.676,47.46,5.99,0.932,28.33,38,0.3151,0,0,-0.03,4.36
2024-01-10 08:00:00,MCH-1005,Welding,NaturalGas,A,OP-101,13.355,12.587,2.809,1.244,1.87,23.57,17.74,0.797,30.29,38,0.3514,0,0,0.06,4.86
2024-01-10 09:00:00,MCH-1005,Welding,NaturalGas,A,OP-102,12.663,12.943,4.2,0.323,1.773,37.02,1.57,0.953,24.15,31,0.4085,0,0,-0.02,4.61
2024-01-10 10:00:00,MCH-1005,Welding,NaturalGas,A,OP-103,15.017,15.531,2.19,0.036,2.102,24.81,16.2,0.855,22.24,34,0.4417,0,0,-0.03,5.47
2024-01-10 11:00:00,MCH-1005,Welding,NaturalGas,A,OP-104,12.195,12.758,3.088,0.0,1.707,51.22,19.57,0.904,17.26,34,0.3587,0,0,-0.04,4.44
2024-01-10 12:00:00,MCH-1005,Welding,NaturalGas,A,OP-105,14.072,13.992,0.591,0.0,1.97,73.43,19.73,0.94,16.66,37,0.3803,0,0,0.01,5.12
2024-01-10 13:00:00,MCH-1005,Welding,NaturalGas,A,OP-106,13.296,13.079,0.725,0.0,1.861,86.2,10.54,0.799,15.22,37,0.3594,0,0,0.02,4.84
2024-01-10 14:00:00,MCH-1005,Welding,NaturalGas,B,OP-100,13.091,12.616,3.559,0.0,1.833,76.73,0.34,0.848,15.84,32,0.4091,0,0,0.04,4.76
2024-01-10 15:00:00,MCH-1005,Welding,NaturalGas,B,OP-101,12.735,11.823,2.005,0.0,1.783,18.28,16.24,0.837,8.94,46,0.2769,0,0,0.08,4.64
2024-01-10 16:00:00,MCH-1005,Welding,NaturalGas,B,OP-102,12.363,12.642,2.401,0.0,1.731,22.18,2.97,0.837,9.36,37,0.3341,0,0,-0.02,4.5
2024-01-10 17:00:00,MCH-1005,Welding,NaturalGas,B,OP-103,14.942,15.231,1.541,0.0,2.092,72.89,9.96,0.809,7.71,37,0.4038,1,0,-0.02,5.44
2024-01-10 18:00:00,MCH-1005,Welding,NaturalGas,B,OP-104,13.372,12.662,2.51,0.0,1.872,50.4,5.59,0.775,7.27,38,0.3519,0,0,0.06,4.87
2024-01-10 19:00:00,MCH-1005,Welding,NaturalGas,B,OP-105,14.677,15.314,2.101,0.0,2.055,94.54,10.43,0.91,7.39,41,0.358,0,0,-0.04,5.34
2024-01-10 20:00:00,MCH-1005,Welding,NaturalGas,B,OP-106,5.602,5.474,3.083,0.0,0.784,31.02,11.03,0.888,10.22,17,0.3295,0,0,0.02,2.04
2024-01-10 21:00:00,MCH-1005,Welding,NaturalGas,B,OP-100,6.885,6.879,0.59,0.0,0.964,31.63,2.66,0.93,12.38,25,0.2754,0,0,0.0,2.51
2024-01-10 22:00:00,MCH-1005,Welding,NaturalGas,C,OP-101,6.362,6.023,1.752,0.0,0.891,41.1,1.99,0.904,14.26,17,0.3743,0,0,0.06,2.32
2024-01-10 23:00:00,MCH-1005,Welding,NaturalGas,C,OP-102,5.924,6.03,1.951,0.0,0.829,17.51,16.11,0.873,17.35,13,0.4557,0,0,-0.02,2.16
2024-01-11 00:00:00,MCH-1005,Welding,NaturalGas,C,OP-100,5.607,5.684,2.94,0.0,0.785,28.04,11.86,0.88,19.5,10,0.5607,0,0,-0.01,2.04
2024-01-11 01:00:00,MCH-1005,Welding,NaturalGas,C,OP-101,5.751,5.819,1.534,0.0,0.805,14.28,17.28,0.881,19.16,11,0.5228,0,0,-0.01,2.09
2024-01-11 02:00:00,MCH-1005,Welding,NaturalGas,C,OP-102,5.475,5.669,2.14,0.014,0.766,11.79,35.39,0.884,22.09,23,0.238,0,0,-0.03,1.99
2024-01-11 03:00:00,MCH-1005,Welding,NaturalGas,C,OP-103,5.872,6.085,3.031,0.614,0.822,42.63,25.67,0.857,26.09,12,0.4893,0,0,-0.04,2.14
2024-01-11 04:00:00,MCH-1005,Welding,NaturalGas,C,OP-104,7.134,6.448,3.172,0.934,0.999,37.62,17.45,0.856,28.23,22,0.3243,0,0,0.11,2.6
2024-01-11 05:00:00,MCH-1005,Welding,NaturalGas,C,OP-105,7.387,7.691,1.529,0.438,1.034,18.63,5.62,0.854,24.92,15,0.4924,0,0,-0.04,2.69
2024-01-11 06:00:00,MCH-1005,Welding,NaturalGas,A,OP-106,5.875,5.816,2.897,0.679,0.823,23.32,18.01,0.918,26.53,13,0.452,0,0,0.01,2.14
2024-01-11 07:00:00,MCH-1005,Welding,NaturalGas,A,OP-100,13.724,13.534,1.72,1.657,1.921,18.03,27.01,0.978,33.05,33,0.4159,0,0,0.01,5.0
2024-01-11 08:00:00,MCH-1005,Welding,NaturalGas,A,OP-101,13.17,12.314,1.196,0.389,1.844,53.77,10.93,0.919,24.59,39,0.3377,0,0,0.07,4.79
2024-01-11 09:00:00,MCH-1005,Welding,NaturalGas,A,OP-102,14.026,12.879,2.775,0.763,1.964,37.11,8.61,0.939,27.08,33,0.425,0,0,0.09,5.11
2024-01-11 10:00:00,MCH-1005,Welding,NaturalGas,A,OP-103,12.702,12.374,1.831,0.67,1.778,82.8,5.09,0.87,26.47,34,0.3736,0,0,0.03,4.62
2024-01-11 11:00:00,MCH-1005,Welding,NaturalGas,A,OP-104,14.538,14.571,1.213,0.0,2.035,81.66,34.63,0.967,21.98,43,0.3381,1,0,-0.0,5.29
2024-01-11 12:00:00,MCH-1005,Welding,NaturalGas,A,OP-105,13.42,13.937,2.779,0.0,1.879,19.27,1.55,0.829,17.56,40,0.3355,0,0,-0.04,4.88
2024-01-11 13:00:00,MCH-1005,Welding,NaturalGas,A,OP-106,13.805,14.197,0.442,0.0,1.933,21.29,0.75,0.856,13.29,38,0.3633,0,0,-0.03,5.02
2024-01-11 14:00:00,MCH-1005,Welding,NaturalGas,B,OP-100,13.63,12.469,1.934,0.0,1.908,17.75,3.51,0.838,14.07,36,0.3786,0,0,0.09,4.96
2024-01-11 15:00:00,MCH-1005,Welding,NaturalGas,B,OP-101,12.179,11.65,0.504,0.0,1.705,15.93,3.62,0.856,11.71,33,0.3691,0,0,0.05,4.43
2024-01-11 16:00:00,MCH-1005,Welding,NaturalGas,B,OP-102,12.701,12.93,3.84,0.0,1.778,28.64,9.69,0.763,9.15,42,0.3024,0,0,-0.02,4.62
2024-01-11 17:00:00,MCH-1005,Welding,NaturalGas,B,OP-103,12.049,11.195,1.682,0.0,1.687,66.41,0.44,0.889,9.84,41,0.2939,0,0,0.08,4.39
2024-01-11 18:00:00,MCH-1005,Welding,NaturalGas,B,OP-104,12.056,11.249,1.76,0.0,1.688,57.44,16.79,0.905,8.73,38,0.3173,0,0,0.07,4.39
2024-01-11 19:00:00,MCH-1005,Welding,NaturalGas,B,OP-105,13.828,14.041,2.828,0.0,1.936,32.86,7.22,1.0,9.09,38,0.3639,0,0,-0.02,5.03
2024-01-11 20:00:00,MCH-1005,Welding,NaturalGas,B,OP-106,7.576,7.069,0.893,0.0,1.061,23.09,33.72,0.897,7.5,21,0.3607,0,0,0.07,2.76
2024-01-11 21:00:00,MCH-1005,Welding,NaturalGas,B,OP-100,7.131,6.943,1.624,0.0,0.998,18.99,14.13,0.872,10.88,14,0.5094,0,0,0.03,2.6
2024-01-11 22:00:00,MCH-1005,Welding,NaturalGas,C,OP-101,7.374,7.433,2.725,0.0,1.032,28.57,10.44,0.936,10.12,15,0.4916,0,0,-0.01,2.68
2024-01-11 23:00:00,MCH-1005,Welding,NaturalGas,C,OP-102,7.219,6.955,2.347,0.0,1.011,36.35,19.63,0.792,17.3,17,0.4247,0,0,0.04,2.63
2024-01-12 00:00:00,MCH-1005,Welding,NaturalGas,C,OP-100,6.808,6.373,3.456,0.0,0.953,8.66,15.27,0.844,15.68,14,0.4863,0,0,0.07,2.48
2024-01-12 01:00:00,MCH-1005,Welding,NaturalGas,C,OP-101,7.174,7.341,2.097,0.0,1.004,27.55,5.91,0.85,19.59,16,0.4484,0,0,-0.02,2.61
2024-01-12 02:00:00,MCH-1005,Welding,NaturalGas,C,OP-102,8.043,7.527,3.567,0.322,1.126,47.11,17.46,0.857,24.14,23,0.3497,0,0,0.07,2.93
2024-01-12 03:00:00,MCH-1005,Welding,NaturalGas,C,OP-103,6.163,6.465,2.88,0.242,0.863,35.58,5.42,0.879,23.61,16,0.3852,0,0,-0.05,2.24
2024-01-12 04:00:00,MCH-1005,Welding,NaturalGas,C,OP-104,5.408,5.413,0.818,0.356,0.757,32.27,23.82,0.954,24.37,16,0.338,0,0,-0.0,1.97
2024-01-12 05:00:00,MCH-1005,Welding,NaturalGas,C,OP-105,7.692,7.527,1.815,1.292,1.077,15.35,12.78,0.862,30.61,20,0.3846,0,0,0.02,2.8
2024-01-12 06:00:00,MCH-1005,Welding,NaturalGas,A,OP-106,6.399,6.061,1.342,1.268,0.896,37.65,17.92,0.856,30.46,18,0.3555,0,0,0.06,2.33
2024-01-12 07:00:00,MCH-1005,Welding,NaturalGas,A,OP-100,14.395,14.217,2.125,0.81,2.015,75.18,7.95,0.896,27.4,35,0.4113,0,0,0.01,5.24
2024-01-12 08:00:00,MCH-1005,Welding,NaturalGas,A,OP-101,14.164,14.246,2.228,0.612,1.983,31.46,4.32,0.862,26.08,41,0.3455,0,0,-0.01,5.16
2024-01-12 09:00:00,MCH-1005,Welding,NaturalGas,A,OP-102,12.762,13.291,1.179,0.217,1.787,63.2,17.38,0.833,23.45,33,0.3867,0,0,-0.04,4.65
2024-01-12 10:00:00,MCH-1005,Welding,NaturalGas,A,OP-103,15.788,14.402,0.753,0.0,2.21,86.9,17.11,0.846,20.83,45,0.3508,0,0,0.1,5.75
2024-01-12 11:00:00,MCH-1005,Welding,NaturalGas,A,OP-104,14.185,14.449,2.153,0.0,1.986,88.64,4.07,0.868,19.22,41,0.346,0,0,-0.02,5.16
2024-01-12 12:00:00,MCH-1005,Welding,NaturalGas,A,OP-105,12.273,11.42,1.631,0.0,1.718,48.29,13.51,0.984,13.84,45,0.2727,0,0,0.07,4.47
2024-01-12 13:00:00,MCH-1005,Welding,NaturalGas,A,OP-106,13.255,12.905,0.246,0.0,1.856,56.31,32.58,0.892,16.06,38,0.3488,0,0,0.03,4.82
2024-01-12 14:00:00,MCH-1005,Welding,NaturalGas,B,OP-100,13.187,12.597,2.607,0.0,1.846,63.48,18.56,0.867,14.41,39,0.3381,0,0,0.05,4.8
2024-01-12 15:00:00,MCH-1005,Welding,NaturalGas,B,OP-101,13.47,13.17,1.587,0.0,1.886,42.37,8.82,0.891,13.17,34,0.3962,0,0,0.02,4.9
2024-01-12 16:00:00,MCH-1005,Welding,NaturalGas,B,OP-102,11.376,11.816,1.765,0.0,1.593,15.43,1.13,0.932,10.91,39,0.2917,0,0,-0.04,4.14
2024-01-12 17:00:00,MCH-1005,Welding,NaturalGas,B,OP-103,15.795,14.878,1.162,0.0,2.211,64.76,40.94,0.923,10.11,39,0.405,0,0,0.06,5.75
2024-01-12 18:00:00,MCH-1005,Welding,NaturalGas,B,OP-104,13.392,12.488,2.068,0.0,1.875,25.56,7.8,0.855,9.08,33,0.4058,0,0,0.07,4.87
2024-01-12 19:00:00,MCH-1005,Welding,NaturalGas,B,OP-105,13.631,12.613,2.542,0.0,1.908,43.78,10.35,0.896,9.56,38,0.3587,0,0,0.08,4.96
2024-01-12 20:00:00,MCH-1005,Welding,NaturalGas,B,OP-106,6.64,6.027,1.404,0.0,0.93,36.39,21.79,0.781,11.65,20,0.332,0,0,0.1,2.42
2024-01-12 21:00:00,MCH-1005,Welding,NaturalGas,B,OP-100,7.556,7.211,2.067,0.0,1.058,46.63,4.0,0.863,12.35,24,0.3148,0,0,0.05,2.75
2024-01-12 22:00:00,MCH-1005,Welding,NaturalGas,C,OP-101,5.404,5.261,1.783,0.0,0.757,14.61,11.89,0.928,11.24,11,0.4913,0,0,0.03,1.97
2024-01-12 23:00:00,MCH-1005,Welding,NaturalGas,C,OP-102,6.678,6.383,0.298,0.0,0.935,21.52,0.24,0.904,15.49,18,0.371,0,0,0.05,2.43
2024-01-13 00:00:00,MCH-1005,Welding,NaturalGas,C,OP-100,8.128,7.455,2.238,0.0,1.138,31.14,5.13,0.933,17.65,19,0.4278,0,0,0.09,2.96
2024-01-13 01:00:00,MCH-1005,Welding,NaturalGas,C,OP-101,7.187,7.022,0.979,0.0,1.006,14.34,12.79,0.831,18.0,24,0.2994,0,0,0.02,2.62
2024-01-13 02:00:00,MCH-1005,Welding,NaturalGas,C,OP-102,5.431,5.181,0.777,0.0,0.76,25.5,15.37,0.862,21.38,13,0.4177,0,0,0.05,1.98
2024-01-13 03:00:00,MCH-1005,Welding,NaturalGas,C,OP-103,7.353,7.624,1.099,0.437,1.029,34.97,30.56,0.861,24.91,19,0.387,0,0,-0.04,2.68
2024-01-13 04:00:00,MCH-1005,Welding,NaturalGas,C,OP-104,6.512,6.345,0.0,0.74,0.912,18.84,11.21,0.965,26.94,18,0.3618,0,0,0.03,2.37
2024-01-13 05:00:00,MCH-1005,Welding,NaturalGas,C,OP-105,6.125,6.4,1.856,0.83,0.858,23.91,1.43,0.991,27.53,12,0.5104,0,0,-0.04,2.23
2024-01-13 06:00:00,MCH-1005,Welding,NaturalGas,A,OP-106,7.591,6.943,3.709,0.721,1.063,30.92,10.3,0.926,26.81,18,0.4217,0,0,0.09,2.76
2024-01-13 07:00:00,MCH-1005,Welding,NaturalGas,A,OP-100,13.316,13.64,1.414,1.367,1.864,58.83,13.42,0.855,31.11,35,0.3805,0,0,-0.02,4.85
2024-01-13 08:00:00,MCH-1005,Welding,NaturalGas,A,OP-101,12.686,13.183,2.374,0.737,1.776,39.38,27.45,0.872,26.91,37,0.3429,0,0,-0.04,4.62
2024-01-13 09:00:00,MCH-1005,Welding,NaturalGas,A,OP-102,14.699,14.246,3.265,0.44,2.058,40.15,12.36,0.917,24.94,40,0.3675,0,0,0.03,5.35
2024-01-13 10:00:00,MCH-1005,Welding,NaturalGas,A,OP-103,11.927,12.09,0.567,0.0,1.67,19.49,21.52,0.967,20.62,36,0.3313,0,0,-0.01,4.34
2024-01-13 11:00:00,MCH-1005,Welding,NaturalGas,A,OP-104,13.939,14.317,1.16,0.0,1.951,84.75,9.62,0.913,19.06,34,0.41,0,0,-0.03,5.07
2024-01-13 12:00:00,MCH-1005,Welding,NaturalGas,A,OP-105,14.096,13.565,1.002,0.0,1.973,52.8,29.42,0.993,19.54,32,0.4405,0,0,0.04,5.13
2024-01-13 13:00:00,MCH-1005,Welding,NaturalGas,A,OP-106,13.406,13.396,1.776,0.0,1.877,67.05,10.46,0.883,18.34,38,0.3528,0,0,0.0,4.88
2024-01-13 14:00:00,MCH-1005,Welding,NaturalGas,B,OP-100,12.794,12.302,1.898,0.0,1.791,40.46,1.49,0.91,14.87,39,0.328,0,0,0.04,4.66
2024-01-13 15:00:00,MCH-1005,Welding,NaturalGas,B,OP-101,13.948,13.575,1.157,0.0,1.953,27.39,12.47,0.955,10.42,40,0.3487,0,0,0.03,5.08
2024-01-13 16:00:00,MCH-1005,Welding,NaturalGas,B,OP-102,12.323,11.573,2.088,0.0,1.725,51.74,3.42,0.917,8.78,39,0.316,0,0,0.06,4.49
2024-01-13 17:00:00,MCH-1005,Welding,NaturalGas,B,OP-103,13.571,13.464,0.757,0.0,1.9,18.05,30.36,0.86,9.16,41,0.331,0,0,0.01,4.94
2024-01-13 18:00:00,MCH-1005,Welding,NaturalGas,B,OP-104,13.759,13.672,0.16,0.0,1.926,41.25,2.84,0.862,7.19,43,0.32,0,0,0.01,5.01
2024-01-13 19:00:00,MCH-1005,Welding,NaturalGas,B,OP-105,13.534,13.558,3.139,0.0,1.895,79.35,3.23,0.919,5.39,34,0.3981,0,0,-0.0,4.93
2024-01-13 20:00:00,MCH-1005,Welding,NaturalGas,B,OP-106,6.774,6.486,1.529,0.0,0.948,13.61,29.81,0.806,8.57,23,0.2945,0,0,0.04,2.47
2024-01-13 21:00:00,MCH-1005,Welding,NaturalGas,B,OP-100,5.503,5.089,2.299,0.0,0.77,23.11,5.78,0.842,12.26,12,0.4586,0,0,0.08,2.0
2024-01-13 22:00:00,MCH-1005,Welding,NaturalGas,C,OP-101,6.131,5.884,1.26,0.0,0.858,19.33,7.61,0.964,15.08,11,0.5574,0,0,0.04,2.23
