Order_ID,Customer_ID,Order_Date,Warehouse,Region,Product_Type,Channel,Processing_Delay_Hrs,Picking_Delay_Hrs,Packing_Delay_Hrs,Dispatch_Delay_Hrs,Transport_Delay_Hrs,Total_Fulfillment_Hours,SLA_Hours,SLA_Breach_Flag,Order_Qty,Fulfilled_Qty,Qty_Accuracy,Short_Ship_Flag,Root_Cause,Priority,Fulfillment_Completed_At,Shipping_Cost,Delay_Cost
ORD-101358,CUST-745,2023-07-23 16:14:00,WH-West,South,Electronics,B2B,0.22,0.46,0.62,8.77,5.84,15.91,48,0,428,414,0.967,1,Transport Issue,Low,2023-07-24 08:08:23.552614,154.43,568.5
ORD-101359,CUST-723,2023-08-29 17:31:00,WH-South,South,FMCG,Online,0.24,0.45,0.26,0.99,0.16,2.09,48,0,484,463,0.957,1,Dispatch Backlog,Low,2023-08-29 19:36:36.498882,112.91,74.82
ORD-101360,CUST-918,2023-08-02 05:16:00,WH-South,South,Electronics,Online,6.42,0.32,0.53,2.71,6.74,16.71,72,0,433,414,0.956,1,None,Medium,2023-08-02 21:58:50.907293,93.1,597.36
ORD-101361,CUST-345,2023-12-09 23:49:00,WH-South,South,Automotive,Online,2.92,0.84,0.22,3.51,0.62,8.12,48,0,7,7,1.0,0,Inventory Shortage,Medium,2023-12-10 07:56:16.210187,144.05,290.25
ORD-101362,CUST-826,2023-09-21 08:05:00,WH-South,North,FMCG,Online,0.34,3.38,0.13,1.5,1.06,6.41,48,0,120,120,1.0,0,Picking Delay,Medium,2023-09-21 14:29:28.085968,154.94,229.01
ORD-101363,CUST-262,2023-11-21 11:56:00,WH-North,West,Automotive,Online,1.1,3.17,2.85,6.35,3.61,17.09,72,0,387,377,0.974,1,Inventory Shortage,Medium,2023-11-22 05:01:08.930628,258.55,610.65
ORD-101364,CUST-418,2023-11-16 10:56:00,WH-South,West,Automotive,Distributor,2.24,0.87,7.26,11.71,1.29,23.38,48,0,350,340,0.971,1,Transport Issue,High,2023-11-17 10:18:36.259678,142.14,835.48
ORD-101365,CUST-664,2023-03-06 10:18:00,WH-North,West,Electronics,B2B,4.51,1.6,0.22,2.04,4.55,12.92,48,0,129,125,0.969,1,Picking Delay,Medium,2023-03-06 23:13:09.506351,151.21,461.74
ORD-101366,CUST-114,2023-05-17 01:43:00,WH-West,South,Apparel,Online,0.11,2.3,0.07,1.49,3.93,7.9,48,0,179,173,0.966,1,None,Low,2023-05-17 09:36:43.971005,107.4,282.19
ORD-101367,CUST-665,2023-04-10 17:14:00,WH-East,North,Automotive,B2B,0.68,0.5,0.48,1.92,0.48,4.05,72,0,98,92,0.939,1,Dispatch Backlog,Medium,2023-04-10 21:16:53.962287,107.52,144.69
ORD-101368,CUST-517,2023-11-03 12:18:00,WH-North,West,Automotive,B2B,5.51,0.33,0.74,5.75,4.48,16.82,48,0,422,405,0.96,1,Staff Shortage,Medium,2023-11-04 05:06:56.257426,167.54,600.99
ORD-101369,CUST-195,2023-06-26 05:47:00,WH-South,East,Apparel,Online,0.02,6.44,0.28,3.11,10.82,20.67,24,0,43,43,1.0,0,Inventory Shortage,Medium,2023-06-27 02:27:19.535465,193.96,738.82
ORD-101370,CUST-330,2023-02-25 11:50:00,WH-East,West,Furniture,Online,0.56,1.73,0.43,0.14,0.74,3.6,72,0,183,179,0.978,1,Inventory Shortage,Medium,2023-02-25 15:25:53.023014,220.56,128.59
ORD-101371,CUST-961,2023-07-05 22:25:00,WH-West,West,FMCG,B2B,7.99,7.17,0.27,2.34,3.82,21.59,24,0,185,177,0.957,1,Picking Delay,Medium,2023-07-06 20:00:28.532147,163.83,771.67
ORD-101372,CUST-216,2023-11-12 23:54:00,WH-East,West,Apparel,Distributor,2.38,0.74,1.79,0.05,1.76,6.71,72,0,53,50,0.943,1,Inventory Shortage,Low,2023-11-13 06:36:47.510368,112.74,239.93
ORD-101373,CUST-572,2023-06-24 22:20:00,WH-East,West,Automotive,Online,0.76,2.19,1.5,4.52,2.58,11.55,24,0,228,223,0.978,1,Dispatch Backlog,Medium,2023-06-25 09:52:50.832234,94.93,412.71
ORD-101374,CUST-220,2023-08-23 12:36:00,WH-West,East,Furniture,Online,0.17,0.45,1.21,1.19,1.42,4.45,48,0,161,155,0.963,1,None,Low,2023-08-23 17:03:01.824556,105.22,159.06
ORD-101375,CUST-763,2023-01-24 11:10:00,WH-West,South,Furniture,Retail,0.07,0.54,0.59,1.92,1.84,4.96,24,0,235,227,0.966,1,Dispatch Backlog,Medium,2023-01-24 16:07:22.247560,163.65,177.13
ORD-101376,CUST-952,2023-09-30 03:46:00,WH-South,East,Furniture,Online,0.7,1.29,2.88,4.81,0.12,9.8,48,0,464,450,0.97,1,Transport Issue,Medium,2023-09-30 13:34:04.916732,96.87,350.3
ORD-101377,CUST-257,2023-10-08 08:20:00,WH-East,East,Furniture,Distributor,5.33,0.69,4.19,0.14,16.77,27.13,72,0,446,436,0.978,1,Dispatch Backlog,Medium,2023-10-09 11:27:36.076304,105.99,969.51
ORD-101378,CUST-610,2023-12-06 18:18:00,WH-West,South,Apparel,B2B,1.34,0.33,0.23,0.52,4.12,6.54,24,0,358,343,0.958,1,Picking Delay,Medium,2023-12-07 00:50:18.513182,116.31,233.68
ORD-101379,CUST-833,2023-05-20 04:41:00,WH-South,East,Automotive,B2B,3.19,0.55,0.3,1.52,2.92,8.48,48,0,395,382,0.967,1,Dispatch Backlog,Low,2023-05-20 13:09:35.922784,178.63,302.95
ORD-101380,CUST-398,2023-04-11 21:47:00,WH-West,East,Electronics,B2B,6.26,0.07,0.89,0.78,2.03,10.04,96,0,200,196,0.98,1,Picking Delay,Critical,2023-04-12 07:49:18.750723,240.93,358.78
ORD-101381,CUST-621,2023-12-25 08:34:00,WH-South,West,Automotive,Online,1.31,2.19,0.11,1.24,3.26,8.11,48,0,436,421,0.966,1,Staff Shortage,Medium,2023-12-25 16:40:44.073642,149.14,289.93
ORD-101382,CUST-822,2023-10-30 15:17:00,WH-North,West,Apparel,B2B,0.53,1.22,0.69,18.92,2.01,23.37,72,0,1,1,1.0,0,Transport Issue,Medium,2023-10-31 14:38:54.049205,159.62,835.06
ORD-101383,CUST-379,2023-09-13 13:34:00,WH-West,South,Electronics,Online,1.82,0.18,1.05,5.24,1.87,10.15,96,0,14,13,0.929,1,Dispatch Backlog,Low,2023-09-13 23:43:14.691366,143.43,362.91
ORD-101384,CUST-525,2023-08-24 08:59:00,WH-East,West,Apparel,Retail,5.97,0.34,0.89,6.46,2.62,16.27,96,0,478,467,0.977,1,Transport Issue,Low,2023-08-25 01:15:15.483623,136.99,581.52
ORD-101385,CUST-954,2023-01-13 17:36:00,WH-East,South,Electronics,Online,4.08,0.19,0.48,8.3,1.36,14.41,72,0,213,200,0.939,1,Picking Delay,Medium,2023-01-14 08:00:31.041886,172.02,514.96
ORD-101386,CUST-594,2023-04-10 01:15:00,WH-West,South,Apparel,B2B,0.17,1.71,0.94,1.25,0.83,4.9,48,0,378,370,0.979,1,Transport Issue,Medium,2023-04-10 06:08:59.743136,137.36,175.12
ORD-101387,CUST-583,2023-05-17 08:37:00,WH-West,North,FMCG,B2B,2.95,0.18,3.83,1.06,3.42,11.43,96,0,277,268,0.968,1,Staff Shortage,Low,2023-05-17 20:02:38.911319,275.36,408.42
ORD-101388,CUST-349,2023-11-06 23:21:00,WH-East,South,Electronics,B2B,2.12,2.53,0.28,0.8,7.77,13.49,72,0,34,33,0.971,1,Staff Shortage,Medium,2023-11-07 12:50:39.399214,156.24,482.28
ORD-101389,CUST-567,2023-04-10 12:22:00,WH-East,East,FMCG,Retail,5.95,0.04,1.28,5.32,0.7,13.28,72,0,486,472,0.971,1,Inventory Shortage,Medium,2023-04-11 01:38:43.152223,162.59,474.58
ORD-101390,CUST-664,2023-06-22 12:33:00,WH-North,South,Furniture,Online,0.33,0.52,0.05,3.41,0.14,4.45,24,0,474,460,0.97,1,Inventory Shortage,Medium,2023-06-22 17:00:00.367926,144.93,159.05
ORD-101391,CUST-248,2023-08-04 07:06:00,WH-West,North,Automotive,Distributor,1.91,3.98,0.08,0.81,1.19,7.97,96,0,361,346,0.958,1,Dispatch Backlog,Medium,2023-08-04 15:04:27.519781,198.37,285.0
ORD-101392,CUST-492,2023-10-19 17:02:00,WH-North,East,FMCG,Distributor,5.29,2.28,0.96,1.42,16.37,26.33,72,0,270,261,0.967,1,None,High,2023-10-20 19:21:34.823950,115.4,940.9
ORD-101393,CUST-295,2023-01-28 05:43:00,WH-West,North,Electronics,Online,1.32,0.14,0.13,2.12,7.41,11.12,72,0,168,163,0.97,1,None,Low,2023-01-28 16:50:12.838133,107.26,397.44
ORD-101394,CUST-713,2023-05-29 07:53:00,WH-West,West,Furniture,Distributor,1.64,3.1,0.03,2.25,3.81,10.83,24,0,378,370,0.979,1,Dispatch Backlog,Medium,2023-05-29 18:42:40.569868,187.18,386.99
ORD-101395,CUST-620,2023-03-06 03:20:00,WH-West,East,Automotive,Online,0.18,1.22,0.23,6.59,11.12,19.34,24,0,419,414,0.988,1,Transport Issue,Low,2023-03-06 22:40:33.386809,155.97,691.3
ORD-101396,CUST-864,2023-09-09 10:34:00,WH-North,South,Automotive,Distributor,0.81,3.38,1.0,1.44,2.48,9.1,96,0,170,167,0.982,1,None,Medium,2023-09-09 19:40:06.426568,188.24,325.3
ORD-101397,CUST-239,2023-01-13 16:53:00,WH-South,North,Furniture,Online,0.98,1.65,1.46,7.18,17.18,28.45,48,0,82,77,0.939,1,Inventory Shortage,Medium,2023-01-14 21:19:58.770047,130.79,1016.79
ORD-101398,CUST-984,2023-02-23 09:52:00,WH-West,South,Electronics,Online,7.26,2.06,0.27,1.75,1.48,12.81,48,0,404,389,0.963,1,Staff Shortage,Low,2023-02-23 22:40:43.709141,152.2,457.9
ORD-101399,CUST-171,2023-02-13 14:52:00,WH-South,West,Apparel,Online,0.83,9.07,1.32,4.12,1.15,16.49,72,0,316,301,0.953,1,Inventory Shortage,Medium,2023-02-14 07:21:23.142992,125.59,589.34
ORD-101400,CUST-382,2023-03-15 13:12:00,WH-West,East,Apparel,Retail,1.54,0.48,0.24,7.99,4.27,14.52,24,0,137,136,0.993,1,Inventory Shortage,High,2023-03-16 03:43:08.798714,142.42,518.91
ORD-101401,CUST-891,2023-06-14 05:23:00,WH-East,South,Automotive,B2B,2.78,1.76,1.14,7.14,2.0,14.82,48,0,233,225,0.966,1,Picking Delay,Low,2023-06-14 20:12:19.100332,95.28,529.74
ORD-101402,CUST-908,2023-09-15 21:16:00,WH-West,West,FMCG,Distributor,0.44,1.11,0.64,0.18,4.13,6.5,48,0,115,114,0.991,1,Dispatch Backlog,Medium,2023-09-16 03:46:01.693220,86.84,232.33
ORD-101403,CUST-974,2023-12-22 13:09:00,WH-South,South,Furniture,B2B,1.67,0.07,1.27,0.69,1.53,5.23,48,0,252,242,0.96,1,Staff Shortage,High,2023-12-22 18:22:49.199992,97.91,186.93
ORD-101404,CUST-524,2023-06-12 02:46:00,WH-West,East,FMCG,Online,3.35,0.03,6.37,1.94,4.04,15.74,48,0,493,479,0.972,1,Dispatch Backlog,Medium,2023-06-12 18:30:07.828288,196.2,562.39
ORD-101405,CUST-448,2023-04-12 16:11:00,WH-West,West,Apparel,Online,5.04,0.23,3.33,1.69,1.35,11.65,24,0,289,284,0.983,1,Picking Delay,Medium,2023-04-13 03:50:07.383045,193.66,416.44
ORD-101406,CUST-906,2023-07-01 19:23:00,WH-North,West,Electronics,Distributor,2.46,1.89,0.01,3.07,0.22,7.64,24,0,49,47,0.959,1,Inventory Shortage,High,2023-07-02 03:01:33.977383,281.01,273.15
ORD-101407,CUST-619,2023-01-29 10:24:00,WH-South,North,Electronics,Distributor,2.76,1.51,2.6,8.69,10.21,25.77,48,0,452,441,0.976,1,Transport Issue,Low,2023-01-30 12:10:17.285032,189.73,921.07
ORD-101408,CUST-373,2023-08-16 05:00:00,WH-South,East,FMCG,Retail,0.34,1.45,0.08,0.36,9.02,11.25,96,0,4,4,1.0,0,Transport Issue,Low,2023-08-16 16:14:51.650686,128.11,401.99
ORD-101409,CUST-940,2023-12-06 22:27:00,WH-South,West,Furniture,Distributor,7.29,0.06,3.67,1.8,14.84,27.66,48,0,379,366,0.966,1,Transport Issue,High,2023-12-08 02:06:34.777735,143.75,988.55
ORD-101410,CUST-102,2023-09-29 14:16:00,WH-South,East,Apparel,Retail,0.36,1.14,0.4,0.64,5.29,7.83,48,0,176,170,0.966,1,Picking Delay,High,2023-09-29 22:05:44.471202,86.59,279.81
ORD-101411,CUST-389,2023-04-14 11:26:00,WH-South,South,Electronics,B2B,3.73,4.65,0.58,6.74,4.82,20.51,24,0,272,256,0.941,1,Transport Issue,Low,2023-04-15 07:56:50.516426,128.62,733.17
ORD-101412,CUST-843,2023-06-30 09:58:00,WH-West,East,Furniture,Online,0.77,0.91,0.12,10.02,3.44,15.26,72,0,431,419,0.972,1,None,Medium,2023-07-01 01:13:24.347177,152.33,545.28
ORD-101413,CUST-405,2023-06-24 08:33:00,WH-West,North,Apparel,Retail,6.78,1.77,0.14,1.95,0.57,11.21,96,0,26,25,0.962,1,Dispatch Backlog,Medium,2023-06-24 19:45:27.263494,212.67,400.56
ORD-101414,CUST-957,2023-05-14 06:31:00,WH-East,East,Automotive,Retail,3.18,2.72,1.56,0.33,0.88,8.67,48,0,70,67,0.957,1,Transport Issue,High,2023-05-14 15:11:24.040204,147.9,309.98
ORD-101415,CUST-701,2023-08-12 20:24:00,WH-East,East,Apparel,Online,3.5,2.76,3.47,4.62,1.44,15.78,48,0,293,284,0.969,1,None,Medium,2023-08-13 12:10:43.741843,103.55,563.93
ORD-101416,CUST-693,2023-02-02 22:57:00,WH-South,South,FMCG,Online,0.62,1.32,1.13,3.58,9.28,15.93,48,0,406,400,0.985,1,Transport Issue,High,2023-02-03 14:52:43.746456,207.01,569.29
ORD-101417,CUST-775,2023-01-07 19:56:00,WH-South,North,FMCG,Online,1.46,3.51,1.51,1.31,0.8,8.6,72,0,234,224,0.957,1,Transport Issue,Critical,2023-01-08 04:31:51.150809,123.64,307.28
ORD-101418,CUST-601,2023-05-06 11:15:00,WH-North,South,Electronics,B2B,2.4,0.89,1.72,6.55,10.76,22.33,48,0,231,228,0.987,1,Transport Issue,High,2023-05-07 09:35:04.074214,112.5,798.23
ORD-101419,CUST-986,2023-07-27 10:52:00,WH-East,West,Automotive,Online,3.67,3.95,0.37,11.17,3.11,22.27,48,0,263,258,0.981,1,Inventory Shortage,Medium,2023-07-28 09:08:00.909549,141.01,795.82
ORD-101420,CUST-252,2023-05-15 03:46:00,WH-West,South,Automotive,Online,0.27,0.49,0.06,2.45,5.28,8.55,72,0,426,418,0.981,1,Transport Issue,Medium,2023-05-15 12:19:12.076464,123.21,305.7
ORD-101421,CUST-557,2023-11-03 08:31:00,WH-West,North,Furniture,Online,8.2,0.59,0.0,2.5,0.49,11.79,96,0,286,281,0.983,1,Staff Shortage,Low,2023-11-03 20:18:11.467815,152.25,421.25
ORD-101422,CUST-651,2023-11-27 07:32:00,WH-West,North,Apparel,B2B,5.52,0.1,0.52,1.06,1.32,8.52,24,0,74,74,1.0,0,Inventory Shortage,Medium,2023-11-27 16:02:54.764883,183.75,304.33
ORD-101423,CUST-595,2023-08-05 23:07:00,WH-East,East,Furniture,Distributor,0.79,2.86,0.33,2.63,13.37,19.98,96,0,121,120,0.992,1,Staff Shortage,Medium,2023-08-06 19:05:43.219053,128.76,714.04
ORD-101424,CUST-453,2023-02-14 21:58:00,WH-North,North,Electronics,Distributor,4.33,0.97,0.08,1.74,1.3,8.41,48,0,463,450,0.972,1,Transport Issue,Medium,2023-02-15 06:22:41.285213,129.59,300.63
ORD-101425,CUST-440,2023-05-12 07:02:00,WH-South,South,Electronics,Online,1.83,0.47,0.24,1.08,1.48,5.09,72,0,6,6,1.0,0,Dispatch Backlog,Medium,2023-05-12 12:07:19.315456,184.14,181.87
ORD-101426,CUST-665,2023-06-06 01:33:00,WH-East,North,FMCG,Retail,1.55,0.47,0.16,0.21,0.92,3.32,48,0,24,24,1.0,0,Transport Issue,Medium,2023-06-06 04:51:58.657446,184.35,118.52
ORD-101427,CUST-881,2023-07-24 14:59:00,WH-South,West,Apparel,Online,0.94,4.17,2.96,0.87,0.58,9.52,48,0,194,187,0.964,1,Dispatch Backlog,High,2023-07-25 00:30:28.359258,157.42,340.41
ORD-101428,CUST-656,2023-08-06 03:25:00,WH-South,North,Furniture,Retail,2.17,3.23,0.18,0.66,1.12,7.36,72,0,168,165,0.982,1,Staff Shortage,Medium,2023-08-06 10:46:51.466494,138.45,263.2
ORD-101429,CUST-486,2023-04-14 08:54:00,WH-South,North,Automotive,Distributor,3.27,1.45,0.93,2.34,4.32,12.31,48,0,377,372,0.987,1,Dispatch Backlog,Low,2023-04-14 21:12:38.229775,228.92,439.98
ORD-101430,CUST-566,2023-05-13 23:31:00,WH-South,South,FMCG,Retail,1.32,1.72,1.08,2.76,2.55,9.44,24,0,399,388,0.972,1,None,Medium,2023-05-14 08:57:20.160817,116.59,337.35
ORD-101431,CUST-429,2023-11-27 14:31:00,WH-East,East,Furniture,B2B,2.48,1.16,0.94,2.81,3.39,10.78,48,0,437,426,0.975,1,Dispatch Backlog,Critical,2023-11-28 01:17:53.966430,185.1,385.34
ORD-101432,CUST-990,2023-01-28 21:40:00,WH-North,East,Apparel,Retail,3.0,0.89,0.13,1.47,0.55,6.05,48,0,341,332,0.974,1,Transport Issue,High,2023-01-29 03:42:46.335421,115.21,216.09
ORD-101433,CUST-293,2023-01-17 11:06:00,WH-South,South,Automotive,Distributor,3.1,4.45,0.46,1.64,6.8,16.46,24,0,210,204,0.971,1,None,Low,2023-01-18 03:33:26.051608,150.81,588.18
ORD-101434,CUST-814,2023-12-28 09:58:00,WH-North,East,Electronics,Retail,0.13,0.24,0.06,5.39,6.44,12.27,96,0,133,128,0.962,1,Picking Delay,Medium,2023-12-28 22:14:04.968359,100.38,438.46
ORD-101435,CUST-344,2023-10-28 18:10:00,WH-East,West,Automotive,B2B,4.91,0.98,0.6,1.94,0.09,8.52,24,0,345,334,0.968,1,Transport Issue,High,2023-10-29 02:41:21.483266,152.49,304.6
ORD-101436,CUST-685,2023-06-30 07:39:00,WH-East,West,Apparel,Online,1.53,0.76,0.25,13.21,2.03,17.79,48,0,292,279,0.955,1,Picking Delay,Low,2023-07-01 01:26:15.480056,235.03,635.73
ORD-101437,CUST-492,2023-03-09 14:30:00,WH-North,East,Furniture,Online,0.76,1.24,0.99,1.74,0.3,5.03,24,0,458,444,0.969,1,Staff Shortage,Low,2023-03-09 19:31:41.698987,202.12,179.71
ORD-101438,CUST-339,2023-11-17 16:46:00,WH-West,South,Electronics,B2B,0.69,1.1,1.42,3.15,6.6,12.95,48,0,499,484,0.97,1,Transport Issue,Low,2023-11-18 05:43:08.738543,89.62,462.92
ORD-101439,CUST-976,2023-02-21 05:23:00,WH-South,South,Apparel,Retail,1.65,1.32,0.91,0.16,5.61,9.65,48,0,174,171,0.983,1,None,Medium,2023-02-21 15:01:47.927994,230.73,344.77
ORD-101440,CUST-894,2023-07-07 14:30:00,WH-North,East,FMCG,Distributor,5.45,0.27,0.68,3.18,9.76,19.34,48,0,151,145,0.96,1,Staff Shortage,Medium,2023-07-08 09:50:07.554261,122.11,691.05
ORD-101441,CUST-520,2023-06-23 17:25:00,WH-East,North,FMCG,Online,1.19,1.3,0.59,5.72,1.13,9.92,24,0,88,87,0.989,1,Picking Delay,Low,2023-06-24 03:20:29.269014,173.14,354.71
ORD-101442,CUST-144,2023-08-29 17:04:00,WH-West,East,Furniture,B2B,3.46,0.5,2.21,8.57,2.56,17.3,24,0,301,292,0.97,1,Picking Delay,Medium,2023-08-30 10:21:58.398340,143.99,618.28
ORD-101443,CUST-425,2023-03-25 19:40:00,WH-West,West,Electronics,Retail,0.25,0.37,0.3,17.77,0.86,19.54,72,0,266,259,0.974,1,Transport Issue,Low,2023-03-26 15:12:29.581890,119.27,698.41
ORD-101444,CUST-862,2023-09-05 21:32:00,WH-North,West,Furniture,Online,1.62,0.12,1.59,0.99,1.95,6.27,48,0,310,300,0.968,1,Dispatch Backlog,Medium,2023-09-06 03:48:12.273139,165.52,224.09
ORD-101445,CUST-584,2023-08-14 14:31:00,WH-West,North,Apparel,Retail,11.97,2.59,1.7,2.57,3.1,21.94,48,0,70,66,0.943,1,Picking Delay,Medium,2023-08-15 12:27:07.318337,120.61,783.97
ORD-101446,CUST-822,2023-03-02 20:45:00,WH-South,West,Furniture,Distributor,3.68,1.0,0.65,1.8,0.23,7.36,24,0,205,195,0.951,1,Picking Delay,Medium,2023-03-03 04:06:44.420092,188.37,263.13
ORD-101447,CUST-930,2023-10-21 21:17:00,WH-South,South,Apparel,Online,0.59,1.77,0.42,2.49,5.27,10.55,72,0,341,334,0.979,1,Transport Issue,Low,2023-10-22 07:49:49.421773,120.05,376.95
ORD-101448,CUST-490,2023-03-19 09:45:00,WH-South,North,Electronics,Online,1.74,2.34,0.76,0.51,3.29,8.65,24,0,32,32,1.0,0,Picking Delay,Medium,2023-03-19 18:23:58.449124,116.18,309.13
ORD-101449,CUST-495,2023-08-11 02:29:00,WH-East,North,Furniture,Retail,0.67,2.05,0.12,5.82,7.42,16.06,96,0,43,41,0.953,1,Staff Shortage,Medium,2023-08-11 18:32:47.848811,190.23,574.1
ORD-101450,CUST-779,2023-01-06 07:43:00,WH-North,North,FMCG,Distributor,1.32,1.14,0.06,7.21,1.33,11.06,48,0,118,115,0.975,1,Staff Shortage,Medium,2023-01-06 18:46:34.813559,336.5,395.27
ORD-101451,CUST-911,2023-08-23 11:32:00,WH-West,South,Electronics,Online,3.79,0.88,0.14,1.79,9.81,16.42,48,0,377,366,0.971,1,Transport Issue,Medium,2023-08-24 03:56:58.320712,210.8,586.71
ORD-101452,CUST-940,2023-07-28 15:10:00,WH-North,West,Furniture,B2B,3.69,0.85,0.25,0.99,27.89,33.66,72,0,15,14,0.933,1,Picking Delay,Medium,2023-07-30 00:49:51.749539,197.91,1203.16
ORD-101453,CUST-767,2023-11-29 17:10:00,WH-West,East,Furniture,B2B,0.65,1.84,0.84,0.46,10.57,14.36,72,0,322,312,0.969,1,Picking Delay,Low,2023-11-30 07:31:18.279019,146.05,513.05
ORD-101454,CUST-255,2023-12-17 11:05:00,WH-South,West,Apparel,Online,6.38,1.23,2.27,3.45,6.32,19.66,48,0,399,380,0.952,1,Dispatch Backlog,Low,2023-12-18 06:44:23.627370,183.75,702.52
ORD-101455,CUST-607,2023-06-18 15:03:00,WH-West,East,Automotive,B2B,2.24,3.4,0.32,1.12,7.03,14.12,48,0,115,111,0.965,1,None,Low,2023-06-19 05:10:20.186921,128.64,504.73
ORD-101456,CUST-137,2023-12-21 15:55:00,WH-South,North,Automotive,Retail,1.19,3.74,3.28,7.21,3.58,19.01,48,0,337,327,0.97,1,Inventory Shortage,Medium,2023-12-22 10:55:23.148905,252.08,679.29
ORD-101457,CUST-229,2023-11-16 11:10:00,WH-South,East,Furniture,Distributor,1.74,0.34,3.72,3.34,0.89,10.02,96,0,20,20,1.0,0,Inventory Shortage,Medium,2023-11-16 21:11:08.631170,93.31,358.08
ORD-101458,CUST-614,2023-12-23 17:18:00,WH-East,West,Furniture,B2B,2.32,0.26,3.83,3.11,4.75,14.28,72,0,178,171,0.961,1,Picking Delay,High,2023-12-24 07:34:34.112015,143.72,510.23
ORD-101459,CUST-704,2023-11-07 05:53:00,WH-North,South,Apparel,Online,2.05,1.79,2.18,2.46,5.24,13.72,24,0,262,253,0.966,1,Transport Issue,Medium,2023-11-07 19:36:20.614549,132.55,490.44
ORD-101460,CUST-439,2023-06-03 05:03:00,WH-North,West,Electronics,B2B,1.67,0.65,0.54,0.14,17.75,20.74,24,0,79,76,0.962,1,Transport Issue,High,2023-06-04 01:47:32.241059,146.4,741.33
ORD-101461,CUST-990,2023-04-18 18:28:00,WH-West,South,FMCG,Distributor,1.76,0.03,0.09,8.06,3.27,13.22,24,0,381,363,0.953,1,Picking Delay,Medium,2023-04-19 07:40:59.727668,117.79,472.36
ORD-101462,CUST-202,2023-02-28 01:16:00,WH-East,South,Electronics,Retail,0.49,3.95,1.01,2.97,1.33,9.74,48,0,401,388,0.968,1,Dispatch Backlog,Medium,2023-02-28 11:00:29.231265,154.94,348.16
ORD-101463,CUST-995,2023-04-17 10:52:00,WH-West,South,Automotive,Distributor,4.19,0.46,0.98,15.38,4.83,25.85,24,1,120,117,0.975,1,Transport Issue,High,2023-04-18 12:42:45.979519,116.79,923.74
ORD-101464,CUST-965,2023-12-02 01:33:00,WH-West,East,Electronics,Distributor,1.95,4.77,2.28,2.31,16.3,27.61,72,0,26,25,0.962,1,Dispatch Backlog,Low,2023-12-03 05:09:33.623311,126.01,986.76
ORD-101465,CUST-550,2023-09-04 07:12:00,WH-West,North,Automotive,Retail,0.35,2.27,6.62,3.71,0.82,13.78,24,0,22,21,0.955,1,Transport Issue,Medium,2023-09-04 20:58:59.773374,175.58,492.61
ORD-101466,CUST-202,2023-12-28 07:29:00,WH-East,North,FMCG,B2B,3.63,2.59,0.85,0.17,1.66,8.9,48,0,201,200,0.995,1,Staff Shortage,Low,2023-12-28 16:23:13.131298,393.09,318.22
ORD-101467,CUST-638,2023-12-18 03:46:00,WH-North,North,FMCG,Distributor,6.74,0.4,0.51,3.0,3.28,13.93,48,0,64,62,0.969,1,Transport Issue,High,2023-12-18 17:41:32.015899,125.45,497.7
ORD-101468,CUST-567,2023-04-04 00:42:00,WH-South,South,Electronics,Retail,7.36,0.48,0.25,4.34,0.78,13.21,48,0,460,444,0.965,1,Transport Issue,Medium,2023-04-04 13:54:32.344058,165.52,472.09
ORD-101469,CUST-115,2023-02-08 16:58:00,WH-East,East,FMCG,Retail,1.15,1.33,0.01,4.52,0.09,7.1,24,0,214,208,0.972,1,Staff Shortage,Low,2023-02-09 00:03:57.995579,224.21,253.73
ORD-101470,CUST-839,2023-03-25 23:49:00,WH-North,East,Automotive,Distributor,0.36,0.34,0.85,4.41,1.73,7.69,24,0,314,302,0.962,1,None,Medium,2023-03-26 07:30:39.688120,169.46,275.0
ORD-101471,CUST-247,2023-12-08 21:43:00,WH-West,East,Electronics,Retail,1.83,0.66,0.97,0.77,8.42,12.65,24,0,471,457,0.97,1,Dispatch Backlog,Low,2023-12-09 10:21:50.174377,137.13,452.01
ORD-101472,CUST-519,2023-05-17 04:09:00,WH-West,West,FMCG,Retail,0.3,0.7,2.09,11.11,0.19,14.39,72,0,293,278,0.949,1,Picking Delay,High,2023-05-17 18:32:21.763847,136.35,514.28
ORD-101473,CUST-991,2023-02-05 04:27:00,WH-North,East,Automotive,Retail,6.79,0.31,0.84,16.01,2.35,26.31,72,0,78,77,0.987,1,Staff Shortage,Medium,2023-02-06 06:45:35.675867,231.55,940.31
ORD-101474,CUST-770,2023-06-05 09:42:00,WH-North,East,Electronics,B2B,0.51,0.41,2.98,0.24,6.03,10.17,24,0,216,213,0.986,1,Inventory Shortage,Medium,2023-06-05 19:52:04.280660,89.17,363.4
ORD-101475,CUST-258,2023-08-04 09:59:00,WH-West,East,Apparel,Online,0.73,2.8,1.19,8.27,12.86,25.84,48,0,456,443,0.971,1,None,Medium,2023-08-05 11:49:17.007784,154.44,923.45
ORD-101476,CUST-176,2023-12-26 01:54:00,WH-West,North,Automotive,Retail,1.3,0.33,2.2,1.03,17.77,22.63,48,0,474,460,0.97,1,Picking Delay,High,2023-12-27 00:32:05.954230,130.99,808.97
ORD-101477,CUST-580,2023-04-01 21:36:00,WH-North,South,FMCG,Retail,1.21,0.05,0.19,3.51,2.3,7.26,48,0,224,218,0.973,1,None,High,2023-04-02 04:51:40.478721,95.02,259.52
