driver_id,trip_id,overspeed_events,harsh_brake_events,rapid_accel_events,idling_minutes,night_driving_minutes,distraction_score,safety_score,seatbelt_violation_count,camera_distraction_alerts,sharp_turn_events,avg_following_distance_meters,traffic_signal_violations,fatigue_alerts,driving_hours_this_week,eco_score,risk_category
DR_261,TRIP_4608,7,7,6,13,53,0.83,72,3,2,3,35.26,1,1,10,69.37,Low
DR_120,TRIP_4609,3,4,3,27,93,0.35,82,1,2,1,5.26,4,0,64,67.25,Medium
DR_276,TRIP_4610,3,4,5,25,28,0.79,81,2,1,1,18.94,4,3,17,73.05,Medium
DR_14,TRIP_4611,7,5,2,39,10,0.85,74,2,1,2,5.94,3,1,55,91.54,Medium
DR_299,TRIP_4612,6,1,4,10,74,0.17,84,0,5,5,38.64,3,0,60,73.84,Medium
DR_207,TRIP_4613,1,1,4,32,104,0.68,87,1,2,5,38.8,2,1,38,86.5,Low
DR_287,TRIP_4614,8,3,6,19,25,0.1,74,2,4,2,11.5,2,0,51,80.08,Medium
DR_5,TRIP_4615,9,6,2,4,102,0.88,77,2,2,3,36.03,3,2,35,54.59,Medium
DR_76,TRIP_4616,5,0,4,26,41,0.54,83,1,5,6,38.25,4,2,16,86.11,High
DR_198,TRIP_4617,8,7,1,30,39,0.78,73,2,1,3,35.53,4,2,31,89.28,Medium
DR_39,TRIP_4618,0,5,5,12,53,0.86,87,2,4,4,5.96,3,2,24,64.71,Low
DR_153,TRIP_4619,7,8,0,2,45,0.69,80,2,5,4,7.87,1,0,35,93.94,High
DR_6,TRIP_4620,6,3,2,5,43,0.89,85,2,2,5,7.98,2,1,35,51.32,Medium
DR_158,TRIP_4621,6,6,1,0,47,0.66,83,2,0,4,16.85,4,1,54,68.36,Low
DR_65,TRIP_4622,9,4,0,32,21,0.38,76,2,1,3,29.28,2,3,37,75.13,Low
DR_126,TRIP_4623,9,2,2,14,105,0.26,80,2,1,2,15.78,1,3,36,65.87,Low
DR_29,TRIP_4624,6,1,1,32,88,0.69,83,3,0,6,23.79,0,0,19,56.01,Low
DR_178,TRIP_4625,1,0,0,13,44,0.65,96,3,2,0,11.39,0,1,47,82.38,Medium
DR_133,TRIP_4626,2,0,6,15,54,0.88,88,0,5,1,20.28,0,3,12,71.43,Medium
DR_32,TRIP_4627,4,7,4,32,18,0.87,75,0,2,0,29.92,0,0,53,99.83,Low
DR_279,TRIP_4628,4,0,5,26,114,0.83,84,2,2,5,28.91,0,1,16,66.42,Medium
DR_123,TRIP_4629,0,2,6,33,115,0.78,85,3,3,4,32.23,4,2,12,95.94,Medium
DR_50,TRIP_4630,7,1,6,13,104,0.77,80,2,1,1,27.45,1,0,48,59.79,Low
DR_265,TRIP_4631,3,6,5,9,58,0.57,81,1,3,0,29.94,3,1,24,82.03,High
DR_145,TRIP_4632,10,1,2,20,67,0.19,78,1,2,3,12.68,4,1,40,72.51,Low
DR_120,TRIP_4633,7,7,3,12,61,0.66,76,1,2,2,25.34,4,2,18,74.7,High
DR_128,TRIP_4634,9,2,2,13,111,0.16,80,3,2,2,13.4,3,1,70,98.02,High
DR_142,TRIP_4635,0,5,0,16,60,0.85,91,1,3,3,32.68,3,2,49,55.8,Low
DR_142,TRIP_4636,3,3,4,33,90,0.59,81,3,4,5,20.29,2,1,61,54.62,Medium
DR_229,TRIP_4637,7,1,2,18,68,0.27,83,2,5,6,6.29,0,2,57,73.42,Medium
DR_254,TRIP_4638,3,5,1,26,25,0.18,84,3,0,1,13.73,4,1,39,83.47,Low
DR_230,TRIP_4639,9,2,2,31,63,0.83,76,1,3,3,22.29,0,3,17,84.62,Medium
DR_266,TRIP_4640,6,1,5,33,71,0.86,78,1,0,2,15.21,3,0,36,78.32,Low
DR_219,TRIP_4641,0,2,5,13,106,0.6,90,1,0,6,29.71,1,0,38,74.34,Low
DR_60,TRIP_4642,8,5,6,28,34,0.73,70,0,5,5,12.82,4,2,34,97.91,High
DR_236,TRIP_4643,8,7,3,28,95,0.68,71,2,0,2,11.94,4,3,67,63.6,Low
DR_281,TRIP_4644,0,1,6,39,70,0.76,85,1,3,0,8.86,1,2,48,69.44,Medium
DR_265,TRIP_4645,7,1,5,1,89,0.25,83,0,1,3,33.01,1,3,67,87.42,High
DR_254,TRIP_4646,3,4,0,33,61,0.21,85,1,1,6,20.9,3,3,11,57.67,Medium
DR_3,TRIP_4647,1,1,2,25,33,0.84,91,1,0,1,19.1,1,0,51,93.75,High
DR_13,TRIP_4648,5,6,1,29,99,0.32,79,2,4,5,38.79,1,1,28,90.12,Medium
DR_199,TRIP_4649,0,5,2,2,118,0.49,92,1,3,2,13.39,2,3,39,86.36,Low
DR_24,TRIP_4650,5,5,0,16,102,0.39,84,2,0,1,22.63,2,3,14,77.75,Low
DR_2,TRIP_4651,6,3,6,32,28,0.62,75,1,1,5,35.74,0,1,33,54.28,Low
DR_198,TRIP_4652,3,6,2,13,8,0.75,84,2,5,4,21.78,2,2,12,93.12,Medium
DR_63,TRIP_4653,5,2,0,20,28,0.53,87,2,1,3,20.93,2,2,62,85.24,Low
DR_72,TRIP_4654,9,5,3,36,61,0.16,70,2,4,6,10.11,0,3,28,77.91,Medium
DR_72,TRIP_4655,0,3,1,34,77,0.47,89,1,2,3,17.54,1,2,27,63.72,High
DR_50,TRIP_4656,6,6,3,5,49,0.54,80,0,1,4,34.89,3,1,65,90.22,Medium
DR_68,TRIP_4657,1,0,3,19,101,0.89,92,2,5,0,16.95,0,2,59,72.96,Low
DR_87,TRIP_4658,3,0,1,15,44,0.65,92,0,1,2,14.9,2,2,44,68.78,Medium
DR_130,TRIP_4659,0,5,2,40,18,0.55,84,1,5,4,18.24,0,3,15,50.14,Low
DR_28,TRIP_4660,0,8,6,24,94,0.88,79,3,5,0,21.54,2,0,59,89.57,Low
DR_188,TRIP_4661,6,1,3,35,77,0.42,80,2,1,0,37.78,1,2,54,50.12,Medium
DR_239,TRIP_4662,6,0,0,12,6,0.76,89,2,4,1,14.35,1,2,38,58.42,Low
DR_124,TRIP_4663,9,0,6,26,14,0.52,75,0,5,0,20.26,3,0,31,98.88,High
DR_209,TRIP_4664,2,8,3,7,36,0.52,83,2,5,4,29.06,0,3,68,68.34,Low
DR_76,TRIP_4665,1,4,4,23,40,0.26,85,1,0,6,31.2,1,0,38,68.74,High
DR_123,TRIP_4666,3,6,6,34,120,0.4,75,1,0,6,12.57,0,0,42,99.16,Medium
DR_282,TRIP_4667,9,0,5,33,64,0.65,75,1,4,2,28.64,2,1,32,78.34,Low
DR_43,TRIP_4668,3,1,0,10,118,0.73,93,2,4,1,29.74,1,2,19,97.23,Low
DR_118,TRIP_4669,6,1,5,11,83,0.82,83,1,4,4,17.75,1,0,18,73.92,Medium
DR_227,TRIP_4670,2,3,4,40,108,0.27,81,1,5,0,5.74,0,2,20,75.27,High
DR_124,TRIP_4671,0,0,0,21,15,0.37,96,3,5,1,11.8,0,2,42,77.37,Low
DR_128,TRIP_4672,4,7,4,30,27,0.88,76,1,5,1,29.32,2,0,66,86.47,High
DR_49,TRIP_4673,5,3,0,19,79,0.86,86,2,0,2,20.31,0,2,39,63.75,Low
DR_231,TRIP_4674,7,4,6,24,22,0.12,74,2,1,6,31.09,0,1,54,92.07,Medium
DR_224,TRIP_4675,0,4,6,14,82,0.57,86,0,1,4,7.62,3,2,59,81.47,High
DR_118,TRIP_4676,4,2,1,1,29,0.83,91,2,1,2,13.23,2,0,36,55.95,High
DR_220,TRIP_4677,0,8,0,22,110,0.48,86,3,0,6,37.98,3,2,10,51.17,Medium
DR_142,TRIP_4678,10,4,3,7,108,0.79,76,2,2,6,10.24,3,0,17,69.58,Medium
DR_25,TRIP_4679,3,1,5,37,94,0.16,82,0,4,2,27.67,2,1,41,50.75,High
DR_265,TRIP_4680,4,6,4,36,93,0.61,76,1,4,4,27.14,0,3,23,75.77,Low
DR_33,TRIP_4681,7,6,0,16,17,0.65,80,3,4,5,33.0,0,2,66,59.06,Medium
DR_254,TRIP_4682,8,6,2,24,49,0.48,74,3,4,4,8.07,1,2,68,76.28,High
DR_278,TRIP_4683,8,7,6,30,113,0.16,67,2,3,4,39.94,1,2,57,82.12,High
DR_194,TRIP_4684,2,4,6,6,13,0.16,85,2,1,1,12.14,1,1,39,51.68,High
DR_225,TRIP_4685,8,4,6,32,56,0.57,71,1,0,1,26.58,0,2,62,79.72,Low
DR_291,TRIP_4686,5,0,5,29,93,0.21,82,2,4,4,36.04,1,3,61,93.44,Medium
DR_191,TRIP_4687,1,6,6,26,119,0.31,80,0,1,6,15.03,0,0,49,57.8,High
DR_80,TRIP_4688,0,1,5,13,73,0.82,91,1,2,4,9.73,4,3,55,52.17,Medium
DR_250,TRIP_4689,6,3,3,27,109,0.78,79,3,0,0,9.29,0,3,69,53.23,High
DR_92,TRIP_4690,10,1,1,24,74,0.86,78,1,4,0,10.61,1,0,46,99.79,High
DR_138,TRIP_4691,3,7,1,6,105,0.57,85,1,0,5,9.59,0,1,60,81.33,High
DR_173,TRIP_4692,2,4,4,19,113,0.47,84,0,0,2,18.88,0,0,69,71.27,High
DR_143,TRIP_4693,6,0,1,2,109,0.64,90,1,4,3,26.12,3,2,63,58.46,High
DR_93,TRIP_4694,10,5,0,39,3,0.11,72,0,5,1,13.4,4,1,17,59.24,Low
DR_106,TRIP_4695,3,4,2,32,18,0.25,83,1,1,5,17.07,4,3,70,85.08,Low
DR_95,TRIP_4696,10,3,2,32,91,0.57,73,1,4,5,31.35,2,2,53,66.33,Low
DR_72,TRIP_4697,7,4,1,31,37,0.44,78,0,3,2,27.76,1,3,58,73.18,Low
DR_91,TRIP_4698,9,8,5,2,26,0.74,71,1,2,0,10.31,4,0,28,60.58,Medium
DR_67,TRIP_4699,6,0,0,14,97,0.79,89,2,0,2,22.04,1,2,10,52.19,Low
DR_100,TRIP_4700,3,7,6,13,11,0.3,78,0,2,0,23.15,2,0,18,80.06,Low
DR_34,TRIP_4701,10,8,0,24,34,0.88,71,0,3,5,24.26,4,3,40,51.42,High
DR_75,TRIP_4702,1,6,1,11,35,0.16,88,3,1,6,38.29,0,1,51,67.09,High
DR_159,TRIP_4703,8,7,2,13,11,0.57,75,3,5,2,30.49,2,3,20,71.27,Medium
DR_83,TRIP_4704,1,1,4,29,37,0.2,88,0,1,6,25.51,1,2,33,93.03,Medium
DR_293,TRIP_4705,10,1,4,20,87,0.19,76,2,2,6,13.39,2,2,10,58.03,Low
DR_82,TRIP_4706,8,5,1,30,32,0.76,75,2,1,6,27.36,3,1,55,50.05,Low
DR_257,TRIP_4707,4,6,0,38,34,0.23,80,3,3,5,33.88,4,1,28,98.41,High
DR_156,TRIP_4708,8,2,0,37,108,0.84,79,2,1,0,25.59,3,0,46,79.56,Medium
DR_169,TRIP_4709,4,2,4,14,15,0.78,85,2,4,2,5.18,1,2,32,98.64,Low
DR_209,TRIP_4710,8,3,2,7,17,0.25,81,0,3,1,13.4,1,3,15,83.15,High
DR_48,TRIP_4711,6,2,4,17,23,0.41,81,2,0,6,6.67,3,0,70,95.58,Medium
DR_8,TRIP_4712,3,7,6,25,76,0.44,76,3,1,5,38.45,3,1,63,54.33,Medium
DR_132,TRIP_4713,1,0,1,39,34,0.18,90,0,0,4,9.29,2,3,13,85.14,Low
DR_103,TRIP_4714,4,2,6,26,112,0.26,80,2,3,5,12.18,0,0,57,93.36,Low
DR_25,TRIP_4715,1,4,5,1,103,0.6,88,0,2,1,7.51,0,2,25,73.65,Low
DR_36,TRIP_4716,4,4,0,36,59,0.48,82,2,2,0,23.84,4,0,68,56.33,High
DR_179,TRIP_4717,6,7,5,34,65,0.86,71,3,4,6,5.53,4,3,31,54.74,High
DR_41,TRIP_4718,3,7,4,20,110,0.56,79,0,0,6,39.1,4,2,59,62.56,High
DR_256,TRIP_4719,10,2,2,11,95,0.79,79,2,0,1,14.46,2,0,14,72.57,Medium
DR_124,TRIP_4720,2,4,4,38,64,0.48,81,0,2,2,34.59,4,3,41,96.13,Medium
DR_19,TRIP_4721,0,7,4,28,53,0.52,82,2,5,0,11.29,3,3,67,69.9,Medium
DR_122,TRIP_4722,10,8,3,0,94,0.88,73,3,1,6,35.62,0,2,65,66.17,Low
DR_166,TRIP_4723,10,5,0,40,63,0.28,71,3,0,5,19.74,4,0,37,68.98,High
DR_256,TRIP_4724,3,1,5,9,41,0.16,87,2,0,6,15.7,0,0,69,96.42,High
DR_295,TRIP_4725,7,0,2,21,42,0.88,84,0,2,1,20.62,1,0,18,99.86,High
DR_226,TRIP_4726,4,6,1,35,61,0.46,79,2,3,4,21.23,1,0,23,67.75,Low
DR_122,TRIP_4727,7,5,6,12,33,0.75,75,0,5,0,17.62,0,1,33,92.53,Low
DR_7,TRIP_4728,7,3,0,25,52,0.45,81,2,4,5,12.45,0,1,35,57.48,Medium
DR_126,TRIP_4729,5,1,3,8,49,0.23,87,3,1,4,7.74,3,2,40,58.09,Medium
DR_278,TRIP_4730,9,0,2,22,110,0.81,80,0,1,6,25.49,0,2,44,97.08,Low
DR_70,TRIP_4731,1,5,6,13,42,0.79,84,1,5,6,26.52,2,3,27,55.84,Low
DR_32,TRIP_4732,7,2,1,13,81,0.74,84,3,0,1,17.38,3,0,39,94.86,High
DR_94,TRIP_4733,2,5,2,21,0,0.89,85,3,3,3,7.31,4,1,51,57.25,High
DR_126,TRIP_4734,4,3,2,3,63,0.87,88,3,1,1,21.69,3,0,24,50.58,Low
DR_82,TRIP_4735,2,5,3,2,62,0.58,88,2,0,1,28.7,3,0,29,85.57,High
DR_134,TRIP_4736,1,5,2,23,105,0.14,86,3,2,3,7.62,4,0,14,57.83,Low
DR_181,TRIP_4737,7,5,2,3,42,0.15,81,1,1,0,19.13,3,2,63,81.01,High
DR_51,TRIP_4738,6,1,1,8,83,0.1,88,3,3,5,12.35,3,1,17,64.56,Medium
DR_49,TRIP_4739,5,3,2,27,11,0.13,82,0,4,3,17.06,4,3,27,83.48,High
DR_285,TRIP_4740,1,3,1,3,78,0.58,94,0,4,6,34.07,0,2,60,50.84,High
DR_270,TRIP_4741,5,0,3,12,84,0.82,87,2,4,5,22.01,0,0,66,94.42,High
DR_157,TRIP_4742,6,7,0,38,63,0.23,75,2,2,3,27.71,4,0,55,58.94,Medium
DR_2,TRIP_4743,3,5,4,13,45,0.13,83,3,4,0,27.46,2,0,10,63.25,Low
DR_76,TRIP_4744,2,8,1,40,110,0.72,79,0,5,1,13.06,4,3,59,88.33,High
DR_299,TRIP_4745,1,3,0,10,120,0.32,93,2,5,4,34.08,2,3,10,51.89,Low
DR_232,TRIP_4746,1,4,6,34,102,0.64,81,1,1,2,38.81,3,1,16,89.44,Medium
DR_198,TRIP_4747,1,3,1,23,88,0.39,90,1,4,5,21.98,1,3,26,76.96,Medium
DR_225,TRIP_4748,3,8,6,26,68,0.89,75,0,4,1,17.4,4,2,11,53.2,Low
DR_299,TRIP_4749,10,3,6,22,115,0.11,71,2,2,3,37.03,2,1,22,50.26,High
DR_290,TRIP_4750,2,1,2,33,53,0.88,87,2,5,2,12.46,2,3,43,73.91,High
DR_249,TRIP_4751,7,8,4,33,97,0.81,69,3,0,4,39.27,2,2,20,78.42,Low
DR_103,TRIP_4752,6,3,0,8,110,0.68,86,2,4,3,35.95,2,1,35,93.75,High
DR_166,TRIP_4753,7,8,6,37,77,0.81,66,2,1,0,17.73,0,3,55,93.8,Medium
DR_193,TRIP_4754,7,2,3,2,117,0.83,84,0,5,6,27.81,4,3,22,97.93,Medium
DR_35,TRIP_4755,3,1,4,12,23,0.46,88,3,2,0,26.99,4,1,60,94.55,Medium
DR_93,TRIP_4756,7,1,4,1,69,0.24,84,2,1,2,26.07,4,0,43,58.27,High
DR_294,TRIP_4757,6,0,1,7,45,0.86,89,1,4,5,30.6,4,0,35,82.95,Low
DR_117,TRIP_4758,10,4,6,32,37,0.42,68,1,4,6,16.89,1,1,24,62.41,Low
DR_159,TRIP_4759,6,0,4,39,24,0.35,79,1,5,3,19.42,0,2,42,75.78,Medium
DR_175,TRIP_4760,10,5,0,10,30,0.4,77,0,5,6,28.49,1,1,15,61.27,High
DR_74,TRIP_4761,2,5,6,27,91,0.48,79,1,0,6,13.32,0,2,65,57.82,Medium
DR_224,TRIP_4762,2,6,6,17,82,0.32,80,2,1,4,31.18,1,0,63,99.55,Medium
DR_9,TRIP_4763,2,5,6,11,25,0.14,83,0,2,1,13.71,1,1,58,94.36,High
DR_294,TRIP_4764,7,0,3,4,109,0.32,86,3,4,1,12.45,2,2,46,59.17,Low
DR_251,TRIP_4765,7,5,0,28,38,0.39,78,0,4,5,26.48,0,3,22,98.31,Medium
DR_83,TRIP_4766,8,3,4,6,106,0.14,79,0,3,5,25.6,3,3,66,76.79,High
DR_66,TRIP_4767,0,0,1,3,15,0.52,99,2,0,6,32.76,2,1,44,89.48,Low
DR_93,TRIP_4768,9,2,5,24,10,0.2,74,3,1,5,6.55,4,0,19,78.24,Medium
DR_65,TRIP_4769,5,7,1,24,2,0.34,79,2,1,1,31.6,1,0,54,71.83,High
DR_214,TRIP_4770,3,6,3,2,102,0.64,85,0,4,4,30.22,2,0,27,93.78,Medium
DR_62,TRIP_4771,4,7,1,11,55,0.25,83,2,4,4,11.79,0,0,11,93.6,High
DR_205,TRIP_4772,4,6,3,16,35,0.83,81,1,4,6,11.03,0,1,10,53.87,High
DR_197,TRIP_4773,7,0,2,36,27,0.26,81,0,0,2,19.5,3,0,70,66.46,High
DR_194,TRIP_4774,6,5,2,23,111,0.77,79,0,1,1,18.24,4,0,39,56.85,Low
DR_258,TRIP_4775,0,7,5,22,62,0.56,82,3,3,2,5.42,3,0,13,62.99,Low
DR_23,TRIP_4776,6,6,5,9,72,0.77,77,2,1,4,13.58,1,0,70,81.78,Medium
DR_116,TRIP_4777,4,4,5,19,32,0.82,80,2,1,4,28.06,0,3,13,64.95,Medium
DR_247,TRIP_4778,7,8,3,22,16,0.26,73,0,3,0,27.68,1,2,42,90.56,Low
DR_105,TRIP_4779,1,4,4,6,108,0.24,89,1,5,3,12.57,0,3,66,90.56,High
DR_191,TRIP_4780,8,3,1,28,98,0.23,78,0,2,0,28.62,4,1,47,53.35,Low
DR_31,TRIP_4781,6,3,1,17,83,0.49,83,1,2,3,15.7,2,2,22,97.21,High
DR_5,TRIP_4782,2,0,4,39,37,0.14,85,0,3,3,14.11,2,2,61,59.73,Low
DR_120,TRIP_4783,10,7,1,2,116,0.9,76,0,1,2,31.81,4,1,43,77.5,Low
DR_165,TRIP_4784,8,0,2,31,111,0.71,80,1,1,3,19.93,2,3,39,70.63,High
DR_1,TRIP_4785,2,6,4,24,77,0.1,81,2,0,3,33.36,0,0,43,59.06,High
DR_195,TRIP_4786,9,3,6,38,95,0.83,69,2,5,4,9.22,1,2,50,99.33,Low
DR_52,TRIP_4787,5,0,0,32,40,0.21,87,2,1,1,39.05,1,3,45,90.68,Medium
DR_221,TRIP_4788,4,7,6,28,54,0.67,74,1,3,4,7.05,3,1,54,71.26,Low
DR_97,TRIP_4789,2,8,4,1,60,0.76,83,3,1,6,6.47,0,2,57,76.21,Low
DR_156,TRIP_4790,8,4,2,0,115,0.88,81,0,3,1,11.41,2,1,17,65.88,Medium
DR_26,TRIP_4791,5,8,6,26,105,0.54,72,1,1,3,17.24,1,3,69,59.11,Low
DR_270,TRIP_4792,3,4,4,0,34,0.46,87,1,5,2,11.82,2,3,24,84.97,High
DR_18,TRIP_4793,6,6,2,22,54,0.3,78,1,0,4,30.78,1,3,36,73.92,High
DR_93,TRIP_4794,1,5,4,10,39,0.14,87,3,5,6,26.01,1,0,56,60.42,High
DR_110,TRIP_4795,4,5,5,28,97,0.88,77,0,0,2,20.19,0,3,14,89.99,Low
DR_27,TRIP_4796,3,3,3,13,26,0.5,86,1,3,3,18.02,0,0,70,99.02,High
DR_226,TRIP_4797,8,3,1,1,32,0.67,84,0,1,4,31.45,1,1,47,71.84,Medium
DR_35,TRIP_4798,8,5,1,0,79,0.15,81,2,4,4,38.73,3,2,43,95.46,High
DR_227,TRIP_4799,0,1,3,36,89,0.83,89,3,4,1,31.53,3,0,27,59.78,High
DR_184,TRIP_4800,6,6,2,5,80,0.19,81,1,4,5,11.3,0,3,44,95.34,Medium
DR_65,TRIP_4801,5,2,3,4,64,0.82,86,3,5,4,13.12,2,2,58,94.81,Medium
DR_12,TRIP_4802,6,6,1,38,33,0.66,76,1,1,3,23.0,4,2,34,90.34,Medium
DR_158,TRIP_4803,2,2,2,32,71,0.37,86,2,0,3,18.96,0,2,57,89.5,Medium
DR_276,TRIP_4804,5,8,2,31,92,0.72,75,0,1,0,25.87,0,1,17,54.67,Medium
DR_128,TRIP_4805,4,1,1,17,0,0.63,89,0,2,5,34.8,1,0,13,76.86,Low
DR_208,TRIP_4806,5,2,1,29,59,0.65,84,2,0,0,33.6,3,2,44,93.91,High
DR_89,TRIP_4807,6,0,1,1,17,0.86,90,2,2,3,23.92,4,3,69,58.29,Medium
DR_218,TRIP_4808,4,7,2,5,110,0.26,83,3,2,6,33.21,0,0,68,64.18,High
DR_205,TRIP_4809,6,2,4,40,64,0.26,77,1,2,6,12.56,0,0,20,63.09,Medium
DR_68,TRIP_4810,2,4,0,13,100,0.88,90,3,5,1,32.16,1,3,21,88.47,Low
DR_190,TRIP_4811,1,1,1,40,100,0.17,89,3,3,0,29.06,1,1,41,67.81,High
DR_297,TRIP_4812,6,6,3,39,75,0.29,73,3,2,2,12.68,4,1,27,83.95,High
DR_86,TRIP_4813,4,7,1,26,94,0.81,80,2,5,1,22.66,1,2,65,85.81,High
DR_175,TRIP_4814,1,8,2,14,38,0.32,84,2,5,3,27.54,3,3,45,88.55,Low
DR_110,TRIP_4815,8,0,3,25,57,0.86,80,0,5,3,35.78,0,3,33,73.24,Low
DR_86,TRIP_4816,0,6,6,40,49,0.43,79,0,2,4,7.75,2,0,30,72.05,Low
DR_109,TRIP_4817,3,5,2,30,100,0.57,82,3,2,0,8.05,3,2,68,69.85,Low
DR_132,TRIP_4818,9,0,6,15,70,0.55,77,3,0,2,19.8,0,3,56,71.1,Low
DR_83,TRIP_4819,4,2,6,30,110,0.33,79,3,3,0,19.36,1,3,22,70.57,Low
DR_110,TRIP_4820,1,5,4,29,35,0.17,83,3,1,2,20.88,0,3,33,69.98,High
DR_136,TRIP_4821,8,0,0,33,88,0.18,82,2,2,3,15.96,2,2,16,58.54,Medium
DR_186,TRIP_4822,5,3,0,39,12,0.61,82,0,1,4,19.59,0,0,60,65.48,Low
DR_228,TRIP_4823,0,1,0,14,26,0.52,96,1,5,1,34.46,0,3,64,71.68,Medium
DR_113,TRIP_4824,6,0,3,3,36,0.84,88,1,0,3,28.17,2,0,68,67.18,Medium
DR_2,TRIP_4825,10,8,1,24,29,0.56,70,0,2,0,11.4,1,3,43,93.36,High
DR_43,TRIP_4826,4,2,6,37,77,0.41,78,1,5,4,21.48,2,2,60,71.58,High
DR_99,TRIP_4827,10,5,4,39,29,0.45,67,2,1,1,35.72,4,2,49,62.01,Medium
DR_32,TRIP_4828,10,3,1,27,102,0.24,75,1,0,4,37.64,3,1,40,69.9,High
DR_58,TRIP_4829,10,6,3,20,40,0.66,71,0,0,0,15.06,2,1,49,52.07,High
DR_234,TRIP_4830,10,6,2,40,113,0.87,68,2,1,0,28.06,2,1,42,51.71,High
DR_236,TRIP_4831,2,2,0,14,45,0.11,92,3,5,5,9.74,2,0,49,66.4,Medium
DR_40,TRIP_4832,6,5,1,17,51,0.55,81,0,4,5,27.89,3,1,44,74.4,Medium
DR_192,TRIP_4833,5,1,4,34,29,0.65,81,3,0,5,23.44,4,3,33,74.41,High
DR_247,TRIP_4834,2,6,0,5,60,0.57,89,2,3,6,17.87,2,0,28,78.89,Low
DR_220,TRIP_4835,5,8,3,16,20,0.53,77,1,4,6,35.04,0,1,58,86.15,Medium
DR_169,TRIP_4836,10,6,5,7,71,0.43,71,2,5,6,24.23,0,1,19,94.14,Low
DR_300,TRIP_4837,4,4,5,32,40,0.71,78,3,2,5,9.39,3,0,63,89.33,High
DR_280,TRIP_4838,10,6,3,24,83,0.8,70,0,1,3,5.84,3,1,22,55.46,High
DR_53,TRIP_4839,1,4,5,13,99,0.72,86,3,2,1,24.09,0,1,61,59.54,High
DR_76,TRIP_4840,4,3,1,39,69,0.11,82,1,1,3,35.14,1,2,55,59.09,Medium
DR_277,TRIP_4841,3,6,0,26,0,0.24,84,1,5,3,16.3,4,3,44,74.08,Medium
DR_272,TRIP_4842,3,5,3,11,54,0.5,84,0,0,3,12.17,4,2,54,93.9,Medium
DR_122,TRIP_4843,1,6,3,17,33,0.21,85,1,4,1,12.32,2,0,51,73.61,Low
DR_203,TRIP_4844,1,4,3,31,54,0.86,85,3,3,3,19.0,2,0,51,74.06,High
DR_62,TRIP_4845,1,8,3,25,77,0.88,81,0,5,0,26.98,1,0,69,85.87,High
DR_207,TRIP_4846,10,3,5,4,83,0.88,76,3,4,5,14.61,1,1,54,90.45,High
DR_290,TRIP_4847,5,4,2,25,29,0.27,81,1,2,6,20.29,1,2,19,51.63,Medium
DR_30,TRIP_4848,6,7,5,28,112,0.23,72,1,1,2,8.52,3,0,43,62.62,Low
DR_293,TRIP_4849,6,6,0,34,14,0.76,77,2,1,3,8.76,1,1,65,60.22,High
DR_177,TRIP_4850,3,8,4,19,32,0.6,78,1,3,1,32.76,0,2,58,81.68,Medium
DR_175,TRIP_4851,5,8,6,32,8,0.79,70,0,2,0,31.31,3,0,48,62.55,Low
DR_126,TRIP_4852,3,3,1,10,65,0.19,89,2,2,3,32.46,0,0,64,86.14,Low
DR_232,TRIP_4853,9,1,6,21,94,0.17,75,1,4,0,7.89,0,0,32,52.33,Medium
DR_233,TRIP_4854,8,0,6,27,50,0.58,76,2,1,1,32.73,2,2,27,75.53,Low
DR_216,TRIP_4855,0,7,5,16,88,0.71,83,3,5,0,28.1,2,1,51,93.21,High
DR_222,TRIP_4856,2,3,2,36,91,0.25,84,3,4,4,20.97,3,1,59,60.09,Medium
DR_190,TRIP_4857,10,5,2,0,25,0.17,77,3,3,3,19.57,2,1,65,56.45,Low
DR_86,TRIP_4858,5,7,6,22,89,0.35,74,1,0,3,32.81,3,1,49,50.21,High
DR_237,TRIP_4859,9,4,0,35,73,0.2,75,3,2,1,5.31,2,1,42,69.35,High
DR_36,TRIP_4860,3,7,2,22,64,0.31,81,1,1,1,31.79,2,3,47,85.94,Low
DR_168,TRIP_4861,10,6,4,26,18,0.36,69,3,5,6,23.19,3,0,29,56.36,High
DR_159,TRIP_4862,1,8,6,26,33,0.87,78,3,0,1,27.68,0,2,17,95.22,Medium
DR_289,TRIP_4863,3,7,5,11,98,0.66,80,0,3,0,12.87,3,0,19,51.97,High
DR_290,TRIP_4864,7,0,0,35,120,0.73,83,1,1,2,10.5,3,3,68,89.09,Low
DR_146,TRIP_4865,7,4,3,10,35,0.27,80,3,4,6,35.24,0,0,55,83.77,Low
DR_29,TRIP_4866,4,8,6,23,15,0.57,74,2,3,2,28.46,0,3,66,94.66,Low
DR_204,TRIP_4867,3,5,5,16,7,0.45,81,2,1,6,25.08,0,3,29,70.07,Low
DR_240,TRIP_4868,2,5,3,13,10,0.42,86,2,3,0,27.15,3,1,19,86.72,Low
DR_151,TRIP_4869,2,4,1,1,4,0.63,91,1,4,2,24.34,4,1,70,77.9,High
DR_122,TRIP_4870,6,2,0,23,89,0.68,84,1,5,6,18.5,0,2,24,86.13,Medium
DR_123,TRIP_4871,10,6,1,7,95,0.31,76,1,5,6,22.64,2,0,39,81.96,High
DR_253,TRIP_4872,8,7,2,25,113,0.56,73,0,3,4,23.72,2,0,57,86.67,Low
DR_97,TRIP_4873,0,1,1,40,120,0.4,90,2,5,1,14.58,0,1,21,60.9,High
