vehicle_id,engine_temp_c,vibration_level,rpm,oil_pressure,coolant_level_pct,last_service_km,current_km,fault_code,breakdown_within_30_days,battery_voltage,engine_load_pct,fuel_rate_lph,tire_pressure_front_left,tire_pressure_front_right,tire_pressure_back_left,tire_pressure_back_right,ambient_temp_c,vehicle_age_years,service_alert_flag,breakdown_history_count
VH_289,87.7,4.68,3325,307,95,130565,143914,NONE,0,12.33,60,11.86,28,35,34,33,23,2,1,4
VH_361,76.4,3.8,1251,336,60,109481,112066,NONE,0,12.63,76,5.89,35,30,39,32,25,7,0,2
VH_412,82.7,4.71,929,321,62,91600,94301,NONE,0,14.15,64,10.78,32,33,34,31,33,7,1,5
VH_209,97.1,5.43,1783,366,76,82459,89294,NONE,0,14.25,62,11.21,33,31,31,35,21,5,1,1
VH_170,97.8,5.49,2650,344,84,93086,101007,P0420,0,11.83,95,9.83,33,33,32,35,21,15,1,4
VH_14,109.5,7.03,1152,357,85,66596,69641,NONE,1,11.52,63,9.26,31,36,32,40,43,4,1,5
VH_342,98.2,8.37,2790,340,69,50305,54513,P0420,1,13.03,70,11.54,29,33,40,31,40,5,0,5
VH_477,84.1,1.4,1714,395,83,128361,133083,P0171,1,12.31,25,3.67,31,35,39,40,25,14,1,0
VH_320,72.8,5.34,854,357,81,134431,144393,P0171,0,13.06,28,10.81,36,33,34,33,19,5,0,5
VH_119,70.5,2.63,1824,373,63,72561,75128,NONE,0,11.53,93,8.16,36,36,38,35,17,15,1,4
VH_459,108.2,7.06,2691,353,63,148942,159324,P0500,0,14.52,31,6.63,29,32,32,37,45,5,0,4
VH_39,90.0,8.22,2834,258,92,71532,83672,P0171,1,12.62,99,7.99,33,29,33,30,24,2,1,1
VH_35,98.5,5.53,1676,277,98,134398,146225,NONE,1,11.75,36,3.96,34,29,40,33,24,11,0,0
VH_216,105.5,2.34,1401,282,100,78547,92998,P0420,0,13.32,25,10.2,30,29,36,31,37,2,0,3
VH_459,86.6,2.83,2351,289,60,61152,70438,P0420,0,12.02,71,3.89,30,36,30,35,38,1,0,1
VH_405,100.3,6.13,2176,300,73,72958,80967,P0420,0,13.8,72,4.12,29,35,34,30,40,11,1,1
VH_108,77.2,4.87,2726,270,61,60489,73717,P0171,0,12.81,56,9.52,31,28,38,33,40,9,1,2
VH_220,84.8,5.12,2818,253,98,55366,56029,NONE,0,12.94,35,7.08,30,30,38,30,39,3,0,3
VH_187,106.0,3.36,1993,260,88,125291,131623,P0171,0,13.95,63,11.81,28,32,35,32,16,8,1,0
VH_358,105.2,6.98,3002,373,75,140825,144762,NONE,1,14.02,33,6.82,34,36,34,30,40,4,1,1
VH_348,88.4,6.84,2435,316,68,138287,144858,P0171,0,13.86,86,6.6,28,34,32,33,25,8,1,5
VH_339,79.1,4.03,2418,298,73,99101,102331,NONE,0,12.08,99,3.32,33,34,37,39,23,8,1,1
VH_482,103.6,3.34,1498,343,87,58996,64836,P0500,0,13.39,83,7.26,31,34,37,38,29,8,1,5
VH_188,97.5,4.49,2343,288,68,109604,118903,NONE,0,13.94,41,10.52,34,31,35,39,28,10,1,1
VH_236,80.6,4.31,1590,292,80,52925,66522,P0300,0,13.19,46,6.79,30,34,38,36,33,3,1,5
VH_386,106.4,8.48,1729,296,72,71934,81374,P0171,0,13.37,69,8.22,28,34,37,40,45,1,0,0
VH_339,100.7,4.79,2691,263,93,83201,86963,NONE,0,12.64,99,5.27,31,35,35,34,23,2,1,0
VH_293,79.9,2.55,3147,315,66,52436,66029,NONE,0,12.15,59,3.68,35,31,34,31,38,5,1,3
VH_381,71.1,1.63,1031,307,77,74293,81269,P0500,1,13.33,73,9.98,36,29,39,33,36,15,1,3
VH_381,89.5,5.19,3294,262,65,89852,91677,P0300,0,13.79,74,8.56,33,30,37,36,18,6,1,4
VH_55,81.0,7.38,1277,291,66,59399,66317,NONE,1,12.67,70,4.88,28,35,30,31,37,7,1,0
VH_345,70.9,2.72,3472,271,99,118230,121225,P0171,0,13.4,78,4.42,36,36,34,31,20,8,0,1
VH_339,92.2,2.19,2647,394,81,100860,106534,P0171,0,12.96,27,5.93,30,31,37,34,17,13,1,3
VH_485,109.6,3.37,2194,335,94,95175,106297,P0420,0,13.47,55,8.91,31,36,34,35,39,13,0,5
VH_142,88.1,1.88,1072,275,89,138720,144556,P0300,0,13.54,27,3.96,29,29,39,30,35,13,1,3
VH_442,76.0,2.6,2655,290,80,83125,87836,P0500,0,12.49,89,8.47,36,29,39,30,36,12,0,0
VH_237,96.1,5.39,1234,338,99,90156,92740,P0171,0,12.76,20,9.71,28,34,30,40,18,12,0,1
VH_419,97.7,7.07,834,331,97,77075,82585,NONE,0,12.98,38,11.54,32,29,32,33,32,5,0,2
VH_53,109.3,3.38,1231,373,77,86875,91713,NONE,0,14.36,59,6.82,30,36,37,37,29,1,1,5
VH_333,85.1,4.82,1226,400,77,134832,138906,P0420,0,14.4,81,5.84,28,35,40,36,18,6,0,5
VH_278,81.2,6.29,3266,348,60,118961,119863,P0171,0,11.77,29,8.55,31,30,33,39,24,11,0,3
VH_443,70.6,5.86,2405,346,82,81402,82690,NONE,0,14.33,98,11.63,30,31,38,30,31,10,0,2
VH_103,93.3,7.67,959,385,68,65821,77603,P0420,0,12.26,91,5.06,30,32,35,38,28,5,1,1
VH_10,75.9,2.55,1654,278,72,148969,154335,P0300,0,14.52,61,4.16,32,30,40,35,31,14,0,5
VH_356,92.2,7.4,2503,334,70,147866,150621,P0500,0,14.3,46,3.78,31,34,30,37,20,10,0,0
VH_245,89.2,1.89,2711,304,63,88690,92814,NONE,0,13.84,63,11.19,35,36,37,37,25,1,0,1
VH_233,91.7,5.07,2759,377,93,89033,92727,NONE,0,11.55,26,11.37,31,31,30,40,18,6,0,3
VH_332,76.6,1.0,1858,377,88,89732,94761,P0500,0,12.36,40,10.96,36,30,34,30,21,5,1,3
VH_155,82.5,6.01,1118,376,82,112994,125058,P0420,0,12.33,38,10.22,33,32,36,40,26,2,0,0
VH_174,75.1,1.19,1426,327,98,83023,85235,NONE,0,14.18,73,9.89,31,28,31,32,31,1,1,2
VH_104,108.3,4.24,2991,250,64,122697,136329,P0300,1,13.82,27,10.57,28,29,38,33,16,10,0,3
VH_49,99.0,4.04,2577,325,63,93708,102914,NONE,0,13.48,35,5.8,32,30,40,37,21,15,1,1
VH_71,73.8,7.62,1060,346,90,67877,76613,P0420,0,12.18,75,8.08,33,29,39,34,26,2,0,4
VH_325,90.5,7.35,2290,308,94,68154,76009,P0420,0,14.14,39,7.59,31,35,39,30,37,13,0,5
VH_112,100.8,8.92,3374,339,66,144044,149320,NONE,1,13.48,99,5.87,33,29,39,34,21,4,0,5
VH_219,102.0,8.53,1106,351,60,74672,77509,P0420,0,12.68,46,5.36,36,31,35,30,34,12,1,4
VH_353,89.0,2.48,3279,280,61,125173,129479,P0171,1,13.06,91,3.88,34,29,36,38,22,2,0,0
VH_436,94.9,8.1,1697,294,72,108837,120199,P0300,1,13.41,66,11.57,28,31,37,34,40,4,1,2
VH_14,107.9,1.54,1333,342,60,53458,61320,P0500,1,11.82,74,5.74,33,28,38,36,21,5,0,1
VH_187,71.7,7.38,1143,256,76,143696,157024,P0420,1,13.25,26,6.11,31,33,30,40,40,11,0,4
VH_486,87.7,4.12,2333,286,90,144337,155261,NONE,0,14.37,51,3.39,34,29,34,39,18,7,0,2
VH_17,77.0,4.84,1956,304,97,117341,127946,P0500,0,12.11,60,3.92,29,30,33,36,25,1,0,5
VH_405,100.8,3.75,1730,359,62,63184,75716,P0500,1,14.08,83,11.99,29,33,39,35,27,7,0,4
VH_315,78.0,1.26,2715,344,67,126823,133171,P0171,1,14.46,57,10.97,32,28,35,35,34,8,1,4
VH_341,91.1,4.51,1530,296,93,100973,114626,P0420,0,12.71,43,11.91,29,32,30,38,27,15,0,1
VH_425,97.2,6.17,2316,253,76,144490,158428,NONE,1,12.95,80,7.88,33,30,39,35,23,15,1,3
VH_309,76.0,6.79,899,367,96,103886,113876,P0420,0,11.76,24,7.24,34,35,38,36,29,11,1,2
VH_466,107.8,7.1,3109,362,98,88850,99880,P0171,0,13.11,21,9.66,35,36,39,30,44,6,0,0
VH_140,84.9,5.56,1194,281,61,75156,77515,P0500,0,12.84,71,7.2,33,33,40,33,16,4,0,0
VH_134,77.1,8.68,1587,322,73,96482,101020,P0171,0,14.73,50,3.59,34,31,40,33,20,4,0,1
VH_169,81.8,6.86,1548,374,81,135320,139397,P0171,0,14.26,64,4.41,31,34,32,36,22,1,0,0
VH_447,93.3,6.97,2034,306,97,64814,72823,P0420,0,12.55,77,6.24,30,36,30,34,27,13,0,5
VH_136,104.0,3.89,2322,367,91,137467,144805,P0171,0,12.41,26,10.31,29,34,33,40,38,1,0,0
VH_135,100.8,1.93,2971,299,75,69755,77636,P0500,0,13.19,64,11.89,35,34,39,31,35,7,0,1
VH_443,95.8,1.83,1759,255,89,93747,106182,P0500,0,14.15,58,7.11,28,31,38,39,22,15,1,4
VH_451,71.8,4.51,2790,294,89,58355,61006,P0500,0,12.16,22,9.74,31,30,34,31,17,8,1,2
VH_288,79.5,1.54,3017,302,62,142477,148582,P0500,0,13.63,41,10.64,30,29,33,36,27,14,1,1
VH_144,77.2,3.61,930,271,64,118724,131882,P0300,0,12.08,71,10.25,35,35,37,34,17,12,1,0
VH_313,98.8,8.89,1438,381,93,53917,65343,NONE,0,11.82,69,7.06,31,34,33,36,18,13,1,2
VH_44,103.0,4.71,2855,358,98,77242,89636,P0300,1,11.64,35,11.18,36,28,39,38,15,12,0,3
VH_180,102.1,3.37,807,300,97,87684,88751,P0171,0,12.12,32,5.5,30,30,37,40,26,13,0,2
VH_83,99.3,1.27,3462,287,83,133434,141488,P0300,0,14.08,23,7.36,31,31,38,31,22,3,0,3
VH_491,97.2,4.99,2788,320,85,70459,72182,P0300,0,13.72,26,11.85,28,34,31,38,31,11,0,3
VH_9,109.4,1.56,2073,325,75,116447,129630,P0171,0,11.82,73,6.1,35,33,34,33,34,8,1,4
VH_344,93.5,2.13,1303,278,68,52427,59171,P0171,0,12.61,31,9.94,30,32,39,40,16,6,0,5
VH_402,108.7,8.12,825,301,100,129529,135415,NONE,0,11.97,53,10.1,33,30,37,39,42,10,1,2
VH_43,97.7,3.43,1197,298,91,53205,66299,NONE,1,12.04,31,10.93,36,35,35,37,41,13,0,3
VH_20,83.0,8.84,2097,287,71,120512,122501,P0420,0,11.97,28,11.68,31,33,31,37,34,8,1,3
VH_84,94.1,5.27,1779,383,90,53340,63358,P0420,0,14.28,55,5.02,35,28,40,33,23,11,0,4
VH_239,99.9,6.39,2549,398,62,98724,101712,P0300,1,11.96,35,8.61,31,36,38,30,15,15,0,1
VH_334,75.1,3.1,1792,278,88,137973,145022,NONE,0,13.71,41,3.48,29,29,35,36,23,8,1,3
VH_482,97.0,1.55,3046,269,62,118728,129942,NONE,1,12.02,72,11.21,29,34,36,33,15,15,1,5
VH_302,72.8,8.63,1672,312,87,69420,83860,NONE,1,12.43,77,8.02,34,32,37,32,25,2,1,4
VH_237,83.9,3.19,2156,394,73,134958,136534,P0500,0,13.29,20,11.65,32,33,36,38,15,15,1,1
VH_172,77.1,8.14,1831,293,69,73822,77981,NONE,0,14.1,83,8.99,29,35,31,36,33,8,1,4
VH_294,83.6,3.42,1232,343,63,129768,140638,P0500,1,13.15,77,10.3,35,35,34,34,34,3,1,0
VH_123,100.2,4.31,2180,354,81,106824,114626,P0300,0,12.23,32,3.09,29,28,38,30,17,1,0,5
VH_202,79.3,5.11,2053,359,70,82233,89277,NONE,1,14.58,54,9.6,32,35,37,39,41,4,1,0
VH_94,82.3,2.15,1580,308,75,85286,99978,P0420,0,14.24,48,5.99,31,31,36,31,39,12,1,1
VH_29,89.9,5.92,2318,361,87,106245,108950,P0171,0,13.94,76,8.37,36,36,35,36,40,13,0,3
VH_320,97.9,7.67,2588,391,93,84128,89540,P0300,0,12.63,35,6.77,31,33,32,35,24,4,0,4
VH_464,100.7,2.68,2302,297,72,123453,129280,NONE,0,12.45,84,11.76,30,29,37,40,29,2,0,2
VH_324,91.2,7.53,2724,320,99,149825,157513,P0420,0,12.15,72,3.51,28,35,31,39,30,15,0,5
VH_459,92.1,3.63,3270,339,69,130173,131356,P0500,1,12.98,71,4.19,32,29,32,40,42,11,1,1
VH_460,109.3,4.67,2843,325,73,86170,90246,P0420,0,14.72,47,9.83,36,31,33,32,27,13,0,2
VH_420,94.3,4.09,1774,283,77,65268,67931,NONE,1,14.6,25,9.2,33,33,39,30,44,9,0,2
VH_231,74.8,3.39,1726,281,61,121713,131379,NONE,1,14.4,65,9.51,32,30,38,36,26,4,1,4
VH_144,86.0,4.37,922,337,73,124222,138966,P0420,0,11.51,56,5.88,35,36,38,30,43,5,1,4
VH_153,78.5,3.72,2799,361,61,78516,88295,P0420,0,12.22,48,3.48,31,31,33,38,24,4,0,0
VH_119,109.9,1.04,2421,347,60,117045,124317,P0420,1,13.9,83,4.73,35,30,35,39,24,11,0,4
VH_136,99.2,8.43,1299,380,69,97852,110462,P0420,1,11.51,39,3.54,30,36,33,37,24,2,0,5
VH_385,70.9,7.23,2708,338,67,106483,114861,P0300,0,13.28,56,9.95,28,33,30,34,37,14,1,4
VH_317,93.6,6.26,3285,327,94,107575,111305,NONE,0,14.51,47,7.74,36,29,31,33,19,6,1,2
VH_125,74.4,1.35,3416,399,88,101783,113057,P0300,0,11.89,99,11.61,35,30,33,36,36,9,1,2
VH_244,72.7,4.44,1291,271,64,140047,147738,NONE,0,11.6,67,5.15,34,32,37,31,34,7,1,0
VH_185,92.9,2.46,971,273,77,88639,92028,P0500,1,14.55,34,9.51,32,32,39,39,40,15,0,1
VH_257,109.3,2.76,2393,394,63,128547,138735,NONE,1,12.56,33,9.59,33,31,30,34,41,2,1,2
VH_88,106.4,1.74,2597,302,87,115278,126478,NONE,0,13.2,74,5.77,30,28,33,30,38,11,1,2
VH_465,81.0,3.18,1886,298,66,96522,111211,P0500,0,13.38,82,4.32,34,28,30,35,18,3,1,5
VH_65,79.8,1.55,3349,383,78,79413,80756,P0420,0,14.11,68,3.65,32,34,30,30,23,2,1,5
VH_500,86.3,5.64,2458,389,87,115418,126576,NONE,1,13.75,100,6.21,34,35,40,33,40,4,0,3
VH_461,76.2,6.66,2861,354,63,79805,89681,P0420,0,14.0,37,7.01,28,28,31,31,33,9,1,4
VH_210,76.1,6.21,2836,369,94,99340,110083,NONE,0,13.03,53,7.14,35,33,37,40,17,14,1,4
VH_489,100.4,7.4,2372,269,100,103207,107104,NONE,0,13.82,30,11.11,30,33,38,30,20,14,0,4
VH_321,99.9,1.36,2523,307,80,110500,113861,NONE,0,13.38,59,10.39,28,28,35,40,21,13,1,2
VH_295,87.8,3.25,1953,268,100,115593,128327,NONE,1,13.95,69,4.24,34,33,37,37,25,7,0,2
VH_64,85.4,6.78,2483,313,76,58587,62940,P0171,0,13.51,73,10.44,33,34,30,37,21,8,0,0
VH_352,78.3,2.0,2232,250,85,93404,97005,NONE,0,14.21,72,5.64,29,34,31,30,33,11,0,2
VH_84,81.8,3.06,2117,395,70,81943,88370,P0300,1,14.64,33,10.04,34,33,40,38,42,6,1,1
VH_192,92.9,2.05,2114,268,68,118116,128229,P0500,1,12.26,95,9.11,33,33,37,30,31,11,1,5
VH_18,86.4,2.91,2671,393,83,80323,82326,P0171,0,14.3,68,5.2,33,34,33,31,31,4,0,0
VH_453,96.7,7.17,1584,343,75,124867,130211,P0500,0,11.73,21,10.98,36,30,39,32,45,7,1,2
VH_227,80.2,5.68,2893,321,71,118115,120993,NONE,0,13.95,57,9.94,33,32,31,31,19,14,1,5
VH_345,75.2,7.09,2267,262,68,99763,107771,P0171,1,12.94,79,7.91,31,34,33,31,29,14,0,2
VH_181,79.5,5.73,3150,344,93,62575,64040,P0171,1,14.42,38,7.41,30,33,39,31,36,9,1,3
VH_326,84.7,4.85,2757,303,99,53361,56377,NONE,0,14.23,23,4.57,31,34,37,30,42,11,1,2
VH_496,87.5,1.88,3406,304,99,70390,84582,NONE,0,12.38,67,11.02,30,32,40,30,45,12,1,0
VH_369,72.0,8.29,965,374,94,81842,85908,NONE,0,12.54,31,3.06,29,33,31,33,21,11,1,3
VH_262,101.7,2.14,1881,319,82,137299,149143,P0171,0,11.68,69,7.04,31,36,31,30,15,12,1,5
VH_180,71.2,5.59,3179,388,79,117609,130830,NONE,0,12.53,53,7.48,31,31,36,30,28,1,0,2
VH_163,95.9,4.57,1009,377,69,102207,107651,P0420,0,14.66,76,9.49,34,29,40,31,26,7,0,4
VH_225,106.2,7.29,1027,283,70,76319,78280,P0300,0,13.32,98,4.84,32,36,30,36,30,10,1,3
VH_151,79.6,4.25,1419,273,67,120301,121324,NONE,0,13.71,47,5.19,36,35,34,34,40,14,1,3
VH_277,99.1,3.84,3036,289,85,133302,135965,NONE,0,12.82,46,6.13,30,34,40,36,42,5,1,5
VH_436,78.1,3.89,3488,285,82,116932,129141,NONE,0,12.14,43,11.44,28,30,32,38,22,10,0,5
VH_202,97.1,5.32,2761,396,82,75683,85128,NONE,0,13.85,70,7.43,30,28,35,32,25,15,1,1
VH_458,71.5,4.73,2966,291,63,117558,123179,P0300,0,13.66,56,5.56,29,32,32,39,27,15,0,1
VH_450,93.3,8.33,2307,319,62,117061,131561,P0171,0,12.44,69,5.88,29,36,37,39,30,15,0,5
VH_327,87.7,4.17,1334,304,70,97843,102466,P0500,0,13.06,33,5.97,36,29,38,37,21,5,0,0
VH_112,75.3,1.18,971,309,86,116850,126054,NONE,0,12.14,67,5.76,33,30,37,38,28,13,0,4
VH_383,90.0,2.43,3398,353,83,93310,97439,P0300,1,11.6,75,7.84,34,36,37,31,42,4,0,5
VH_429,97.0,7.08,1500,346,83,148901,157012,NONE,0,12.91,76,9.04,34,32,40,40,26,10,0,4
VH_310,71.0,2.08,2462,330,83,81112,86065,P0300,1,14.01,58,10.54,32,31,32,40,44,4,1,0
VH_476,76.7,2.31,2798,351,91,107608,116371,NONE,0,13.12,37,3.14,30,32,39,33,42,2,1,5
VH_220,94.7,6.65,2934,374,87,138064,145104,NONE,0,12.54,42,4.57,28,28,31,39,18,13,1,3
VH_96,103.4,3.65,2360,364,78,121660,127346,P0420,1,11.79,28,9.16,34,36,38,38,41,8,0,3
VH_44,104.1,8.55,3352,254,62,114733,125115,NONE,1,11.56,83,7.89,34,31,36,36,31,1,1,3
VH_129,88.0,4.28,1980,270,73,117426,118516,P0420,0,14.65,42,10.4,33,34,33,38,32,10,0,4
VH_7,100.1,3.97,2294,400,73,146281,159851,NONE,0,11.76,83,10.3,32,35,31,35,26,1,1,1
VH_458,72.4,3.67,3206,382,64,139832,146122,P0420,0,11.75,47,4.64,30,32,32,31,28,15,0,0
VH_245,70.4,5.19,1191,275,83,92798,106979,NONE,1,12.63,91,11.23,34,31,36,31,28,4,1,1
VH_95,100.5,8.0,1392,399,83,64510,71022,P0300,0,12.78,59,9.27,32,29,40,40,18,13,0,2
VH_218,92.2,1.19,1864,386,85,124653,127705,NONE,0,12.52,93,4.61,32,31,38,35,45,12,1,2
VH_191,109.0,7.38,1181,388,79,141670,150010,NONE,0,14.16,91,11.77,29,30,33,30,33,3,1,2
VH_491,95.6,2.64,1434,289,89,149596,158024,P0420,0,12.12,83,11.38,30,35,39,30,19,14,0,0
VH_109,105.6,8.89,2678,303,99,143410,146165,P0171,0,13.06,31,3.35,30,29,38,31,29,3,1,4
VH_405,94.9,1.64,2239,272,80,146706,152557,NONE,1,11.63,61,7.65,32,34,40,31,45,6,1,1
VH_496,82.3,6.82,1375,349,70,66098,80807,NONE,0,12.53,62,11.8,36,28,32,38,34,3,0,3
VH_18,92.2,6.35,1275,331,63,74790,75463,NONE,0,14.04,61,4.05,30,35,39,37,42,9,0,4
VH_456,99.0,5.72,1001,361,72,86532,95353,P0171,0,11.59,91,8.21,29,30,36,30,28,1,1,0
VH_108,109.3,8.05,884,385,67,121992,126593,P0300,0,12.9,49,6.96,31,34,35,31,23,15,0,1
VH_210,79.6,3.11,1583,313,90,112710,121095,NONE,1,14.7,69,6.67,34,29,35,35,19,6,0,3
VH_13,94.7,3.8,1583,251,93,113861,114958,P0500,0,14.18,22,9.81,29,29,40,34,18,5,0,4
VH_160,100.8,2.67,844,368,95,115187,116773,NONE,0,12.22,29,9.61,34,28,34,40,39,14,1,3
VH_393,77.0,1.71,2670,282,92,96101,106191,P0500,0,13.33,22,9.9,28,28,37,32,43,11,0,3
VH_196,82.8,8.48,3228,331,65,90574,99447,P0500,0,13.09,88,7.14,36,32,39,34,35,9,0,4
VH_210,92.4,4.68,1982,336,90,142176,142737,NONE,0,14.61,25,9.23,32,35,35,34,23,1,0,5
VH_190,78.8,3.71,3421,277,97,139019,142415,NONE,0,13.9,34,5.73,28,30,38,35,19,6,1,1
VH_467,105.2,8.17,1928,279,82,92338,97461,P0300,0,14.22,28,3.03,30,36,31,33,31,2,1,4
VH_339,93.0,7.53,3191,262,83,53640,68373,P0171,0,14.17,25,5.14,33,30,37,32,38,14,1,3
VH_489,94.6,3.53,1969,322,100,100241,102787,P0171,0,11.93,23,10.07,29,29,36,36,30,5,1,3
VH_12,81.1,2.94,1144,335,99,125463,131592,NONE,1,11.54,47,11.66,28,28,31,33,33,10,1,5
VH_121,75.0,3.23,903,314,100,56065,58411,P0420,0,12.82,50,6.48,30,35,36,36,16,8,1,5
VH_484,94.0,6.87,2817,382,71,124507,131572,P0420,0,13.78,37,11.42,35,34,39,35,27,11,1,4
VH_235,74.0,4.17,1854,324,63,132634,142219,NONE,0,13.07,34,6.43,33,28,36,39,43,14,0,5
VH_48,96.8,7.95,2788,345,60,105236,117442,NONE,1,13.51,93,4.57,30,30,39,30,34,10,0,2
VH_98,107.4,7.46,2366,278,80,104852,109644,P0500,0,13.21,89,9.82,29,33,34,32,33,5,1,0
VH_456,93.8,7.4,2008,305,74,85938,91808,P0500,1,11.84,76,10.96,33,30,34,30,36,13,1,1
VH_174,81.3,5.11,2529,360,72,129003,137254,P0300,1,11.61,85,6.32,30,29,40,34,36,12,0,2
VH_240,72.2,4.67,847,344,86,107135,121324,NONE,1,12.79,20,11.19,29,30,35,40,40,1,1,1
VH_303,100.1,3.18,809,365,79,92517,102601,P0500,0,12.69,21,7.8,32,34,32,30,38,10,0,0
VH_62,105.1,6.4,1481,361,66,89588,93901,P0300,0,14.52,31,8.76,35,35,30,33,39,10,1,0
VH_18,104.8,1.66,2059,365,95,137231,150178,P0300,1,12.96,56,4.65,34,28,40,34,40,11,0,4
VH_108,75.5,1.44,1581,311,72,116528,130330,NONE,0,12.24,35,8.68,31,28,35,37,20,5,1,4
VH_341,96.7,8.27,2682,393,62,139541,154238,P0300,0,14.69,95,5.22,29,33,40,31,22,1,0,4
VH_203,73.5,2.03,1922,299,60,115102,118568,NONE,0,13.9,78,9.9,28,33,36,39,33,2,1,2
VH_310,86.5,6.62,2102,308,94,101792,112214,NONE,0,13.63,60,9.46,28,34,31,33,20,8,1,1
VH_16,84.1,7.8,1499,257,68,118836,130118,P0500,0,12.76,87,3.66,36,33,37,37,41,4,1,1
VH_128,73.4,2.71,1934,259,68,100246,111107,NONE,0,13.81,41,5.33,30,31,30,36,23,15,1,2
VH_44,73.8,2.93,1079,328,84,148613,152234,P0420,0,14.03,88,5.58,28,36,34,30,31,12,1,1
VH_116,108.3,6.34,3480,255,65,60142,74234,P0300,1,14.05,64,3.84,31,28,32,38,30,11,0,3
VH_54,73.1,5.16,3333,396,81,55221,64545,NONE,0,14.7,94,4.11,28,28,38,38,35,5,0,1
VH_435,80.4,1.17,2018,312,94,54400,61008,NONE,0,12.48,32,11.4,36,36,40,31,39,11,1,4
VH_416,94.0,6.29,1186,265,72,140704,146251,P0500,0,12.18,96,3.21,34,32,36,31,23,5,1,5
VH_134,86.5,7.85,2112,266,93,91877,104024,P0171,1,13.57,76,11.93,31,28,31,31,42,9,0,5
VH_450,95.1,3.01,2058,296,84,80400,91656,P0500,0,13.95,53,5.81,32,36,35,36,45,3,1,0
VH_420,92.9,7.73,2496,319,98,103754,113165,NONE,0,13.03,41,4.81,28,30,37,33,20,7,0,2
VH_84,75.1,2.94,2754,400,81,56598,62274,P0300,1,14.78,50,10.5,30,31,35,34,37,10,1,4
VH_84,105.2,3.7,2872,282,98,52437,64514,P0171,1,11.79,77,7.41,29,29,37,34,16,12,0,3
VH_147,71.5,6.88,3204,357,80,84878,91630,P0171,1,14.54,42,10.88,33,29,35,33,38,12,0,4
VH_451,104.4,7.31,2807,399,61,99589,103771,P0420,0,12.39,85,3.19,32,31,40,30,28,13,1,2
VH_52,88.5,7.99,1220,373,74,69830,83392,P0171,0,14.0,89,11.69,32,28,31,33,35,8,1,2
VH_128,104.2,6.62,3116,285,81,140495,152954,P0500,0,11.75,91,5.74,29,31,36,30,32,6,1,5
VH_257,72.5,3.21,1207,381,83,115716,118722,P0300,0,13.75,43,4.62,35,31,30,39,44,6,1,5
VH_59,72.5,3.87,1280,335,81,147862,153540,NONE,0,11.52,87,8.72,32,34,38,32,45,13,1,5
VH_248,108.4,3.26,2887,316,99,111957,122716,P0420,0,13.58,69,3.77,33,35,40,40,41,5,0,3
VH_29,71.0,7.89,1413,274,65,70037,71989,P0300,0,13.44,57,6.42,34,34,36,30,38,3,1,4
VH_126,83.8,5.47,2478,314,74,71986,83627,P0420,0,13.6,42,6.07,32,31,36,36,23,13,1,2
VH_306,86.9,4.78,2433,319,76,62619,68552,P0500,0,12.84,80,9.73,36,36,39,38,37,5,0,3
VH_233,85.3,6.13,2758,313,85,95082,102026,NONE,0,14.17,75,8.52,33,35,32,31,27,5,0,3
VH_451,96.4,5.7,2040,257,66,139691,154458,P0500,1,13.36,29,9.33,32,32,31,34,21,7,1,0
VH_90,77.2,1.84,3237,282,69,146807,150742,NONE,0,12.05,64,7.2,30,36,36,38,33,11,1,4
VH_164,106.9,2.64,854,291,62,134125,148799,P0420,0,11.66,31,5.06,29,28,38,36,45,7,1,2
VH_334,88.7,3.35,2840,319,74,85477,95711,P0300,1,14.59,75,10.52,36,29,36,35,39,14,0,3
VH_295,71.9,4.29,2686,286,70,64155,64771,NONE,0,13.62,43,9.24,35,34,35,36,20,3,0,3
VH_327,93.5,6.7,801,250,79,78173,84250,NONE,0,11.73,88,10.06,28,33,34,31,16,11,1,4
VH_27,91.5,2.5,957,346,63,105742,114731,P0500,0,14.28,55,11.17,35,28,40,38,44,10,1,3
VH_466,71.9,6.34,2732,369,76,96383,109844,P0420,1,14.68,79,11.37,28,35,36,37,36,6,0,2
VH_17,73.2,1.51,2750,345,99,133922,136196,P0300,1,13.26,87,7.36,35,31,33,38,29,7,0,3
VH_422,101.3,7.88,2255,280,83,146486,159504,P0171,1,11.92,20,4.41,32,32,32,39,25,10,0,5
VH_285,71.9,4.4,2170,339,69,109810,113915,NONE,1,11.9,88,7.61,35,28,30,32,44,6,0,0
VH_391,81.5,7.77,2053,391,66,138664,141259,NONE,0,11.97,58,6.63,36,28,40,33,20,15,1,0
VH_447,80.2,5.5,3434,279,93,139097,147916,NONE,0,11.88,73,9.78,28,34,36,36,22,8,1,4
VH_3,79.3,5.9,1463,292,94,98910,107787,NONE,0,14.31,53,10.94,28,28,30,39,26,5,1,1
VH_379,105.6,6.78,1414,395,78,71716,83925,P0171,1,13.55,21,7.78,30,30,36,35,35,12,0,2
VH_426,74.5,4.28,2900,358,93,59721,62065,P0500,0,13.82,55,7.85,35,33,33,32,21,15,0,1
VH_332,89.5,6.34,1118,262,81,66018,74453,NONE,0,12.37,99,7.73,35,29,33,34,42,2,0,4
VH_359,82.2,8.06,2889,383,62,78195,83495,NONE,1,14.78,27,11.22,32,33,39,37,27,8,0,2
